row_key,ticker,company_name,industry,fiscal_year,fiscal_year_end,unit,total_assets,total_liabilities,equity,registered_capital,accumulated_loss,current_assets,current_liabilities,revenue_period_adjusted,gross_profit_period_adjusted,operating_profit_period_adjusted,net_income_period_adjusted,operating_cash_flow_period_adjusted,financial_expense_period_adjusted,leverage_ratio,current_ratio,roa_period_adjusted,roe_period_adjusted,equity_ratio,ocf_to_assets_period_adjusted,financial_expense_to_assets_period_adjusted,profit_margin_period_adjusted,operating_margin_period_adjusted,gross_margin_period_adjusted,net_margin_period_adjusted,financial_expense_to_revenue_period_adjusted,asset_turnover_period_adjusted,revenue_growth_period_adjusted,net_income_growth_period_adjusted,sales_growth_period_adjusted,accumulated_loss_to_capital_ratio,debt_to_equity,loss_dummy,equity_negative_dummy,distressed_target_reviewed,usable_for_model_flag,target_status_reviewed,distressed_flag_source_reviewed,data_quality_flag,audit_status_clean,statement_scope_status,non_12_month_period_flag,exclusion_flag,manual_review_required_clean,source_file,source_url,ocf_resolution_status,gross_profit_resolution_status
همراه|1395,همراه,ارتباطات سیار ایران,مخابرات,1395,1395/12/30,میلیون ریال,155144993.0,119011654.0,36133339.0,4000000.0,0.0,43749342.0,76332440.0,94005442.0,28662102.0,30167561.0,28686351.0,54370969.0,-473685.0,0.7670995479692986,0.5731421922317693,0.1849002693886486,0.7939025784470126,0.2329004520307014,0.35045261821630297,-0.003053176198860636,0.30515628020769264,0.32091292119024345,0.3048983270564272,0.30515628020769264,-0.005038910406910273,0.6059199216309868,0.06724497248012704,0.13070245695965138,0.06724497248012704,0.0,3.29367994471809,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audited_indicated,separate_or_parent_only_indicated,0,0,0,همراه_۱۳۹۵_۱۲_۳۰_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
همراه|1396,همراه,ارتباطات سیار ایران,مخابرات,1396,1396/12/29,میلیون ریال,191742203.0,146516968.0,45225235.0,4000000.0,0.0,52981355.0,106038115.0,116050397.0,38742354.0,33491156.0,31491896.0,44461286.0,0.0,0.7641352071040928,0.4996444438869929,0.1642408166135444,0.6963346016886369,0.2358647928959072,0.23188054222992316,0.0,0.271363966122408,0.2885914815095376,0.33384077091955144,0.271363966122408,0.0,0.6052418047997498,0.2345072214010759,0.09780069274059988,0.2345072214010759,0.0,3.239717118108949,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audited_indicated,separate_or_parent_only_indicated,0,0,0,همراه_۱۳۹۶_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
همراه|1397,همراه,ارتباطات سیار ایران,مخابرات,1397,1397/12/29,میلیون ریال,226262671.0,177341880.0,48920791.0,9600000.0,0.0,47172231.0,136611597.0,140401789.0,40979247.0,35075973.0,34223556.0,41580873.0,0.0,0.7837876182412785,0.3453018047948008,0.15125586491463278,0.699570781674401,0.2162123817587215,0.18377257201211064,0.0,0.24375441540848172,0.2498256842012177,0.29187125956065985,0.24375441540848172,0.0,0.6205256411916042,0.2098346290017431,0.08674168109789261,0.2098346290017431,0.0,3.625082022896972,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,missing_auditor_opinion; html_xlsx_source,audit_status_unknown,separate_or_parent_only_indicated,0,0,0,همراه_۱۳۹۷_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
همراه|1398,همراه,ارتباطات سیار ایران,مخابرات,1398,1398/12/29,میلیون ریال,283935704.0,226561328.0,57374376.0,19200000.0,0.0,56990148.0,184230967.0,173122236.0,49262948.0,40818322.0,36053585.0,92544104.0,-3448007.0,0.7979318021942038,0.3093407635427545,0.12697799005932695,0.6283917580210371,0.2020681978057962,0.3259333105920346,-0.012143618965228833,0.20825507937640084,0.23577746535112912,0.28455586721973714,0.20825507937640084,-0.01991660389598942,0.6097233759654264,0.2330486472647439,0.05347278932674325,0.2330486472647439,0.0,3.948824262594159,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,missing_auditor_opinion; html_xlsx_source,audited_indicated,separate_or_parent_only_indicated,0,0,0,همراه_۱۳۹۸_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
همراه|1399,همراه,ارتباطات سیار ایران,مخابرات,1399,1399/12/30,میلیون ریال,391360541.0,320686417.0,70674124.0,19200000.0,0.0,76413631.0,277973272.0,234333265.0,59631545.0,45635546.0,43347748.0,104304396.0,-4510670.0,0.8194142827495734,0.2748956057904733,0.11076167231688286,0.6133468028553137,0.1805857172504266,0.2665174054938768,-0.011525612644735178,0.18498333132515352,0.19474634128449497,0.2544732392133912,0.18498333132515352,-0.019248952981558123,0.5987656916081379,0.3535711553540702,0.2023144993764143,0.3535711553540702,0.0,4.537536496384448,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,user_confirmed_correct_source,user_confirmed_correct_source,user_confirmed_correct_source,0,0,0,a5da806c-5862-4197-a004-fded0f9f3143(1).xls,,observed_or_verified,observed_or_verified
همراه|1400,همراه,ارتباطات سیار ایران,مخابرات,1400,1400/12/29,میلیون ریال,526570725.0,418832342.0,107738383.0,47200000.0,0.0,85564423.0,374946983.0,298137687.0,84048176.0,65839919.0,49051605.0,124943070.0,-9203015.0,0.7953961777878935,0.2282040578520937,0.09315292831746391,0.4552843994326516,0.2046038222121065,0.2372769014076884,-0.017477262907086222,0.16452668394116843,0.22083729052342183,0.2819106059543556,0.16452668394116843,-0.030868338359383594,0.5661873568835412,0.27228068537345734,0.1315836984195811,0.27228068537345734,0.0,3.887494227567904,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,missing_auditor_opinion; html_xlsx_source,audited_indicated,separate_or_parent_only_indicated,0,0,0,همراه_۱۴۰۰_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
همراه|1401,همراه,ارتباطات سیار ایران,مخابرات,1401,1401/12/29,میلیون ریال,699153683.0,569234255.0,129919428.0,75200000.0,0.0,134804074.0,523975430.0,393046101.0,105273305.0,83099307.0,50427661.0,125488367.0,-11960116.0,0.8141761515972734,0.2572717465015488,0.07212671866880518,0.38814565131860035,0.1858238484027266,0.1794860987666427,-0.01710656224920437,0.1282996088033958,0.21142381717711023,0.2678395860744081,0.1282996088033958,-0.03042929562097348,0.5621741121543945,0.3183375270500438,0.02805323087797025,0.3183375270500438,0.0,4.38144058793116,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,user_confirmed_correct_source,user_confirmed_correct_source,user_confirmed_correct_source,0,0,0,ca09e677-9938-459d-8c6b-dc0534226c24(1).xls,,observed_or_verified,observed_or_verified
همراه|1402,همراه,ارتباطات سیار ایران,مخابرات,1402,1402/12/29,میلیون ریال,887332247.0,732730276.0,154601971.0,89200000.0,0.0,139765332.0,523534685.0,514208122.0,135095618.0,104570976.0,61395737.0,150372688.0,-22828708.0,0.8257676631017333,0.2669647990944478,0.0691913735892887,0.397121308369348,0.1742323368982667,0.16946604669040052,-0.025727350805949015,0.11939861385542254,0.20336313552044594,0.26272556231618605,0.11939861385542254,-0.044395852619379665,0.5794989686653415,0.30826414685640147,0.21750118451855222,0.30826414685640147,0.0,4.739462707108696,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,user_confirmed_correct_source,user_confirmed_correct_source,user_confirmed_correct_source,0,0,0,ca09e677-9938-459d-8c6b-dc0534226c24(1).xls,,observed_or_verified,observed_or_verified
حپترو|1394,حپترو,حمل و نقل پتروشیمی,حمل و نقل,1394,1394/12/29,میلیون ریال,604605.0,354090.0,250515.0,200000.0,0.0,426142.0,335882.0,554908.0,87582.0,35839.0,32432.0,37172.0,-2817.0,0.5856550971295309,1.26872532615621,0.05364163379396465,0.12946130970201386,0.4143449028704692,0.06148146310401006,-0.004659240330463691,0.05844572433628638,0.06458548083646298,0.15783156847621588,0.05844572433628638,-0.00507651718843484,0.9178025322317876,0.3432516436379833,0.5197038564265967,0.3432516436379833,0.0,1.413448296509191,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audited_indicated,separate_or_parent_only_indicated,0,1,1,حپترو_۱۳۹۴_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۴_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
حپترو|1395,حپترو,حمل و نقل پتروشیمی,حمل و نقل,1395,1395/12/30,میلیون ریال,850590.0,576829.0,273761.0,200000.0,0.0,465040.0,422643.0,577926.0,10901.0,-41326.0,49981.0,13199.0,-7724.0,0.6781516359233003,1.100313976571243,0.058760389847047345,0.18257165922099933,0.3218483640766997,0.015517464348275903,-0.009080755710741956,0.08648339060710195,-0.07150742482601578,0.018862276485224753,0.08648339060710195,-0.013365032893484632,0.6794413289598984,0.04148074996215589,0.5411013813517513,0.04148074996215589,0.0,2.107053232564171,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audited_indicated,separate_or_parent_only_indicated,0,1,1,حپترو_۱۳۹۵_۱۲_۳۰_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
حپترو|1396,حپترو,حمل و نقل پتروشیمی,حمل و نقل,1396,1396/12/29,میلیون ریال,791607.0,518331.0,273276.0,200000.0,0.0,458203.0,384091.0,618570.0,17561.0,-48772.0,23362.0,10567.0,-15421.0,0.654783244716128,1.192954273856976,0.02951211901865446,0.08548866347575346,0.3452167552838719,0.013348795551327869,-0.01948062611876853,0.03776775465994148,-0.07884637146968007,0.028389672955364792,0.03776775465994148,-0.024930080669932263,0.7814104726208838,0.0703273429470209,-0.5325823813048959,0.0703273429470209,0.0,1.896730777675317,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audited_indicated,separate_or_parent_only_indicated,0,1,1,حپترو_۱۳۹۶_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
حپترو|1397,حپترو,حمل و نقل پتروشیمی,حمل و نقل,1397,1397/12/29,میلیون ریال,901237.0,585688.0,315549.0,200000.0,0.0,542592.0,500768.0,678783.0,9043.0,-75261.0,33127.0,27090.0,-15591.0,0.6498712325392766,1.083519713719727,0.03675725697014215,0.1049821105438458,0.3501287674607234,0.030058686006011737,-0.017299556054622703,0.04880352041816015,-0.11087637728110457,0.013322372540266919,0.04880352041816015,-0.02296904901861125,0.7531681455599359,0.09734225714147146,0.41798647376080816,0.09734225714147146,0.0,1.856092080786185,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,missing_auditor_opinion; html_xlsx_source,audit_status_unknown,separate_or_parent_only_indicated,0,0,0,حپترو_۱۳۹۷_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
حپترو|1398,حپترو,حمل و نقل پتروشیمی,حمل و نقل,1398,1398/12/29,میلیون ریال,1165299.0,831562.0,333737.0,200000.0,0.0,685401.0,750601.0,799581.0,-8348.0,-16309.0,4596.0,182946.0,-7574.0,0.7136039763185242,0.9131362734661957,0.003944052127393913,0.013771322927934272,0.2863960236814758,0.1569949000213679,-0.00649961941098379,0.005748010520510117,-0.020396932893603024,-0.010440468195217245,0.005748010520510117,-0.009472461201554315,0.6861595178576485,0.17796261839203398,-0.8612612068705285,0.17796261839203398,0.0,2.491668589338311,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,missing_auditor_opinion; html_xlsx_source,audited_indicated,separate_or_parent_only_indicated,0,0,0,حپترو_۱۳۹۸_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
حپترو|1399,حپترو,حمل و نقل پتروشیمی,حمل و نقل,1399,1399/12/30,میلیون ریال,1395103.0,1124964.0,270139.0,200000.0,0.0,817563.0,1051940.0,781464.0,32085.0,109990.0,73062.0,251627.0,-5413.0,0.8063662682970362,0.7771954674220963,0.05237032677873964,0.2704607627924883,0.1936337317029639,0.18036446054520705,-0.0038800002580454632,0.09349375019194742,0.14074864613085183,0.04105755351494119,0.09349375019194742,-0.0069267426266597055,0.5601478887221947,-0.022658117188877676,14.89686684073107,-0.022658117188877676,0.0,4.164389443952928,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,missing_auditor_opinion; html_xlsx_source,audited_indicated,separate_or_parent_only_indicated,0,0,0,حپترو_۱۳۹۹_۱۲_۳۰_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
حپترو|1400,حپترو,حمل و نقل پتروشیمی,حمل و نقل,1400,1400/12/29,میلیون ریال,1362621.0,1082594.0,280027.0,200000.0,0.0,704734.0,1008611.0,1037194.0,168631.0,19126.0,62688.0,109061.0,-4088.0,0.7944938467849828,0.6987173449426984,0.046005455662286136,0.2238641273877162,0.2055061532150172,0.08003766271032077,-0.00300010054152989,0.060439994832210756,0.01844013752489891,0.1625838560577867,0.060439994832210756,-0.003941403440436408,0.7611757047630999,0.32724476111503537,-0.14198899564753223,0.32724476111503537,0.0,3.866034346687998,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,missing_auditor_opinion; html_xlsx_source,audited_indicated,separate_or_parent_only_indicated,0,0,0,حپترو_۱۴۰۰_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
حپترو|1401,حپترو,حمل و نقل پتروشیمی,حمل و نقل,1401,1401/12/29,میلیون ریال,1881110.0,1036902.0,844208.0,200000.0,0.0,806568.0,973166.0,1719480.0,454702.0,285451.0,591164.0,49588.0,-2270.0,0.551218163743747,0.8288082403207675,0.3142633870427567,0.7002587040160718,0.448781836256253,0.026361031518624643,-0.001206734321756835,0.3438039407262661,0.16601007281271082,0.2644415753599926,0.3438039407262661,-0.0013201665619838555,0.9140773266847766,0.6578190772410947,8.430257784583972,0.6578190772410947,0.0,1.228254174326706,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,missing_auditor_opinion; html_xlsx_source,audited_indicated,separate_or_parent_only_indicated,0,0,0,حپترو_۱۴۰۱_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
حپترو|1402,حپترو,حمل و نقل پتروشیمی,حمل و نقل,1402,1402/12/29,میلیون ریال,2130018.0,1386724.0,743294.0,598000.0,0.0,1078359.0,1300536.0,2321970.0,535163.0,258402.0,124480.0,317941.0,-340900.0,0.6510386297205,0.8291650519478123,0.05844082068790029,0.16747074508875356,0.3489613702795,0.14926681370767758,-0.16004559585881434,0.053609650426146765,0.11128567552552358,0.23047799928508983,0.053609650426146765,-0.14681498899641252,1.0901175483024088,0.35039081582804105,-0.7894323740958515,0.35039081582804105,0.0,1.865646702381561,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,source_replaced_hpetro_uploaded; user_confirmed_correct_source,user_confirmed_audited,separate_company_user_confirmed,0,0,0,20dfc08b-c2ef-468e-b9a8-2c3a4439a701.xls,,observed_or_verified,observed_or_verified
های وب|1392,های وب,داده گستر عصر نوین,,1392,1392/12/29,میلیون ریال,1092409.0,586944.0,505465.0,500000.0,0.0,456095.0,129648.0,204856.0,38340.0,7733.0,8200.0,-3434.0,-1865.0,0.5372932665329561,3.517948599284216,0.007506346066354268,0.01622268604156569,0.4627067334670439,-0.003143511267300068,-0.00170723602606716,0.04002811731167259,0.037748467215995625,0.18715585582067404,0.04002811731167259,-0.009103955949545047,0.18752683289866706,,,,0.0,1.161196126339114,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,comparative_column_from_1393_report,audited_indicated,separate_or_parent_only_indicated,0,1,1,هاي وب_۱۳۹۳_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۳_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
های وب|1393,های وب,داده گستر عصر نوین,,1393,1393/12/29,میلیون ریال,1614342.0,1041758.0,572584.0,500000.0,0.0,621957.0,601171.0,492998.0,173016.0,92581.0,67119.0,426644.0,-4247.0,0.6453143138195004,1.034575852793964,0.041576691927732785,0.1172212286756179,0.3546856861804996,0.26428352852121795,-0.0026307932272096,0.1361445685378034,0.18779183688371962,0.3509466569844097,0.1361445685378034,-0.008614639410301867,0.3053863431664418,1.4065587534658492,7.185243902439025,1.4065587534658492,0.0,1.819397677895296,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audited_indicated,separate_or_parent_only_indicated,0,1,1,هاي وب_۱۳۹۳_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۳_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
های وب|1394,های وب,داده گستر عصر نوین,,1394,1394/12/29,میلیون ریال,3812081.0,2943813.0,868268.0,500000.0,0.0,1595221.0,1094924.0,2071551.0,785306.0,506466.0,307225.0,1080011.0,-104347.0,0.7722325417534412,1.456923950886089,0.0805924638012676,0.35383660344501927,0.2277674582465588,0.28331271030180105,-0.027372713224089414,0.14830675180094527,0.24448637759823436,0.37909083580370456,0.14830675180094527,-0.05037143666750179,0.5434173618031726,3.201946052519483,3.5773178980616516,3.201946052519483,0.0,3.390442812587819,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audited_indicated,separate_or_parent_only_indicated,0,1,1,هاي وب_۱۳۹۴_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
های وب|1395,های وب,داده گستر عصر نوین,,1395,1395/12/30,میلیون ریال,6999241.0,4015784.0,2983457.0,2000000.0,0.0,2675474.0,2608486.0,3030184.0,1450318.0,1113605.0,654096.0,1170426.0,-313586.0,0.5737456389914278,1.025680797213403,0.09345241862653393,0.219240967776643,0.4262543610085722,0.16722184591157813,-0.04480285790987908,0.215860158987045,0.3675040855604808,0.4786237403405206,0.215860158987045,-0.10348744498683908,0.43293037059304,0.46276099405710985,1.129045487834649,0.46276099405710985,0.0,1.346017053371307,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audited_indicated,separate_or_parent_only_indicated,0,1,1,هاي وب_۱۳۹۵_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
های وب|1396,های وب,داده گستر عصر نوین,,1396,1396/12/29,میلیون ریال,11393140.0,5861866.0,5531274.0,4000000.0,0.0,3254518.0,3744740.0,3556016.0,2566484.0,2159655.0,1470369.0,862091.0,-414457.0,0.5145083796038669,0.869090510956702,0.12905739769721078,0.2658282703044543,0.4854916203961331,0.07566755082444349,-0.03637776767423204,0.4134877345883708,0.6073243202505275,0.7217301609441578,0.4134877345883708,-0.11655093790354148,0.31211904707569643,0.17353137631246154,1.2479406692595583,0.17353137631246154,0.0,1.05976778586633,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,separate_section_extracted_from_consolidated_file,audited_indicated,separate_or_parent_only_indicated,0,1,1,هاي وب_۱۳۹۶_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده)(اصلاحیه).xlsx,,observed_or_verified,observed_or_verified
های وب|1397,های وب,داده گستر عصر نوین,,1397,1397/12/29,میلیون ریال,13399496.0,7596546.0,5802950.0,4000000.0,0.0,2033481.0,4255087.0,2777090.0,1426851.0,1088743.0,636608.0,2048550.0,-342913.0,0.566927741162802,0.4778941065129808,0.04750984663900792,0.10970420217303269,0.4330722588371981,0.15288261588346308,-0.02559148493346317,0.22923563874415306,0.3920445502306371,0.5137935752892416,0.22923563874415306,-0.12347925346315748,0.20725331758746746,-0.21904457122802598,-0.5670420146235401,-0.21904457122802598,0.0,1.309083483400684,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,separate_section_extracted_from_consolidated_file;auditor_opinion_missing,audit_status_unknown,separate_or_parent_only_indicated,0,1,1,هاي وب_۱۳۹۷_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
های وب|1398,های وب,داده گستر عصر نوین,,1398,1398/12/29,میلیون ریال,16707222.0,8944458.0,7762764.0,4000000.0,0.0,4138141.0,8451599.0,6257090.0,3023534.0,2400071.0,2039815.0,2567908.0,-29354.0,0.535364766207093,0.4896281756860447,0.12209181155311158,0.26276916314858983,0.4646352337929071,0.1537004775539584,-0.0017569647425526517,0.32600058493644807,0.3835762311234136,0.48321727831947436,0.32600058493644807,-0.004691318168669461,0.3745140873808943,1.2531102701028776,2.2041931612546497,1.2531102701028776,0.0,1.152225933958575,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,separate_section_extracted_from_consolidated_file;auditor_opinion_missing;audit_status_in_table_needs_verification,audited_indicated,separate_or_parent_only_indicated,0,1,1,هاي وب_۱۳۹۸_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
های وب|1399,های وب,داده گستر عصر نوین,,1399,1399/12/30,میلیون ریال,35194311.0,18092755.0,17101556.0,8340000.0,0.0,11177176.0,17759900.0,16836729.0,9856351.0,8484888.0,7237444.0,6371038.0,-186081.0,0.5140818071420691,0.6293490391274725,0.20564244033645096,0.42320383010762297,0.4859181928579309,0.18102465480855698,-0.0052872465666397046,0.42986045567402076,0.503951094063461,0.5854077119136384,0.42986045567402076,-0.011052087373978638,0.4783934824011756,1.6908241690626153,2.5480884295879775,1.6908241690626153,0.0,1.057959579818351,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,separate_section_extracted_from_consolidated_file;auditor_opinion_missing,audited_indicated,separate_or_parent_only_indicated,0,1,1,هاي وب_۱۳۹۹_۱۲_۳۰_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
های وب|1400,های وب,داده گستر عصر نوین,,1400,1400/12/29,میلیون ریال,54265119.0,20881014.0,33384105.0,8340000.0,0.0,21904010.0,20613589.0,26116625.0,19842946.0,17871329.0,17606856.0,6252218.0,-133205.0,0.3847962445268018,1.062600501057822,0.3244599168758849,0.5274023670845751,0.6152037554731982,0.11521614833278077,-0.0024547075995539603,0.6741627603107216,0.6842893750628192,0.7597821694035887,0.6741627603107216,-0.005100391034446449,0.48127831434406326,0.5511697670016545,1.432745040928814,0.5511697670016545,0.0,0.6254777236052906,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,user_confirmed_correct_source,user_confirmed_correct_source,user_confirmed_correct_source,0,0,0,3830dec6-1b4f-4a68-b1cf-7224d1d199f0.xls,,observed_or_verified,observed_or_verified
های وب|1401,های وب,داده گستر عصر نوین,,1401,1401/12/29,میلیون ریال,95301051.0,28781233.0,66519818.0,30000000.0,0.0,54560701.0,27078900.0,47051612.0,32031734.0,29836336.0,34903792.0,15972952.0,-109985.0,0.3020033115899215,2.014878780157244,0.3662477132597415,0.5247126803624147,0.6979966884100784,0.16760520301082513,-0.0011540796124063731,0.7418192600925129,0.6341193156145214,0.6807786734278094,0.7418192600925129,-0.0023375394662355034,0.4937155624862941,0.8015961863372468,0.9823977659611688,0.8015961863372468,0.0,0.4326715536112862,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,user_confirmed_correct_source,user_confirmed_correct_source,user_confirmed_correct_source,0,0,0,6165cc07-6102-4093-a18e-93730ad445ff.xls,,observed_or_verified,observed_or_verified
های وب|1402,های وب,داده گستر عصر نوین,,1402,1402/12/29,میلیون ریال,121287391.0,45236195.0,76051196.0,60000000.0,0.0,54833511.0,37910261.0,25849383.0,14110711.0,11356241.0,13041378.0,10207377.0,-169454.0,0.3729670052841684,1.446402888125724,0.10752459833190739,0.17148156355095323,0.6270329947158316,0.08415859980037002,-0.0013971279174436195,0.504514092270597,0.4393234840460215,0.5458819268529543,0.504514092270597,-0.006555436932479201,0.21312506425338146,-0.4506164209634305,-0.6263621442621478,-0.4506164209634305,0.0,0.5948124076838975,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,user_confirmed_correct_source,user_confirmed_correct_source,user_confirmed_correct_source,0,0,0,6165cc07-6102-4093-a18e-93730ad445ff.xls,,observed_or_verified,observed_or_verified
جم|1393,جم,شرکت پتروشیمی جم,محصولات شیمیایی,1393,1393/12/29,میلیون ریال,42073258.0,14727935.0,27345323.0,4800000.0,0.0,23610224.0,14268761.0,46565869.0,17268222.0,14758833.0,15350142.0,18518810.0,-1052859.0,0.3500545405825239,1.654679337610322,0.36484319802378984,0.5613443293392438,0.6499454594174761,0.44015631021491136,-0.02502442287687823,0.3296436280400995,0.3169452931287506,0.37083431214394386,0.3296436280400995,-0.02261010097331159,1.1067806776456437,,,,0.0,0.5385906394303699,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,,audit_status_unknown,separate_or_parent_only_indicated,0,1,1,جم_۱۳۹۳_۱۲_۲۹_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
جم|1394,جم,شرکت پتروشیمی جم,محصولات شیمیایی,1394,1394/12/29,میلیون ریال,46062538.0,19855426.0,26207112.0,9600000.0,0.0,23716966.0,19320063.0,45465423.0,17503076.0,13226766.0,14481696.0,15249868.0,-279663.0,0.431053668818683,1.227582228898529,0.3143920554269068,0.55258648873634,0.568946331181317,0.33106877436931503,-0.006071376266761506,0.3185210879925169,0.29091923328196023,0.38497554504221815,0.3185210879925169,-0.006151114001512754,0.9870368627972692,-0.023632029716872675,-0.056575763273069395,-0.023632029716872675,0.0,0.7576350267057278,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,,audit_status_unknown,separate_or_parent_only_indicated,0,1,1,جم_۱۳۹۴_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۴_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified
