ticker,fiscal_year_t,target_year,temporal_folds,target,predictor_year_t,cpi_observation_year,fx_observation_year_numerator,fx_observation_year_denominator,intl_cpi_inflation_lag1_wdi,intl_fx_change_official_lag1_wdi,fx_zero_change
سقاین,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
سقاین,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
سقاین,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
سقاین,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
سمازن,1392,1393,"fold1_train,fold2_train",0,2013,2012,2012,2011,27.256812724291,13.703843265919,False
سمازن,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
سنیر,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
سنیر,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
سهگمت,1392,1393,"fold1_train,fold2_train",0,2013,2012,2012,2011,27.256812724291,13.703843265919,False
سهگمت,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
سهگمت,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
سهگمت,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
سهگمت,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
سهگمت,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
سهگمت,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
سپاها,1392,1393,"fold1_train,fold2_train",0,2013,2012,2012,2011,27.256812724291,13.703843265919,False
سپاها,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
سپاها,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
سپاها,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
سپاها,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
سپاها,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
سپاها,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
سکرد,1392,1393,"fold1_train,fold2_train",1,2013,2012,2012,2011,27.256812724291,13.703843265919,False
سکرد,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
سکرد,1394,1395,"fold1_train,fold2_train",1,2015,2014,2014,2013,16.606553235745,34.271475600933,False
سکرد,1395,1396,"fold1_validation,fold2_train",1,2016,2015,2015,2014,12.484681561153,11.184167544081,False
سکرد,1396,1397,"fold1_validation,fold2_train",1,2017,2016,2016,2015,7.24542548953,6.354472391228,False
سکرد,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
سکرد,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
سیلام,1392,1393,"fold1_train,fold2_train",0,2013,2012,2012,2011,27.256812724291,13.703843265919,False
سیلام,1396,1397,"fold1_validation,fold2_train",1,2017,2016,2016,2015,7.24542548953,6.354472391228,False
سیلام,1397,1398,fold2_validation,1,2018,2017,2017,2016,8.044924376603,7.210494559912,False
سیلام,1398,1399,fold2_validation,1,2019,2018,2018,2017,18.014118337187,20.691585576232,False
شاراک,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
شاراک,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
شاراک,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
شاراک,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
شاراک,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
شاراک,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
شبریز,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
شبریز,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
شبریز,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
شبندر,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
شبندر,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
شبندر,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
شبندر,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
شبندر,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
شدوص,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
شدوص,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
شدوص,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
شدوص,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
شفارس,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
شفارس,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
شفارس,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
شفارس,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
شفارس,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
شفارس,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
شلعاب,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
شلعاب,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
شلعاب,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
شلعاب,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
شلعاب,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
شلعاب,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
شپارس,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
شپارس,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
شپارس,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
شپارس,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
شپنا,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
شپنا,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
شپنا,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
شپنا,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
شپنا,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
شکربن,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
شکربن,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
شکربن,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
شکربن,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
شکربن,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
شکربن,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
شکلر,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
شکلر,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
شکلر,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
شکلر,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
شکلر,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
شیران,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
شیران,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
شیران,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
شیران,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
شیران,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
شیران,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
غبهنوش,1392,1393,"fold1_train,fold2_train",1,2013,2012,2012,2011,27.256812724291,13.703843265919,False
غبهنوش,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
غبهنوش,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
غبهنوش,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
غبهنوش,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
غدام,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
غدام,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
غسالم,1392,1393,"fold1_train,fold2_train",0,2013,2012,2012,2011,27.256812724291,13.703843265919,False
غسالم,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
غسالم,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
غسالم,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
غشان,1392,1393,"fold1_train,fold2_train",0,2013,2012,2012,2011,27.256812724291,13.703843265919,False
غشان,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
غشان,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
غشان,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
غشان,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
غشان,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
غشان,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
غشهد,1392,1393,"fold1_train,fold2_train",0,2013,2012,2012,2011,27.256812724291,13.703843265919,False
غشهد,1393,1394,"fold1_train,fold2_train",1,2014,2013,2013,2012,36.603035519103,41.370596008709,False
غشهد,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
غشهد,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
غشهد,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
غنوش,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
غگل,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
غگل,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
غگل,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
غگل,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فاذر,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
فاذر,1398,1399,fold2_validation,1,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فایرا,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فایرا,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فباهنر,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
فباهنر,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
فباهنر,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
فباهنر,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
فباهنر,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فباهنر,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فجام,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
فجام,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
فجام,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
فجام,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فجام,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فجر,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
فجر,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فجر,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فخوز,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
فخوز,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
فخوز,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
فخوز,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فخوز,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فرآور,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
فرآور,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
فرآور,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
فرآور,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
فرآور,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فرآور,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فسرب,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
فسرب,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
فسرب,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
فسرب,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
فسرب,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فسرب,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فسپا,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
فسپا,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فسپا,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فمراد,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
فمراد,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
فمراد,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
فمراد,1397,1398,fold2_validation,1,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فمراد,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فملی,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
فملی,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
فملی,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
فملی,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
فملی,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فملی,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فنورد,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فنورد,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فولاژ,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
فولاژ,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
فولاژ,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
فولاژ,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فولاژ,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
فپنتا,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
فپنتا,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
فپنتا,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
فپنتا,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
فپنتا,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
لابسا,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
لابسا,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
لابسا,1395,1396,"fold1_validation,fold2_train",1,2016,2015,2015,2014,12.484681561153,11.184167544081,False
لابسا,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
لابسا,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
لابسا,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
لبوتان,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
لبوتان,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
لبوتان,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
لبوتان,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
لبوتان,1397,1398,fold2_validation,1,2018,2017,2017,2016,8.044924376603,7.210494559912,False
لبوتان,1398,1399,fold2_validation,1,2019,2018,2018,2017,18.014118337187,20.691585576232,False
لخزر,1393,1394,"fold1_train,fold2_train",1,2014,2013,2013,2012,36.603035519103,41.370596008709,False
لخزر,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
لخزر,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
لخزر,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
لخزر,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
لخزر,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
لسرما,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
لسرما,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
لسرما,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
لسرما,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
نوری,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
همراه,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
همراه,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
همراه,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
همراه,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
همراه,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
پارس,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
پارس,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
پدرخش,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
پدرخش,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
پدرخش,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
پدرخش,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
پدرخش,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
پرداخت,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
پرداخت,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
پرداخت,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
پسهند,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
پسهند,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
پسهند,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
پسهند,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
پسهند,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
پسهند,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
پلاسک,1393,1394,"fold1_train,fold2_train",1,2014,2013,2013,2012,36.603035519103,41.370596008709,False
پلاسک,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
پلاسک,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
پلاسک,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
پلاسک,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
پلاسک,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
چافست,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
چافست,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
چافست,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
چافست,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
چافست,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
چافست,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
چکارن,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
چکارن,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
چکارن,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
چکارن,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
چکارن,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
چکارن,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
کاوه,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
کاوه,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
کبافق,1392,1393,"fold1_train,fold2_train",0,2013,2012,2012,2011,27.256812724291,13.703843265919,False
کبافق,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
کبافق,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
کبافق,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
کبافق,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
کبافق,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
کبافق,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
کرازی,1392,1393,"fold1_train,fold2_train",0,2013,2012,2012,2011,27.256812724291,13.703843265919,False
کرازی,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
کرازی,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
کرازی,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
کرازی,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
کرازی,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
کرازی,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
کفرا,1392,1393,"fold1_train,fold2_train",0,2013,2012,2012,2011,27.256812724291,13.703843265919,False
کفرا,1393,1394,"fold1_train,fold2_train",0,2014,2013,2013,2012,36.603035519103,41.370596008709,False
کفرا,1394,1395,"fold1_train,fold2_train",0,2015,2014,2014,2013,16.606553235745,34.271475600933,False
کفرا,1395,1396,"fold1_validation,fold2_train",0,2016,2015,2015,2014,12.484681561153,11.184167544081,False
کفرا,1396,1397,"fold1_validation,fold2_train",0,2017,2016,2016,2015,7.24542548953,6.354472391228,False
کفرا,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
کفرا,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
کفپارس,1395,1396,"fold1_validation,fold2_train",1,2016,2015,2015,2014,12.484681561153,11.184167544081,False
کفپارس,1397,1398,fold2_validation,0,2018,2017,2017,2016,8.044924376603,7.210494559912,False
کفپارس,1398,1399,fold2_validation,0,2019,2018,2018,2017,18.014118337187,20.691585576232,False
کهمدا,1392,1393,"fold1_train,fold2_train",0,2013,2012,2012,2011,27.256812724291,13.703843265919,False
