robustness_category_id,sample,feature_set,model_family,configuration_id,scope,n_rows,n_positive,k_top10,pr_auc,roc_auc,brier_score,recall_at_10pct,lift_at_10pct
smote_training_fold_only_robustness,main_rule_a_primary,M1_PRIMARY_FEATURE_ORDER,regularized_logistic_regression,logistic__C_0.1,fold1_validation,205,25,22,0.47644856089,0.874,0.165543066349,0.44,4.1
smote_training_fold_only_robustness,main_rule_a_primary,M1_PRIMARY_FEATURE_ORDER,regularized_logistic_regression,logistic__C_0.1,fold2_validation,216,10,22,0.452738208187,0.884466019417,0.136615170869,0.5,4.909090909091
smote_training_fold_only_robustness,main_rule_a_primary,M1_PRIMARY_FEATURE_ORDER,regularized_logistic_regression,logistic__C_0.1,pooled_development_oof,421,35,44,0.443220732198,0.880384900074,0.150701200734,0.457142857143,4.374025974026
smote_training_fold_only_robustness,main_rule_a_primary,M1_PRIMARY_FEATURE_ORDER,random_forest,rf__depth_3__maxfeat_'sqrt'__leaf_10,fold1_validation,205,25,22,0.420109860443,0.84,0.157466397338,0.4,3.727272727273
smote_training_fold_only_robustness,main_rule_a_primary,M1_PRIMARY_FEATURE_ORDER,random_forest,rf__depth_3__maxfeat_'sqrt'__leaf_10,fold2_validation,216,10,22,0.343761816548,0.877669902913,0.121056720199,0.4,3.927272727273
smote_training_fold_only_robustness,main_rule_a_primary,M1_PRIMARY_FEATURE_ORDER,random_forest,rf__depth_3__maxfeat_'sqrt'__leaf_10,pooled_development_oof,421,35,44,0.370840785189,0.859807549963,0.138785897903,0.4,3.827272727273
smote_training_fold_only_robustness,main_rule_a_primary,M1_PRIMARY_FEATURE_ORDER,xgboost,xgboost__lr_0.03__depth_2__mcw_1__lambda_1,fold1_validation,205,25,22,0.406955224648,0.801111111111,0.13638613562,0.36,3.354545454545
smote_training_fold_only_robustness,main_rule_a_primary,M1_PRIMARY_FEATURE_ORDER,xgboost,xgboost__lr_0.03__depth_2__mcw_1__lambda_1,fold2_validation,216,10,22,0.213360278213,0.850970873786,0.112107363868,0.3,2.945454545455
smote_training_fold_only_robustness,main_rule_a_primary,M1_PRIMARY_FEATURE_ORDER,xgboost,xgboost__lr_0.03__depth_2__mcw_1__lambda_1,pooled_development_oof,421,35,44,0.301969007417,0.824204293116,0.12392956864,0.342857142857,3.280519480519
