robustness_category_id,sample,feature_set,model_family,configuration_id,scope,n_rows,n_positive,k_top10,pr_auc,roc_auc,brier_score,recall_at_10pct,lift_at_10pct
expanded_rule_a_company_scope_robustness,expanded_rule_a_company_scope_robustness,M1_PRIMARY_FEATURE_ORDER,regularized_logistic_regression,logistic__C_0.1,fold1_validation,215,25,22,0.482882859298,0.886736842105,0.164611340418,0.44,4.3
expanded_rule_a_company_scope_robustness,expanded_rule_a_company_scope_robustness,M1_PRIMARY_FEATURE_ORDER,regularized_logistic_regression,logistic__C_0.1,fold2_validation,226,10,24,0.439030534252,0.886111111111,0.134537932505,0.6,5.65
expanded_rule_a_company_scope_robustness,expanded_rule_a_company_scope_robustness,M1_PRIMARY_FEATURE_ORDER,regularized_logistic_regression,logistic__C_0.1,pooled_development_oof,441,35,46,0.442885909854,0.888036593948,0.149199571284,0.485714285714,4.65652173913
expanded_rule_a_company_scope_robustness,expanded_rule_a_company_scope_robustness,M1_PRIMARY_FEATURE_ORDER,random_forest,rf__depth_3__maxfeat_'sqrt'__leaf_10,fold1_validation,215,25,22,0.485108975954,0.846315789474,0.14263049027,0.36,3.518181818182
expanded_rule_a_company_scope_robustness,expanded_rule_a_company_scope_robustness,M1_PRIMARY_FEATURE_ORDER,random_forest,rf__depth_3__maxfeat_'sqrt'__leaf_10,fold2_validation,226,10,24,0.349613806241,0.896296296296,0.1108327154,0.5,4.708333333333
expanded_rule_a_company_scope_robustness,expanded_rule_a_company_scope_robustness,M1_PRIMARY_FEATURE_ORDER,random_forest,rf__depth_3__maxfeat_'sqrt'__leaf_10,pooled_development_oof,441,35,46,0.39070232845,0.869669247009,0.126335031946,0.4,3.834782608696
expanded_rule_a_company_scope_robustness,expanded_rule_a_company_scope_robustness,M1_PRIMARY_FEATURE_ORDER,xgboost,xgboost__lr_0.03__depth_2__mcw_1__lambda_1,fold1_validation,215,25,22,0.45078284734,0.834526315789,0.1067728694,0.4,3.909090909091
expanded_rule_a_company_scope_robustness,expanded_rule_a_company_scope_robustness,M1_PRIMARY_FEATURE_ORDER,xgboost,xgboost__lr_0.03__depth_2__mcw_1__lambda_1,fold2_validation,226,10,24,0.34133480622,0.876388888889,0.092841796739,0.5,4.708333333333
expanded_rule_a_company_scope_robustness,expanded_rule_a_company_scope_robustness,M1_PRIMARY_FEATURE_ORDER,xgboost,xgboost__lr_0.03__depth_2__mcw_1__lambda_1,pooled_development_oof,441,35,46,0.35656070755,0.848135116115,0.099633589533,0.428571428571,4.108695652174
