sample_design,ticker,fiscal_year_t,target_year,predictor_row_key_t,dataset_split,temporal_folds,pair_cutoff_date,required_window_retrieval_start,required_window_end_max_strictly_before_cutoff,equity_return_window,realized_volatility,amihud_illiquidity,missing_price_day_count,zero_traded_value_day_count,usable_daily_return_count,usable_amihud_day_count,m2_value_status
main_rule_a_primary,غبهنوش,1392,1393,غبهنوش|1392,development,fold1_train;fold2_train,2014-07-20,2013-06-19,2014-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,غدام,1392,1393,غدام|1392,development,fold1_train;fold2_train,2014-04-19,2013-03-19,2014-04-18,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,غسالم,1392,1393,غسالم|1392,development,fold1_train;fold2_train,2014-07-20,2013-06-19,2014-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,غشان,1392,1393,غشان|1392,development,fold1_train;fold2_train,2014-07-20,2013-06-19,2014-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,غشهد,1392,1393,غشهد|1392,development,fold1_train;fold2_train,2014-07-20,2013-06-19,2014-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,غنوش,1392,1393,غنوش|1392,development,fold1_train;fold2_train,2014-07-20,2013-06-19,2014-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,غگل,1392,1393,غگل|1392,development,fold1_train;fold2_train,2014-01-20,2012-12-20,2014-01-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,کبافق,1392,1393,کبافق|1392,development,fold1_train;fold2_train,2014-07-20,2013-06-19,2014-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,کرازی,1392,1393,کرازی|1392,development,fold1_train;fold2_train,2014-07-20,2013-06-19,2014-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,کفرا,1392,1393,کفرا|1392,development,fold1_train;fold2_train,2014-07-20,2013-06-19,2014-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,کفپارس,1392,1393,کفپارس|1392,development,fold1_train;fold2_train,2014-04-19,2013-03-19,2014-04-18,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,کهمدا,1392,1393,کهمدا|1392,development,fold1_train;fold2_train,2013-10-22,2012-09-21,2013-10-21,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,کگاز,1392,1393,کگاز|1392,development,fold1_train;fold2_train,2014-07-20,2013-06-19,2014-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,کگل,1392,1393,کگل|1392,development,fold1_train;fold2_train,2014-07-20,2013-06-19,2014-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,بالبر,1393,1394,بالبر|1393,development,fold1_train;fold2_train,2015-01-20,2013-12-20,2015-01-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,بترانس,1393,1394,بترانس|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,بموتو,1393,1394,بموتو|1393,development,fold1_train;fold2_train,2015-01-20,2013-12-20,2015-01-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,بکاب,1393,1394,بکاب|1393,development,fold1_train;fold2_train,2015-01-20,2013-12-20,2015-01-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,بکام,1393,1394,بکام|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,تپمپی,1393,1394,تپمپی|1393,development,fold1_train;fold2_train,2014-10-22,2013-09-21,2014-10-21,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,تکمبا,1393,1394,تکمبا|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,ثشرق,1393,1394,ثشرق|1393,development,fold1_train;fold2_train,2015-01-20,2013-12-20,2015-01-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,ثنوسا,1393,1394,ثنوسا|1393,development,fold1_train;fold2_train,2015-01-20,2013-12-20,2015-01-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,حپترو,1393,1394,حپترو|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,حکشتی,1393,1394,حکشتی|1393,development,fold1_train;fold2_train,2014-10-22,2013-09-21,2014-10-21,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,خاذین,1393,1394,خاذین|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,خبهمن,1393,1394,خبهمن|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,ختوقا,1393,1394,ختوقا|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,خرینگ,1393,1394,خرینگ|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,خمحور,1393,1394,خمحور|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,خمهر,1393,1394,خمهر|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,خنصیر,1393,1394,خنصیر|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,خوساز,1393,1394,خوساز|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,خچرخش,1393,1394,خچرخش|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,خکمک,1393,1394,خکمک|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,ددام,1393,1394,ددام|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,دروز,1393,1394,دروز|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,دسبحا,1393,1394,دسبحا|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,دسینا,1393,1394,دسینا|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,دشیمی,1393,1394,دشیمی|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,دیران,1393,1394,دیران|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,رانفور,1393,1394,رانفور|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,زمگسا,1393,1394,زمگسا|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,ساراب,1393,1394,ساراب|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,ساربیل,1393,1394,ساربیل|1393,development,fold1_train;fold2_train,2015-04-19,2014-03-19,2015-04-18,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,ساروم,1393,1394,ساروم|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سبجنو,1393,1394,سبجنو|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سبهان,1393,1394,سبهان|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,ستران,1393,1394,ستران|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سخاش,1393,1394,سخاش|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سخزر,1393,1394,سخزر|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سدشت,1393,1394,سدشت|1393,development,fold1_train;fold2_train,2015-01-20,2013-12-20,2015-01-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سدور,1393,1394,سدور|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سرود,1393,1394,سرود|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سشرق,1393,1394,سشرق|1393,development,fold1_train;fold2_train,2015-01-20,2013-12-20,2015-01-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سصفها,1393,1394,سصفها|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سغرب,1393,1394,سغرب|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سقاین,1393,1394,سقاین|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سمازن,1393,1394,سمازن|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سنیر,1393,1394,سنیر|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سهگمت,1393,1394,سهگمت|1393,development,fold1_train;fold2_train,2015-05-20,2014-04-19,2015-05-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سپاها,1393,1394,سپاها|1393,development,fold1_train;fold2_train,2015-01-20,2013-12-20,2015-01-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سکرد,1393,1394,سکرد|1393,development,fold1_train;fold2_train,2015-01-20,2013-12-20,2015-01-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,سیلام,1393,1394,سیلام|1393,development,fold1_train;fold2_train,2015-05-20,2014-04-19,2015-05-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,شاراک,1393,1394,شاراک|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,شبریز,1393,1394,شبریز|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,شبندر,1393,1394,شبندر|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,شدوص,1393,1394,شدوص|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,شفارس,1393,1394,شفارس|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,شلعاب,1393,1394,شلعاب|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,شپارس,1393,1394,شپارس|1393,development,fold1_train;fold2_train,2015-01-20,2013-12-20,2015-01-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,شپنا,1393,1394,شپنا|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,شکربن,1393,1394,شکربن|1393,development,fold1_train;fold2_train,2015-07-20,2014-06-19,2015-07-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,شکلر,1393,1394,شکلر|1393,development,fold1_train;fold2_train,2015-01-20,2013-12-20,2015-01-19,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
main_rule_a_primary,شیران,1393,1394,شیران|1393,development,fold1_train;fold2_train,2015-04-19,2014-03-19,2015-04-18,,,,,,,,UNRESOLVED_NO_OBSERVATION_RETRIEVED
