sample_design,ticker,fiscal_year_t,target_year,temporal_folds,pair_cutoff_date,t_star,t_star_source_range_id,t_star_raw_observation_present,t_star_adjusted_close_present,t_star_qTotCap,t_star_qTotTran5J,t_star_zTotTran,t_star_raw_close,t_star_adjusted_close_status,window_start_calendar_date,t0_trading_date,t0_source_range_id,t0_raw_observation_present,t0_adjusted_close_present,t0_qTotCap,t0_qTotTran5J,t0_zTotTran,t0_raw_close,t0_adjusted_close_status,authorized_range_start,authorized_range_end,first_raw_daily_date,last_raw_daily_date,first_adjusted_price_date,last_adjusted_price_date,window_trading_day_count,missing_price_day_count,zero_traded_value_day_count,usable_daily_return_count,usable_amihud_day_count,equity_return_window_usable,realized_volatility_usable,amihud_illiquidity_usable,primary_root_cause,secondary_root_causes,evidence_status,range_is_partial_source
main_rule_a_primary,خنصیر,1392,1393,fold1_train;fold2_train,2014-07-20,2014-07-16,RNG0020,True,True,548243224.0,102785.0,40.0,5334.0,OK,2013-07-16,2013-07-16,RNG0020,True,True,147200.0,100.0,1.0,1416.0,OK,2013-06-19,2020-07-18,2013-06-19,2020-07-18,2013-06-22,2020-07-18,245,73,73,140,140,True,True,True,,,OBSERVED_FROM_IMMUTABLE_BUNDLE_NO_LIVE_TSETMC_QUERY,False
main_rule_a_primary,خوساز,1392,1393,fold1_train;fold2_train,2014-07-20,2014-07-16,RNG0021,True,True,1279389943.0,602441.0,125.0,2124.0,OK,2013-07-16,2013-07-16,RNG0021,True,False,0.0,0.0,0.0,822.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2020-07-18,2013-06-19,2020-07-18,2013-06-19,2020-07-18,245,32,32,207,207,False,True,True,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION,,OBSERVED_FROM_IMMUTABLE_BUNDLE_NO_LIVE_TSETMC_QUERY,False
main_rule_a_primary,خچرخش,1392,1393,fold1_train;fold2_train,2014-07-20,2014-07-16,RNG0022,True,True,414879216.0,244143.0,55.0,1699.0,OK,2013-07-16,2013-07-16,RNG0022,True,True,104000.0,100.0,1.0,1000.0,OK,2013-06-19,2020-07-18,2013-06-19,2020-07-18,2013-06-23,2020-07-18,245,74,74,139,139,True,True,True,,,OBSERVED_FROM_IMMUTABLE_BUNDLE_NO_LIVE_TSETMC_QUERY,False
main_rule_a_primary,خکمک,1392,1393,fold1_train;fold2_train,2014-07-20,2014-07-16,RNG0023,True,True,1716419679.0,906236.0,121.0,1894.0,OK,2013-07-16,2013-07-16,RNG0023,True,True,1046682.0,923.0,2.0,1180.0,OK,2013-06-19,2020-07-18,2013-06-19,2020-07-18,2013-06-30,2020-07-18,245,17,17,216,216,True,True,True,,,OBSERVED_FROM_IMMUTABLE_BUNDLE_NO_LIVE_TSETMC_QUERY,False
main_rule_a_primary,دروز,1392,1393,fold1_train;fold2_train,2014-07-20,2014-07-16,RNG0025,True,False,0.0,0.0,0.0,6001.0,ADJUSTED_CLOSE_UNRESOLVED,2013-07-16,2013-07-16,RNG0025,True,True,10775000.0,5000.0,1.0,2075.0,OK,2013-06-19,2020-07-18,2013-06-19,2020-07-18,2013-06-19,2020-07-18,245,164,164,54,54,False,False,False,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION,G_FEWER_THAN_126_VALID_RETURNS_ONLY,OBSERVED_FROM_IMMUTABLE_BUNDLE_NO_LIVE_TSETMC_QUERY,False
main_rule_a_primary,دسبحا,1392,1393,fold1_train;fold2_train,2014-07-20,2014-07-16,RNG0026,True,True,892447891.0,129400.0,51.0,6713.0,OK,2013-07-16,2013-07-16,RNG0026,True,False,0.0,0.0,0.0,5434.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2020-07-18,2013-06-19,2020-07-18,2013-06-19,2020-07-18,245,11,11,231,231,False,True,True,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION,,OBSERVED_FROM_IMMUTABLE_BUNDLE_NO_LIVE_TSETMC_QUERY,False
main_rule_a_primary,دیران,1392,1393,fold1_train;fold2_train,2014-07-20,2014-07-16,RNG0029,True,True,944302780.0,148003.0,45.0,6380.0,OK,2013-07-16,2013-07-16,RNG0029,True,False,0.0,0.0,0.0,7599.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2020-04-17,2013-06-19,2020-04-15,2013-06-19,2020-04-15,245,27,27,213,213,False,True,True,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION,,OBSERVED_FROM_IMMUTABLE_BUNDLE_NO_LIVE_TSETMC_QUERY,False
main_rule_a_primary,رانفور,1392,1393,fold1_train;fold2_train,2014-07-20,2014-07-16,RNG0030,True,True,244703025.0,22923.0,13.0,10272.0,OK,2013-07-16,2013-07-16,RNG0030,True,True,371971488.0,25801.0,34.0,14822.0,OK,2013-06-19,2020-07-18,2013-06-19,2020-07-18,2013-06-19,2020-07-18,245,6,6,235,235,True,True,True,,,OBSERVED_FROM_IMMUTABLE_BUNDLE_NO_LIVE_TSETMC_QUERY,False
main_rule_a_primary,زمگسا,1392,1393,fold1_train;fold2_train,2014-07-20,2014-07-16,RNG0032,True,True,65490352.0,2305.0,18.0,28658.0,OK,2013-07-16,2013-07-16,RNG0032,True,True,3132457249.0,121379.0,116.0,25807.0,OK,2013-06-19,2020-07-18,2013-06-19,2020-07-18,2013-06-19,2020-07-18,245,12,12,229,229,True,True,True,,,OBSERVED_FROM_IMMUTABLE_BUNDLE_NO_LIVE_TSETMC_QUERY,False
main_rule_a_primary,ساراب,1392,1393,fold1_train;fold2_train,2014-07-20,2014-07-16,RNG0034,True,True,956296673.0,319853.0,143.0,2987.0,OK,2013-07-16,2013-07-16,RNG0034,True,True,9470270409.0,1565423.0,368.0,6050.0,OK,2013-06-19,2020-07-18,2013-06-19,2020-07-18,2013-06-19,2020-07-18,245,9,9,233,233,True,True,True,,,OBSERVED_FROM_IMMUTABLE_BUNDLE_NO_LIVE_TSETMC_QUERY,False
main_rule_a_primary,سبهان,1392,1393,fold1_train;fold2_train,2014-07-20,2014-07-16,RNG0038,True,True,814012104.0,23315.0,43.0,34912.0,OK,2013-07-16,2013-07-16,RNG0038,True,False,0.0,0.0,0.0,45580.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2020-07-18,2013-06-19,2020-07-18,2013-06-19,2020-07-18,245,12,12,230,230,False,True,True,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION,,OBSERVED_FROM_IMMUTABLE_BUNDLE_NO_LIVE_TSETMC_QUERY,False
