capture_run_id,attempt_id,planned_request_url,http_method,started_at_utc,completed_at_utc,final_url,response_status,content_type,byte_count,redirect_count,payload_sha256,metadata_sha256,success,failure_class,shared_snapshot_key,canonical_evidence_id,network_log_complete
capture_959169c71a6e,att_0001,https://cdn.tsetmc.com/,GET,,2026-07-16T22:32:09Z,https://cdn.tsetmc.com/,200,,824,,a0cdb2a5878bcbb7b772941c5adba5aa0a3aea9f37f3df856dabdc11e02df905,77efb977bf11cda17492ec418aa994fae2b36c1da1dc4cfc615ed7912309d777,True,,src_m2_tsetmc_market,ev_src_m2_tsetmc_market_cand_m2_equity_return_window,False
capture_959169c71a6e,att_0002,https://www.codal.ir/,GET,,2026-07-16T22:32:10Z,https://www.codal.ir/,200,,101734,,38ee39178d478012de4a383d44cda45816e5a277af3701d4a92ebe6041eaba46,543375644b4f361f546e3510792a417b47b8886d52a2af613ebc6dc8465698a2,True,,src_m4_codal_audit,ev_src_m4_codal_audit_cand_m4_audit_opinion_type,False
capture_959169c71a6e,att_0003,https://www.codal.ir/,GET,,2026-07-16T22:32:10Z,https://www.codal.ir/,200,,101722,,585c27c59a709ed5cf8c2704013cdb806baa1f782c29a13f81a5b04af4dc3cdb,3d1d54b267648cc4a6a0871fd155a9e621a2de7a93be496fedd714dd85f35a94,True,,src_m4_codal_governance,ev_src_m4_codal_governance_cand_m4_board_size,False
