unique_request_id,InsCode,ISIN,ticker,endpoint_date,occurrence_count,qTotCap,qTotTran5J,zTotTran,raw_close
UNQ0237,40808043719554948,IRO1FAIR0001,فولاژ,2019-07-20,1,0.0,0.0,0.0,6177.0
UNQ0238,40808043719554948,IRO1FAIR0001,فولاژ,2020-07-18,1,0.0,0.0,0.0,37970.0
UNQ0239,408934423224097,IRO1FRVR0001,فرآور,2015-07-19,2,0.0,0.0,0.0,2447.0
UNQ0240,41284516796232939,IRO1SHGN0001,سهگمت,2015-05-19,1,0.0,0.0,0.0,3403.0
UNQ0241,41284516796232939,IRO1SHGN0001,سهگمت,2019-05-18,1,0.0,0.0,0.0,4020.0
UNQ0242,41284516796232939,IRO1SHGN0001,سهگمت,2019-05-19,1,0.0,0.0,0.0,4020.0
UNQ0243,41302553376174581,IRO1FAJR0001,فجر,2015-07-19,2,0.0,0.0,0.0,11140.0
UNQ0244,41302553376174581,IRO1FAJR0001,فجر,2016-07-18,1,0.0,0.0,0.0,6853.0
UNQ0245,41302553376174581,IRO1FAJR0001,فجر,2016-07-19,1,0.0,0.0,0.0,6853.0
UNQ0246,41302553376174581,IRO1FAJR0001,فجر,2017-07-18,1,0.0,0.0,0.0,11051.0
UNQ0247,41974758296041288,IRO1KHOC0001,سخوز,2015-07-19,1,0.0,0.0,0.0,3400.0
UNQ0248,42075223783409640,IRO1AZIN0001,خاذین,2015-07-19,2,0.0,0.0,0.0,3896.0
UNQ0249,42075223783409640,IRO1AZIN0001,خاذین,2016-07-18,1,0.0,0.0,0.0,971.0
UNQ0250,42075223783409640,IRO1AZIN0001,خاذین,2016-07-19,1,0.0,0.0,0.0,971.0
UNQ0251,42075223783409640,IRO1AZIN0001,خاذین,2019-07-17,1,0.0,0.0,0.0,2603.0
UNQ0252,42075223783409640,IRO1AZIN0001,خاذین,2019-07-20,1,0.0,0.0,0.0,2603.0
UNQ0253,43062880954780884,IRO1PIRN0001,تپمپی,2013-10-21,1,0.0,0.0,0.0,3274.0
UNQ0254,43062880954780884,IRO1PIRN0001,تپمپی,2014-10-21,2,0.0,0.0,0.0,3869.0
UNQ0255,43062880954780884,IRO1PIRN0001,تپمپی,2015-10-19,1,0.0,0.0,0.0,3375.0
UNQ0256,43062880954780884,IRO1PIRN0001,تپمپی,2015-10-21,1,0.0,0.0,0.0,3175.0
UNQ0257,43062880954780884,IRO1PIRN0001,تپمپی,2016-10-19,1,0.0,0.0,0.0,3204.0
UNQ0258,43062880954780884,IRO1PIRN0001,تپمپی,2016-10-22,1,0.0,0.0,0.0,3054.0
UNQ0259,43062880954780884,IRO1PIRN0001,تپمپی,2019-10-21,1,0.0,0.0,0.0,11001.0
UNQ0260,43256212620530446,IRO1BAFG0001,کبافق,2014-07-16,1,0.0,0.0,0.0,20544.0
UNQ0261,43256212620530446,IRO1BAFG0001,کبافق,2014-07-20,1,0.0,0.0,0.0,20544.0
UNQ0262,43256212620530446,IRO1BAFG0001,کبافق,2015-07-19,2,0.0,0.0,0.0,2963.0
UNQ0263,43256212620530446,IRO1BAFG0001,کبافق,2017-07-18,1,0.0,0.0,0.0,12816.0
UNQ0264,43256212620530446,IRO1BAFG0001,کبافق,2017-07-19,1,0.0,0.0,0.0,12816.0
UNQ0265,43256212620530446,IRO1BAFG0001,کبافق,2019-07-17,1,0.0,0.0,0.0,50331.0
UNQ0266,43362635835198978,IRO1HWEB0001,های وب,2017-08-27,1,0.0,0.0,0.0,1000.0
UNQ0267,43362635835198978,IRO1HWEB0001,های وب,2018-07-17,1,0.0,0.0,0.0,5980.0
UNQ0268,43362635835198978,IRO1HWEB0001,های وب,2018-07-18,1,0.0,0.0,0.0,5980.0
UNQ0269,43362635835198978,IRO1HWEB0001,های وب,2019-07-17,1,0.0,0.0,0.0,6933.0
UNQ0270,43362635835198978,IRO1HWEB0001,های وب,2019-07-20,1,0.0,0.0,0.0,6933.0
UNQ0271,43545527030854340,IRO1KVIR0001,کویر,2019-09-24,1,0.0,0.0,0.0,1000.0
UNQ0272,43622578471330344,IRO1DSOB0001,دسبحا,2013-07-16,1,0.0,0.0,0.0,5434.0
UNQ0273,43622578471330344,IRO1DSOB0001,دسبحا,2015-07-19,2,0.0,0.0,0.0,7131.0
UNQ0274,43781018754867729,IRO1SHFS0001,شفارس,2014-07-20,1,0.0,0.0,0.0,4682.0
UNQ0275,43781018754867729,IRO1SHFS0001,شفارس,2015-07-19,2,0.0,0.0,0.0,4968.0
UNQ0276,4470657233334072,IRO1SKHS0001,سخاش,2015-07-19,2,0.0,0.0,0.0,6539.0
UNQ0277,4470657233334072,IRO1SKHS0001,سخاش,2016-07-18,1,0.0,0.0,0.0,6754.0
UNQ0278,4470657233334072,IRO1SKHS0001,سخاش,2017-07-18,1,0.0,0.0,0.0,8253.0
UNQ0279,4470657233334072,IRO1SKHS0001,سخاش,2017-07-19,1,0.0,0.0,0.0,8253.0
UNQ0280,4470657233334072,IRO1SKHS0001,سخاش,2018-07-17,1,0.0,0.0,0.0,9156.0
UNQ0281,4470657233334072,IRO1SKHS0001,سخاش,2018-07-18,1,0.0,0.0,0.0,9156.0
UNQ0282,4563413583000719,IRO1SDAB0001,ساراب,2015-07-19,2,0.0,0.0,0.0,1384.0
UNQ0283,4563413583000719,IRO1SDAB0001,ساراب,2016-07-18,1,0.0,0.0,0.0,1078.0
UNQ0284,4563413583000719,IRO1SDAB0001,ساراب,2017-07-18,1,0.0,0.0,0.0,1390.0
UNQ0285,4563413583000719,IRO1SDAB0001,ساراب,2017-07-19,1,0.0,0.0,0.0,1330.0
UNQ0286,4563413583000719,IRO1SDAB0001,ساراب,2019-07-17,1,0.0,0.0,0.0,3721.0
UNQ0287,4563413583000719,IRO1SDAB0001,ساراب,2019-07-20,1,0.0,0.0,0.0,3451.0
UNQ0288,45895339414786358,IRO1RINM0001,خرینگ,2015-07-19,2,0.0,0.0,0.0,2306.0
UNQ0289,45895339414786358,IRO1RINM0001,خرینگ,2019-07-17,1,0.0,0.0,0.0,4198.0
UNQ0290,45895339414786358,IRO1RINM0001,خرینگ,2019-07-20,1,0.0,0.0,0.0,4198.0
UNQ0291,46752599569017089,IRO1TRNS0001,بترانس,2014-07-20,1,0.0,0.0,0.0,4791.0
UNQ0292,46752599569017089,IRO1TRNS0001,بترانس,2015-07-19,2,0.0,0.0,0.0,8138.0
UNQ0293,46752599569017089,IRO1TRNS0001,بترانس,2016-07-18,1,0.0,0.0,0.0,14935.0
UNQ0294,46752599569017089,IRO1TRNS0001,بترانس,2016-07-19,1,0.0,0.0,0.0,14935.0
UNQ0295,48619517949257749,IRO1NOSH0001,غنوش,2014-07-16,1,0.0,0.0,0.0,3764.0
UNQ0296,48619517949257749,IRO1NOSH0001,غنوش,2014-07-20,1,0.0,0.0,0.0,3764.0
UNQ0297,48619517949257749,IRO1NOSH0001,غنوش,2015-07-19,2,0.0,0.0,0.0,4069.0
UNQ0298,48619517949257749,IRO1NOSH0001,غنوش,2016-07-18,1,0.0,0.0,0.0,3813.0
UNQ0299,48619517949257749,IRO1NOSH0001,غنوش,2016-07-19,1,0.0,0.0,0.0,3813.0
UNQ0300,48619517949257749,IRO1NOSH0001,غنوش,2017-07-18,1,0.0,0.0,0.0,3678.0
UNQ0301,48619517949257749,IRO1NOSH0001,غنوش,2017-07-19,1,0.0,0.0,0.0,3678.0
UNQ0302,48619517949257749,IRO1NOSH0001,غنوش,2018-07-18,1,0.0,0.0,0.0,3319.0
UNQ0303,48753732042176709,IRO1PNTB0001,شبریز,2015-07-19,2,0.0,0.0,0.0,9373.0
UNQ0304,48753732042176709,IRO1PNTB0001,شبریز,2016-07-19,1,0.0,0.0,0.0,3826.0
UNQ0305,48753732042176709,IRO1PNTB0001,شبریز,2017-07-18,1,0.0,0.0,0.0,4733.0
UNQ0306,48753732042176709,IRO1PNTB0001,شبریز,2017-07-19,1,0.0,0.0,0.0,4733.0
UNQ0307,5054819322815158,IRO1MAGS0001,زمگسا,2015-07-19,2,0.0,0.0,0.0,27074.0
UNQ0308,5054819322815158,IRO1MAGS0001,زمگسا,2017-07-19,1,0.0,0.0,0.0,6754.0
UNQ0309,5054819322815158,IRO1MAGS0001,زمگسا,2018-07-18,1,0.0,0.0,0.0,2398.0
UNQ0310,52220424531578944,IRO1SGRB0001,سغرب,2015-07-19,2,0.0,0.0,0.0,3884.0
UNQ0311,53113471126689455,IRO1KRTI0001,چکارن,2015-07-19,2,0.0,0.0,0.0,2540.0
UNQ0312,53113471126689455,IRO1KRTI0001,چکارن,2018-07-18,1,0.0,0.0,0.0,6379.0
UNQ0313,53113471126689455,IRO1KRTI0001,چکارن,2019-07-20,1,0.0,0.0,0.0,39161.0
UNQ0314,54277068923045214,IRO1SORB0001,فسرب,2015-07-19,2,0.0,0.0,0.0,1160.0
UNQ0315,55897939403232751,IRO1SRMA0001,لسرما,2014-07-20,1,0.0,0.0,0.0,2515.0
UNQ0316,55897939403232751,IRO1SRMA0001,لسرما,2015-07-19,2,0.0,0.0,0.0,2084.0
UNQ0317,55897939403232751,IRO1SRMA0001,لسرما,2016-07-18,1,0.0,0.0,0.0,1779.0
UNQ0318,55897939403232751,IRO1SRMA0001,لسرما,2016-07-19,1,0.0,0.0,0.0,1779.0
UNQ0319,55897939403232751,IRO1SRMA0001,لسرما,2017-07-18,1,0.0,0.0,0.0,5638.0
UNQ0320,55897939403232751,IRO1SRMA0001,لسرما,2017-07-19,1,0.0,0.0,0.0,5638.0
UNQ0321,55897939403232751,IRO1SRMA0001,لسرما,2018-07-18,1,0.0,0.0,0.0,2547.0
UNQ0322,55897939403232751,IRO1SRMA0001,لسرما,2019-07-17,1,0.0,0.0,0.0,5656.0
UNQ0323,55897939403232751,IRO1SRMA0001,لسرما,2019-07-20,1,0.0,0.0,0.0,5516.0
UNQ0324,56324206651661881,IRO1NGFO0001,فنورد,2014-07-20,1,0.0,0.0,0.0,7438.0
UNQ0325,56324206651661881,IRO1NGFO0001,فنورد,2015-07-19,2,0.0,0.0,0.0,3924.0
UNQ0326,56324206651661881,IRO1NGFO0001,فنورد,2016-07-19,1,0.0,0.0,0.0,4813.0
UNQ0327,56324206651661881,IRO1NGFO0001,فنورد,2017-07-19,1,0.0,0.0,0.0,5076.0
UNQ0328,56324206651661881,IRO1NGFO0001,فنورد,2018-07-17,1,0.0,0.0,0.0,7931.0
UNQ0329,56324206651661881,IRO1NGFO0001,فنورد,2018-07-18,1,0.0,0.0,0.0,7931.0
UNQ0330,57086055330734195,IRO1TSRZ0001,کرازی,2015-07-19,2,0.0,0.0,0.0,8099.0
UNQ0331,57722642338781674,IRO1PLKK0001,پلاسک,2015-07-19,2,0.0,0.0,0.0,1320.0
UNQ0332,57722642338781674,IRO1PLKK0001,پلاسک,2016-07-19,1,0.0,0.0,0.0,1681.0
UNQ0333,60350996279289099,IRO1KVEH0001,کاوه,2017-07-18,1,0.0,0.0,0.0,1000.0
UNQ0334,60350996279289099,IRO1KVEH0001,کاوه,2019-07-20,1,0.0,0.0,0.0,4756.0
UNQ0335,60350996279289099,IRO1KVEH0001,کاوه,2020-07-18,1,0.0,0.0,0.0,20010.0
UNQ0336,6043384171800349,IRO1PMSZ0001,ثشرق,2014-05-11,1,0.0,0.0,0.0,1000.0
UNQ0337,60610861509165508,IRO1KSHJ0001,حکشتی,2012-10-21,1,0.0,0.0,0.0,991.0
UNQ0338,60610861509165508,IRO1KSHJ0001,حکشتی,2013-10-21,2,0.0,0.0,0.0,1746.0
UNQ0339,60610861509165508,IRO1KSHJ0001,حکشتی,2014-10-21,2,0.0,0.0,0.0,3588.0
UNQ0340,60610861509165508,IRO1KSHJ0001,حکشتی,2015-10-21,1,0.0,0.0,0.0,5582.0
UNQ0341,60610861509165508,IRO1KSHJ0001,حکشتی,2016-10-19,1,0.0,0.0,0.0,4905.0
UNQ0342,60610861509165508,IRO1KSHJ0001,حکشتی,2016-10-22,1,0.0,0.0,0.0,4905.0
UNQ0343,60610861509165508,IRO1KSHJ0001,حکشتی,2017-10-21,2,0.0,0.0,0.0,4261.0
UNQ0344,60610861509165508,IRO1KSHJ0001,حکشتی,2019-10-21,1,0.0,0.0,0.0,5827.0
UNQ0345,60654872678917533,IRO1SGEN0001,سقاین,2015-07-19,2,0.0,0.0,0.0,24941.0
UNQ0346,6110133418282108,IRO1PARS0001,پارس,2019-07-17,1,0.0,0.0,0.0,49306.0
UNQ0347,6110133418282108,IRO1PARS0001,پارس,2019-07-20,1,0.0,0.0,0.0,40006.0
UNQ0348,61102694810476197,IRO1BMPS0001,شپارس,2015-01-19,2,0.0,0.0,0.0,5436.0
UNQ0349,61102694810476197,IRO1BMPS0001,شپارس,2016-01-19,1,0.0,0.0,0.0,4721.0
UNQ0350,61102694810476197,IRO1BMPS0001,شپارس,2018-01-17,1,0.0,0.0,0.0,1758.0
UNQ0351,61102694810476197,IRO1BMPS0001,شپارس,2018-01-20,1,0.0,0.0,0.0,1758.0
UNQ0352,62346804681275278,IRO1SGAZ0001,کگاز,2013-07-16,1,0.0,0.0,0.0,5078.0
UNQ0353,62346804681275278,IRO1SGAZ0001,کگاز,2014-07-16,1,0.0,0.0,0.0,4746.0
UNQ0354,62346804681275278,IRO1SGAZ0001,کگاز,2014-07-20,1,0.0,0.0,0.0,4746.0
UNQ0355,62346804681275278,IRO1SGAZ0001,کگاز,2015-07-19,2,0.0,0.0,0.0,3717.0
UNQ0356,62346804681275278,IRO1SGAZ0001,کگاز,2019-07-20,1,0.0,0.0,0.0,8218.0
UNQ0357,62952165421099192,IRO1KALZ0001,بالبر,2014-01-20,1,0.0,0.0,0.0,2858.0
UNQ0358,62952165421099192,IRO1KALZ0001,بالبر,2015-01-19,2,0.0,0.0,0.0,3082.0
UNQ0359,62952165421099192,IRO1KALZ0001,بالبر,2017-01-17,1,0.0,0.0,0.0,2756.0
UNQ0360,62952165421099192,IRO1KALZ0001,بالبر,2017-01-18,1,0.0,0.0,0.0,2756.0
UNQ0361,62952165421099192,IRO1KALZ0001,بالبر,2019-01-19,2,0.0,0.0,0.0,2278.0
UNQ0362,63363116407864462,IRO1ASAL0001,لابسا,2015-07-19,2,0.0,0.0,0.0,2381.0
UNQ0363,63363116407864462,IRO1ASAL0001,لابسا,2016-07-18,1,0.0,0.0,0.0,2113.0
UNQ0364,63363116407864462,IRO1ASAL0001,لابسا,2017-07-18,1,0.0,0.0,0.0,3014.0
UNQ0365,63363116407864462,IRO1ASAL0001,لابسا,2018-07-18,1,0.0,0.0,0.0,1866.0
UNQ0366,65004959184388996,IRO1ALIR0001,فایرا,2014-07-20,1,0.0,0.0,0.0,4809.0
UNQ0367,65004959184388996,IRO1ALIR0001,فایرا,2015-07-19,2,0.0,0.0,0.0,5662.0
UNQ0368,65004959184388996,IRO1ALIR0001,فایرا,2016-07-18,1,0.0,0.0,0.0,2828.0
UNQ0369,65004959184388996,IRO1ALIR0001,فایرا,2016-07-19,1,0.0,0.0,0.0,2828.0
UNQ0370,65004959184388996,IRO1ALIR0001,فایرا,2017-07-18,1,0.0,0.0,0.0,330.0
UNQ0371,65004959184388996,IRO1ALIR0001,فایرا,2017-07-19,1,0.0,0.0,0.0,330.0
UNQ0372,65321970913593427,IRO1SKOR0001,سکرد,2014-01-18,1,0.0,0.0,0.0,9096.0
UNQ0373,65321970913593427,IRO1SKOR0001,سکرد,2014-01-20,1,0.0,0.0,0.0,9096.0
UNQ0374,65414507129586385,IRO1KHAZ0001,لخزر,2014-07-20,1,0.0,0.0,0.0,11128.0
UNQ0375,65414507129586385,IRO1KHAZ0001,لخزر,2015-07-19,2,0.0,0.0,0.0,6305.0
UNQ0376,66295665969375744,IRO1SBOJ0001,سبجنو,2014-07-20,1,0.0,0.0,0.0,5411.0
UNQ0377,66295665969375744,IRO1SBOJ0001,سبجنو,2015-07-19,2,0.0,0.0,0.0,3866.0
UNQ0378,66295665969375744,IRO1SBOJ0001,سبجنو,2016-07-18,1,0.0,0.0,0.0,2838.0
UNQ0379,66450490505950110,IRO1DAML0001,ددام,2015-07-19,2,0.0,0.0,0.0,7251.0
UNQ0380,66772024744156373,IRO1BAHN0001,فباهنر,2015-07-19,2,0.0,0.0,0.0,1421.0
UNQ0381,66772024744156373,IRO1BAHN0001,فباهنر,2017-07-18,1,0.0,0.0,0.0,4325.0
UNQ0382,66772024744156373,IRO1BAHN0001,فباهنر,2017-07-19,1,0.0,0.0,0.0,4325.0
UNQ0383,67126881188552864,IRO1MAPN0001,رمپنا,2017-08-21,1,0.0,0.0,0.0,7116.0
UNQ0384,67126881188552864,IRO1MAPN0001,رمپنا,2019-08-21,1,0.0,0.0,0.0,8180.0
UNQ0385,67206358287598044,IRO1SHMD0001,کهمدا,2015-10-19,1,0.0,0.0,0.0,5465.0
UNQ0386,67206358287598044,IRO1SHMD0001,کهمدا,2017-10-21,2,0.0,0.0,0.0,7502.0
UNQ0387,67327029014085707,IRO1SKAZ0001,سخزر,2014-07-16,1,0.0,0.0,0.0,5539.0
UNQ0388,67327029014085707,IRO1SKAZ0001,سخزر,2015-07-19,2,0.0,0.0,0.0,4301.0
UNQ0389,67327029014085707,IRO1SKAZ0001,سخزر,2018-07-17,1,0.0,0.0,0.0,3657.0
UNQ0390,67327029014085707,IRO1SKAZ0001,سخزر,2018-07-18,1,0.0,0.0,0.0,3657.0
UNQ0391,68488673556087148,IRO1SPTA0001,فپنتا,2014-07-20,1,0.0,0.0,0.0,9893.0
UNQ0392,68488673556087148,IRO1SPTA0001,فپنتا,2015-07-19,2,0.0,0.0,0.0,11496.0
UNQ0393,68488673556087148,IRO1SPTA0001,فپنتا,2016-07-18,1,0.0,0.0,0.0,15238.0
UNQ0394,68488673556087148,IRO1SPTA0001,فپنتا,2017-07-18,1,0.0,0.0,0.0,13886.0
UNQ0395,68488673556087148,IRO1SPTA0001,فپنتا,2017-07-19,1,0.0,0.0,0.0,13886.0
UNQ0396,68488673556087148,IRO1SPTA0001,فپنتا,2018-07-18,1,0.0,0.0,0.0,14086.0
UNQ0397,68488673556087148,IRO1SPTA0001,فپنتا,2020-07-18,1,0.0,0.0,0.0,243200.0
UNQ0398,68635710163497089,IRO1HMRZ0001,همراه,2015-07-19,1,0.0,0.0,0.0,26842.0
UNQ0399,69090868458637360,IRO1IRDR0001,دیران,2013-07-16,1,0.0,0.0,0.0,7599.0
UNQ0400,69090868458637360,IRO1IRDR0001,دیران,2015-07-19,2,0.0,0.0,0.0,5559.0
UNQ0401,69090868458637360,IRO1IRDR0001,دیران,2018-07-17,1,0.0,0.0,0.0,1572.0
UNQ0402,70219663893822560,IRO1JOSH0001,بکاب,2014-01-20,1,0.0,0.0,0.0,10712.0
UNQ0403,70219663893822560,IRO1JOSH0001,بکاب,2015-01-19,2,0.0,0.0,0.0,8490.0
UNQ0404,70219663893822560,IRO1JOSH0001,بکاب,2016-01-18,1,0.0,0.0,0.0,8291.0
UNQ0405,70219663893822560,IRO1JOSH0001,بکاب,2016-01-19,1,0.0,0.0,0.0,8291.0
UNQ0406,70219663893822560,IRO1JOSH0001,بکاب,2017-01-17,1,0.0,0.0,0.0,12351.0
UNQ0407,70219663893822560,IRO1JOSH0001,بکاب,2017-01-18,1,0.0,0.0,0.0,12351.0
UNQ0408,70219663893822560,IRO1JOSH0001,بکاب,2020-01-19,1,0.0,0.0,0.0,58692.0
UNQ0409,70289374539527245,IRO1GHAT0001,ختوقا,2013-07-16,1,0.0,0.0,0.0,1126.0
UNQ0410,70289374539527245,IRO1GHAT0001,ختوقا,2015-07-19,2,0.0,0.0,0.0,3241.0
UNQ0411,7457232989848872,IRO1TMKH0001,خمحور,2015-07-19,2,0.0,0.0,0.0,1733.0
UNQ0412,7711282667602555,IRO1PARK0001,شاراک,2015-07-19,2,0.0,0.0,0.0,5614.0
UNQ0413,7745894403636165,IRO1PNES0001,شپنا,2014-07-20,1,0.0,0.0,0.0,11251.0
UNQ0414,7745894403636165,IRO1PNES0001,شپنا,2015-07-19,2,0.0,0.0,0.0,6252.0
UNQ0415,7745894403636165,IRO1PNES0001,شپنا,2016-07-19,1,0.0,0.0,0.0,2794.0
UNQ0416,7745894403636165,IRO1PNES0001,شپنا,2017-07-18,1,0.0,0.0,0.0,3046.0
UNQ0417,7745894403636165,IRO1PNES0001,شپنا,2017-07-19,1,0.0,0.0,0.0,3046.0
UNQ0418,7745894403636165,IRO1PNES0001,شپنا,2018-07-18,1,0.0,0.0,0.0,4233.0
UNQ0419,7745894403636165,IRO1PNES0001,شپنا,2019-07-17,1,0.0,0.0,0.0,11715.0
UNQ0420,7745894403636165,IRO1PNES0001,شپنا,2019-07-20,1,0.0,0.0,0.0,10915.0
UNQ0421,7745894403636165,IRO1PNES0001,شپنا,2020-07-18,1,0.0,0.0,0.0,37620.0
UNQ0422,8977441217024425,IRO1SEPA0001,فسپا,2015-07-19,2,0.0,0.0,0.0,4713.0
UNQ0423,8977441217024425,IRO1SEPA0001,فسپا,2016-07-18,1,0.0,0.0,0.0,2805.0
UNQ0424,8977441217024425,IRO1SEPA0001,فسپا,2016-07-19,1,0.0,0.0,0.0,2805.0
UNQ0425,8977441217024425,IRO1SEPA0001,فسپا,2017-07-19,1,0.0,0.0,0.0,2891.0
UNQ0426,8977441217024425,IRO1SEPA0001,فسپا,2018-07-17,1,0.0,0.0,0.0,1683.0
UNQ0427,8977441217024425,IRO1SEPA0001,فسپا,2018-07-18,1,0.0,0.0,0.0,1683.0
