model,pr_auc_mean,pr_auc_std,pr_auc_min,pr_auc_max,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_max,brier_mean,brier_std,brier_min,brier_max,recall_mean,recall_std,recall_min,recall_max,precision_mean,precision_std,precision_min,precision_max,f1_mean,f1_std,f1_min,f1_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,mcc_mean,mcc_std,mcc_min,mcc_max
random_forest,0.634600104401888,0.020935912411184674,0.5904603149999569,0.6747208129561071,0.8708551483420592,0.0034770024929752677,0.8662012798138452,0.8807446189645142,0.07147220326687892,0.0007351469354601363,0.06945783905510945,0.07298774789732972,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.45875457875457876,0.01835806486073146,0.4,0.5,0.5432994541690194,0.013082425600634997,0.5,0.5714285714285714,0.8147469458987783,0.0014338286845685124,0.8097731239092496,0.8176265270506108,0.5278110277951905,0.012257651311675924,0.4876185017171,0.5545173669325846
xgboost,0.5999356797512069,0.028236713681773825,0.5256544703133866,0.6404771707760838,0.8654838084157456,0.003166754354738871,0.8598022105875509,0.8720186154741127,0.05001266486942768,0.0010527152676461297,0.0480228029191494,0.053221359848976135,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,0.41537567366127737,0.022310008180624254,0.3684210526315789,0.4666666666666667,0.5411956315289649,0.019040649815426764,0.5,0.5833333333333334,0.8629726585223968,0.002415939835407313,0.8574752763234439,0.8679464805119255,0.5417020164666586,0.01681865814476854,0.5054728766997295,0.5791900513353347
