row_key,ticker,company_name,fiscal_year,registered_capital,accumulated_loss,equity,operating_cash_flow,total_liabilities,total_assets,net_income,leverage_ratio_used,accumulated_loss_ratio_used,fd_article141_direct,fd_accumulated_loss,fd_negative_equity,fd_ocf_high_leverage,persistent_loss_flag,FD_target_main,FD_target_article141_only,FD_target_persistent_loss_robustness,positive_target_reasons,target_missing_reason,distressed_target_reviewed,target_status_reviewed,distressed_flag_source_reviewed,ocf_resolution_status,statement_scope_status,non_12_month_period_flag,audit_status_clean,data_quality_flag,source_file,industry,prior_distressed_target_reviewed,target_changed_vs_prior,change_reason
فباهنر|1395,فباهنر,صنایع مس شهید باهنر,1395,900000.0,0.0,1548580.0,-70710.0,3444622.0,4993202.0,553520.0,0.689862,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فباهنر_۱۳۹۵_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فباهنر|1396,فباهنر,صنایع مس شهید باهنر,1396,900000.0,0.0,2028515.0,317311.0,3481219.0,5509734.0,776935.0,0.631831,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فباهنر_۱۳۹۶_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فباهنر|1397,فباهنر,صنایع مس شهید باهنر,1397,1125000.0,0.0,2111598.0,1054254.0,4854284.0,6965882.0,780583.0,0.696866,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فباهنر_۱۳۹۷_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فباهنر|1398,فباهنر,صنایع مس شهید باهنر,1398,1125000.0,0.0,4253708.0,1392492.0,7934926.0,12188634.0,2844109.0,0.65101,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فباهنر_۱۳۹۸_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فباهنر|1399,فباهنر,صنایع مس شهید باهنر,1399,1125000.0,0.0,9071994.0,2319516.0,16800785.0,25872779.0,6375776.0,0.649361,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فباهنر_۱۳۹۹_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فباهنر|1400,فباهنر,صنایع مس شهید باهنر,1400,2625000.0,0.0,16010167.0,-379725.0,34737915.0,50748082.0,13007808.0,0.684517,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فباهنر_۱۴۰۰_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فباهنر|1401,فباهنر,صنایع مس شهید باهنر,1401,24583332.0,0.0,40990682.0,16092145.0,31319262.0,72309944.0,14834683.0,0.433125,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فباهنر_۱۴۰۱_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فباهنر|1402,فباهنر,صنایع مس شهید باهنر,1402,24583332.0,0.0,43646663.0,10310788.0,42939733.0,86586396.0,16545563.0,0.495918,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فباهنر_۱۴۰۲_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فسپا|1393,فسپا,گروه صنعتی سپاهان,1393,500000.0,0.0,929015.0,595024.0,1305430.0,2234445.0,153947.0,0.58423,0.0,missing,0,0,0,missing,0,0,missing,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فسپا_۱۳۹۳_۱۲_۲۹_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فسپا|1394,فسپا,گروه صنعتی سپاهان,1394,650000.0,0.0,877693.0,833830.0,1036473.0,1914166.0,51352.0,0.541475,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فسپا_۱۳۹۴_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فسپا|1395,فسپا,گروه صنعتی سپاهان,1395,650000.0,0.0,963477.0,685547.0,898691.0,1862168.0,162103.0,0.482605,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فسپا_۱۳۹۵_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فسپا|1396,فسپا,گروه صنعتی سپاهان,1396,650000.0,0.0,971835.0,662676.0,1134219.0,2106054.0,98921.0,0.538552,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فسپا_۱۳۹۶_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده)(اصلاحیه).xlsx,فلزات اساسی,0,0,
فسپا|1397,فسپا,گروه صنعتی سپاهان,1397,650000.0,0.0,1654036.0,1223734.0,2043557.0,3697593.0,880757.0,0.552672,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فسپا_۱۳۹۷_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فسپا|1398,فسپا,گروه صنعتی سپاهان,1398,650000.0,0.0,2498590.0,-1513376.0,2375551.0,4874141.0,1309739.0,0.487378,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فسپا_۱۳۹۸_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فسپا|1399,فسپا,گروه صنعتی سپاهان,1399,650000.0,0.0,7606879.0,1241313.0,3051329.0,10658208.0,5935514.0,0.286289,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فسپا_۱۳۹۹_۱۲_۳۰_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فسپا|1400,فسپا,گروه صنعتی سپاهان,1400,1300000.0,0.0,10930646.0,4651377.0,4997871.0,15928517.0,5310223.0,0.313769,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فسپا_۱۴۰۰_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فسپا|1401,فسپا,گروه صنعتی سپاهان,1401,3900000.0,0.0,13955989.0,3957869.0,4914832.0,18870821.0,5725247.0,0.260446,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فسپا_۱۴۰۱_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فسپا|1402,فسپا,گروه صنعتی سپاهان,1402,3900000.0,0.0,18586517.0,1892139.0,9960078.0,28546595.0,7746204.0,0.348906,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فسپا_۱۴۰۲_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۲_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فجام|1393,فجام,شرکت صنعتی جام دارو (سهامی عام),1393,40000.0,0.0,136725.0,63314.0,44925.0,181650.0,68098.0,0.247316,0.0,missing,0,0,0,missing,0,0,missing,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فجام_۱۳۹۳_۱۲_۲۹_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۱۲_۲۹ (حسابرسی شده).xlsx,نامشخص در فایل ارسالی,0,0,
فجام|1394,فجام,شرکت صنعتی جام دارو (سهامی عام),1394,40000.0,0.0,154844.0,61701.0,46738.0,201582.0,78119.0,0.231856,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فجام_۱۳۹۴_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۱۲_۲۹ (حسابرسی شده).xlsx,نامشخص در فایل ارسالی,0,0,
فجام|1395,فجام,شرکت صنعتی جام دارو (سهامی عام),1395,80000.0,0.0,171218.0,63482.0,70270.0,241488.0,76374.0,0.290988,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فجام_۱۳۹۵_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,نامشخص در فایل ارسالی,0,0,
فجام|1396,فجام,شرکت صنعتی جام دارو (سهامی عام),1396,80000.0,0.0,162960.0,14390.0,87507.0,250467.0,44777.0,0.349375,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فجام_۱۳۹۶_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده).xlsx,نامشخص در فایل ارسالی,0,0,
فجام|1397,فجام,شرکت صنعتی جام دارو (سهامی عام),1397,80000.0,0.0,233852.0,73481.0,105842.0,339694.0,84909.0,0.31158,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فجام_۱۳۹۷_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,نامشخص در فایل ارسالی,0,0,
فجام|1398,فجام,شرکت صنعتی جام دارو (سهامی عام),1398,120000.0,0.0,292427.0,110658.0,130505.0,422932.0,130575.0,0.308572,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فجام_۱۳۹۸_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,نامشخص در فایل ارسالی,0,0,
فجام|1399,فجام,شرکت صنعتی جام دارو (سهامی عام),1399,660000.0,0.0,1005545.0,95710.0,260052.0,1265597.0,273950.0,0.205478,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فجام_۱۳۹۹_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,نامشخص در فایل ارسالی,0,0,
فجام|1400,فجام,شرکت صنعتی جام دارو (سهامی عام),1400,800000.0,0.0,1141752.0,161780.0,359981.0,1501733.0,330084.0,0.23971,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فجام_۱۴۰۰_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,نامشخص در فایل ارسالی,0,0,
فجام|1401,فجام,شرکت صنعتی جام دارو (سهامی عام),1401,900000.0,0.0,1373546.0,362801.0,563701.0,1937247.0,440388.0,0.29098,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate,0,audited,user_confirmed_correct_source,"Archive(3).zip: 1.pdf, 2.pdf, 3.pdf, 4.pdf, 5.pdf, 6.pdf",نامشخص در فایل ارسالی,0,0,
فجام|1402,فجام,صنعتی جام دارو,1402,1000000.0,0.0,1597580.0,338765.0,757625.0,2355205.0,540940.0,0.321681,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,parent_only_user_confirmed,0,audited,user_confirmed_correct_source_stage22,1(3).pdf; 2(3).pdf; 3(3).pdf; 4(4).pdf; 5(4).pdf; 6(3).pdf,دارویی,0,0,
فخوز|1393,فخوز,فولاد خوزستان,1393,8000000.0,0.0,20942480.0,7710552.0,34786554.0,55729034.0,9217993.0,0.624209,0.0,missing,0,0,0,missing,0,0,missing,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فخوز_۱۳۹۳_۱۲_۲۹_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فخوز|1394,فخوز,فولاد خوزستان,1394,8000000.0,0.0,13851982.0,7498904.0,57872680.0,71724662.0,2219198.0,0.806873,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فخوز_۱۳۹۴_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۴_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فخوز|1395,فخوز,فولاد خوزستان,1395,14472000.0,0.0,23615723.0,11906784.0,32038658.0,55654381.0,6241588.0,0.575672,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فخوز_۱۳۹۵_۱۲_۳۰_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فخوز|1396,فخوز,فولاد خوزستان,1396,14472000.0,0.0,33503865.0,13864508.0,39515257.0,73019122.0,16360343.0,0.541163,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فخوز_۱۳۹۶_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فخوز|1397,فخوز,فولاد خوزستان,1397,19048697.0,0.0,53739113.0,11319183.0,52091379.0,105830492.0,31550369.0,0.492215,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فخوز_۱۳۹۷_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فخوز|1398,فخوز,فولاد خوزستان,1398,19048697.0,0.0,68086287.0,33068780.0,70447686.0,138533973.0,33395871.0,0.508523,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فخوز_۱۳۹۸_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فخوز|1399,فخوز,فولاد خوزستان,1399,50000000.0,0.0,169648160.0,55960633.0,84307225.0,253955385.0,111657682.0,0.331977,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فخوز_۱۳۹۹_۱۲_۳۰_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فخوز|1400,فخوز,فولاد خوزستان,1400,120000000.0,0.0,250662694.0,70555340.0,153046794.0,403709488.0,125411861.0,0.379101,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فخوز_۱۴۰۰_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فخوز|1401,فخوز,فولاد خوزستان,1401,190000000.0,0.0,278032479.0,71107901.0,308547892.0,586580371.0,66771785.0,0.526011,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فخوز_۱۴۰۱_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فخوز|1402,فخوز,فولاد خوزستان,1402,190000000.0,0.0,313411814.0,105878568.0,419157403.0,732569217.0,82641835.0,0.572174,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فخوز_۱۴۰۲_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۲_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فملی|1393,فملی,ملی صنایع مس ایران,1393,35000000.0,0.0,67105713.0,11155349.0,44649785.0,111755498.0,11342347.0,0.399531,0.0,missing,0,0,0,missing,0,0,missing,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,فملي_۱۳۹۳_۱۲_۲۹_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فملی|1394,فملی,ملی صنایع مس ایران,1394,43400000.0,0.0,66688827.0,8036459.0,53221700.0,119910527.0,4688135.0,0.443845,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فملي_۱۳۹۴_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۴_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فملی|1395,فملی,ملی صنایع مس ایران,1395,50000000.0,0.0,81765445.0,30063832.0,36392225.0,118157670.0,17088316.0,0.307997,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فملي_۱۳۹۵_۱۲_۳۰_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فملی|1396,فملی,ملی صنایع مس ایران,1396,50000000.0,0.0,102568136.0,22081757.0,47923942.0,150492078.0,28970851.0,0.318448,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فملي_۱۳۹۶_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فملی|1397,فملی,ملی صنایع مس ایران,1397,78000000.0,0.0,146502583.0,32352010.0,50108824.0,196611407.0,53994594.0,0.254862,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فملي_۱۳۹۷_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فملی|1398,فملی,ملی صنایع مس ایران,1398,101400000.0,0.0,251311745.0,77281191.0,80453976.0,331765721.0,121546400.0,0.242502,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فملي_۱۳۹۸_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فملی|1399,فملی,ملی صنایع مس ایران,1399,200000000.0,0.0,470298111.0,188672071.0,121743001.0,592041112.0,260457552.0,0.205633,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فملي_۱۳۹۹_۱۲_۳۰_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده)(اصلاحیه).xlsx,فلزات اساسی,0,0,
فملی|1400,فملی,ملی صنایع مس ایران,1400,400000000.0,0.0,909882244.0,237859116.0,193235663.0,1103117907.0,500642791.0,0.175172,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فملي_۱۴۰۰_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده)(اصلاحیه).xlsx,فلزات اساسی,0,0,
فملی|1401,فملی,ملی صنایع مس ایران,1401,600000000.0,0.0,1147103077.0,456455066.0,249882856.0,1396985933.0,499502019.0,0.178873,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فملي_۱۴۰۱_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
فملی|1402,فملی,ملی صنایع مس ایران,1402,780000000.0,0.0,1439165422.0,590872150.0,455239341.0,1894404763.0,580062345.0,0.240307,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,possible_consolidated_statement,0,audited_indicated,,فملي_۱۴۰۲_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۲_۱۲_۲۹ (حسابرسی شده).xlsx,فلزات اساسی,0,0,
غسالم|1392,غسالم,سالمین,1392,300000.0,0.0,429369.0,205242.0,376857.0,806226.0,77948.0,0.467433,0.0,missing,0,0,0,missing,0,0,missing,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,غسالم_۱۳۹۲_۱۲_۲۹_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۲_۱۲_۲۹ (حسابرسی شده).xlsx,محصولات غذایی و آشامیدنی به جز قند و شکر,0,0,
غسالم|1393,غسالم,سالمین,1393,300000.0,0.0,426225.0,42070.0,399531.0,825756.0,59044.0,0.483837,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,غسالم_۱۳۹۳_۱۲_۲۹_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۱۲_۲۹ (حسابرسی شده).xlsx,محصولات غذایی و آشامیدنی به جز قند و شکر,0,0,
غسالم|1394,غسالم,سالمین,1394,300000.0,0.0,436866.0,-100958.0,463531.0,900397.0,50081.0,0.514807,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,غسالم_۱۳۹۴_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۱۲_۲۹ (حسابرسی شده).xlsx,محصولات غذایی و آشامیدنی به جز قند و شکر,0,0,
غسالم|1395,غسالم,سالمین,1395,300000.0,0.0,468579.0,100909.0,684527.0,1153106.0,92171.0,0.593638,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,غسالم_۱۳۹۵_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,محصولات غذایی و آشامیدنی به جز قند و شکر,0,0,
غسالم|1396,غسالم,سالمین,1396,300000.0,0.0,474960.0,218614.0,498068.0,973028.0,66381.0,0.511874,0.0,missing,0,0,0,0,0,0,0,,,0,complete_canonical_stage106,canonical_formula_stage106,observed_or_verified,separate_or_parent_only_indicated,0,audited_indicated,,غسالم_۱۳۹۶_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده)(اصلاحیه).xlsx,محصولات غذایی و آشامیدنی به جز قند و شکر,0,0,
