ticker,fiscal_year_t,target_year,temporal_folds,predictor_year_gregorian_offset621,predictor_year_gregorian_offset622,cpi_constructible_offset621,cpi_constructible_offset622,fx_constructible_offset621,fx_constructible_offset622,both_constructible_offset621,both_constructible_offset622,fx_zero_change_offset621,fx_zero_change_offset622,status_invariant_across_calendar_conventions,cpi_constructible,fx_constructible,both_constructible,fx_zero_change
سشرق,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
سشرق,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
سشرق,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
سشرق,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
سشرق,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
سشرق,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
سشرق,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
سصفها,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
سصفها,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
سغرب,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
سغرب,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
سغرب,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
سغرب,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
سغرب,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
سغرب,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
سقاین,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
سقاین,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
سقاین,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
سقاین,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
سقاین,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
سمازن,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
سمازن,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
سنیر,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
سنیر,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
سهگمت,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
سهگمت,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
سهگمت,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
سهگمت,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
سهگمت,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
سهگمت,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
سهگمت,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
سپاها,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
سپاها,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
سپاها,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
سپاها,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
سپاها,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
سپاها,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
سپاها,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
سکرد,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
سکرد,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
سکرد,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
سکرد,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
سکرد,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
سکرد,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
سکرد,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
سیلام,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
سیلام,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
سیلام,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
سیلام,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
شاراک,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
شاراک,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
شاراک,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
شاراک,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
شاراک,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
شاراک,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
شبریز,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
شبریز,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
شبریز,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
شبندر,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
شبندر,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
شبندر,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
شبندر,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
شبندر,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
شدوص,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
شدوص,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
شدوص,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
شدوص,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
شفارس,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
شفارس,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
شفارس,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
شفارس,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
شفارس,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
شفارس,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
شلعاب,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
شلعاب,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
شلعاب,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
شلعاب,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
شلعاب,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
شلعاب,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
شپارس,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
شپارس,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
شپارس,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
شپارس,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
شپنا,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
شپنا,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
شپنا,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
شپنا,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
شپنا,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
شکربن,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
شکربن,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
شکربن,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
شکربن,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
شکربن,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
شکربن,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
شکلر,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
شکلر,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
شکلر,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
شکلر,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
شکلر,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
شیران,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
شیران,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
شیران,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
شیران,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
شیران,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
شیران,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
غبهنوش,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
غبهنوش,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
غبهنوش,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
غبهنوش,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
غبهنوش,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
غدام,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
غدام,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
غسالم,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
غسالم,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
غسالم,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
غسالم,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
غشان,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
غشان,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
غشان,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
غشان,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
غشان,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
غشان,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
غشان,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
غشهد,1392,1393,"fold1_train,fold2_train",2013,2014,True,True,True,True,True,True,False,False,True,True,True,True,False
غشهد,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
غشهد,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
غشهد,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
غشهد,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
غنوش,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
غگل,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
غگل,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
غگل,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
غگل,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فاذر,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
فاذر,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فایرا,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فایرا,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فباهنر,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
فباهنر,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
فباهنر,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
فباهنر,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
فباهنر,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فباهنر,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فجام,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
فجام,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
فجام,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
فجام,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فجام,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فجر,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
فجر,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فجر,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فخوز,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
فخوز,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
فخوز,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
فخوز,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فخوز,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فرآور,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
فرآور,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
فرآور,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
فرآور,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
فرآور,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فرآور,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فسرب,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
فسرب,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
فسرب,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
فسرب,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
فسرب,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فسرب,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فسپا,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
فسپا,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فسپا,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فمراد,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
فمراد,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
فمراد,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
فمراد,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فمراد,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فملی,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
فملی,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
فملی,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
فملی,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
فملی,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فملی,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فنورد,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فنورد,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فولاژ,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
فولاژ,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
فولاژ,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
فولاژ,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فولاژ,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
فپنتا,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
فپنتا,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
فپنتا,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
فپنتا,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
فپنتا,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
لابسا,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
لابسا,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
لابسا,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
لابسا,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
لابسا,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
لابسا,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
لبوتان,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
لبوتان,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
لبوتان,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
لبوتان,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
لبوتان,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
لبوتان,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
لخزر,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
لخزر,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
لخزر,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
لخزر,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
لخزر,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
لخزر,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
لسرما,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
لسرما,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
لسرما,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
لسرما,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
نوری,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
همراه,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
همراه,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
همراه,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
همراه,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
همراه,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
پارس,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
پارس,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
پدرخش,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
پدرخش,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
پدرخش,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
پدرخش,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
پدرخش,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
پرداخت,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
پرداخت,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
پرداخت,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
پسهند,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
پسهند,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
پسهند,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
پسهند,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
پسهند,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
پسهند,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
پلاسک,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
پلاسک,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
پلاسک,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
پلاسک,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
پلاسک,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
پلاسک,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
چافست,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
چافست,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
چافست,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
چافست,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
چافست,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
چافست,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
چکارن,1393,1394,"fold1_train,fold2_train",2014,2015,True,True,True,True,True,True,False,False,True,True,True,True,False
چکارن,1394,1395,"fold1_train,fold2_train",2015,2016,True,True,True,True,True,True,False,False,True,True,True,True,False
چکارن,1395,1396,"fold1_validation,fold2_train",2016,2017,True,True,True,True,True,True,False,False,True,True,True,True,False
چکارن,1396,1397,"fold1_validation,fold2_train",2017,2018,True,True,True,True,True,True,False,False,True,True,True,True,False
چکارن,1397,1398,fold2_validation,2018,2019,True,True,True,True,True,True,False,False,True,True,True,True,False
چکارن,1398,1399,fold2_validation,2019,2020,True,True,True,True,True,True,False,False,True,True,True,True,False
