row_key,ticker,company_name,industry,fiscal_year,fiscal_year_end,unit,total_assets,total_liabilities,equity,registered_capital,accumulated_loss,current_assets,current_liabilities,revenue_period_adjusted,gross_profit_period_adjusted,operating_profit_period_adjusted,net_income_period_adjusted,operating_cash_flow_period_adjusted,financial_expense_period_adjusted,leverage_ratio,current_ratio,roa_period_adjusted,roe_period_adjusted,equity_ratio,ocf_to_assets_period_adjusted,financial_expense_to_assets_period_adjusted,profit_margin_period_adjusted,operating_margin_period_adjusted,gross_margin_period_adjusted,net_margin_period_adjusted,financial_expense_to_revenue_period_adjusted,asset_turnover_period_adjusted,revenue_growth_period_adjusted,net_income_growth_period_adjusted,sales_growth_period_adjusted,accumulated_loss_to_capital_ratio,debt_to_equity,loss_dummy,equity_negative_dummy,distressed_target_reviewed,usable_for_model_flag,target_status_reviewed,distressed_flag_source_reviewed,data_quality_flag,audit_status_clean,statement_scope_status,non_12_month_period_flag,exclusion_flag,manual_review_required_clean,source_file,source_url,ocf_resolution_status,gross_profit_resolution_status,log_total_assets,gross_profit_period_adjusted_signedlog,predictor_year,target_year,target_next_year,split,cv_val_fold
چکارن|1400,چکارن,کارتن ایران,نامشخص در فایل ارسالی,1400,1400/12/29,میلیون ریال,4143813.0,1249828.0,2893985.0,2365836.0,0.0,1839321.0,1185343.0,3344574.0,532573.0,343253.0,292773.0,164338.0,-16213.0,0.3016130312830236,1.551720472470838,0.0706530434650405,0.1011660392158217,0.6983869687169764,0.0396586428972542,-0.0039125800319657,0.0875367087108851,0.1026298117488206,0.1592349279758797,0.0875367087108851,-0.0048475530814985,0.8071247423568583,1.0822419107516512,0.943424406563645,1.0822419107516512,0.0,0.431870932295779,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,,audited_indicated,possible_consolidated_statement,0,1,1,چكارن_۱۴۰۰_۱۲_۲۹_consolidated_ن-۱۰_صورت‌های مالی تلفیقی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,15.237127177744247,13.18547713404683,1400,1401,0,unused_no_positive_post_test,
چکارن|1401,چکارن,کارتن ایران,نامشخص در فایل ارسالی,1401,1401/12/29,میلیون ریال,4131406.0,1055119.0,3076287.0,2365836.0,0.0,1670587.0,956401.0,4066991.0,549528.0,257431.0,226884.0,34173.0,-27286.0,0.2553898116040883,1.746743259365057,0.0549168975404499,0.0737525464951742,0.7446101883959118,0.0082715182192212,-0.0066045312419065,0.0557866983231583,0.0632976566704967,0.1351190597667907,0.0557866983231583,-0.0067091370499713,0.9844084556201932,0.2159967158747272,-0.2250514904038282,0.2159967158747272,0.0,0.3429845784869877,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,source_replaced_chkaran_uploaded_pdf; user_confirmed_correct_source; full_numeric_tables_extracted; ratios_not_recomputed; article_141_rule_unchanged,user_confirmed_audited,user_confirmed_correct_source,0,1,1,"Archive(6).zip: 1.pdf, 2.pdf, 3.pdf, 4.pdf, 5.pdf, 6.pdf; 1401 restated values also read from 1402 comparative columns where available",,observed_or_verified,observed_or_verified,15.234128584885756,13.216816826683477,1401,1402,0,unused_no_positive_post_test,
ددام|1393,ددام,شرکت داروسازی زاگرس فارمد پارس,مواد و محصولات دارویی,1393,1393/12/29,میلیون ریال,1334017.0,1082948.0,251069.0,106200.0,0.0,1113870.0,1037763.0,961398.0,376013.0,343351.0,140891.0,-11264.0,-168241.0,0.8117947522407886,1.073337553950179,0.1056140963720852,0.5611644607657655,0.1882052477592115,-0.008443670507947,-0.1261160839779403,0.1465480477388137,0.357137210603725,0.3911106534442551,0.1465480477388137,-0.1749962034453993,0.7206789718571802,,,,0.0,4.313348123424238,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,0,0,ددام_۱۳۹۳_۱۲_۲۹_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,14.103705998620047,12.837381655721416,1393,1394,0,dev,1
ددام|1394,ددام,شرکت داروسازی زاگرس فارمد پارس,مواد و محصولات دارویی,1394,1394/12/29,میلیون ریال,1611836.0,1511676.0,100160.0,106200.0,16660.0,1399411.0,1480536.0,901986.0,262622.0,204616.0,-43447.0,79842.0,-255994.0,0.9378596829950442,0.94520565524918,-0.0269549755682339,-0.4337759584664536,0.0621403170049558,0.0495348161971813,-0.1588213689233892,-0.0481681533859727,0.2268505276135106,0.291159729751903,-0.0481681533859727,-0.2838115004002279,0.5596015971848253,-0.061797507379878,-1.3083731395192029,-0.061797507379878,0.1568738229755179,15.09261182108626,1,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,0,0,ددام_۱۳۹۴_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,14.29288508031077,12.478474822697077,1394,1395,1,dev,2
ددام|1395,ددام,شرکت داروسازی زاگرس فارمد پارس,مواد و محصولات دارویی,1395,1395/12/30,میلیون ریال,1326208.0,1501636.0,-175428.0,106200.0,292248.0,1128800.0,1485386.0,541282.0,101020.0,30616.0,-232632.0,425303.0,-265234.0,1.132277893060515,0.7599371476505097,-0.1754113985136569,1.326082495382721,-0.1322778930605154,0.320691022825982,-0.1999942693755429,-0.4297796712249807,0.0565620138855531,0.1866309982596871,-0.4297796712249807,-0.4900107522511371,0.4081426141299102,-0.3998997767149379,-4.354385803392639,-0.3998997767149379,2.751864406779661,-8.559842214469754,1,1,1,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,1,1,ددام_۱۳۹۵_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,14.097835054200619,11.523083695002944,1395,1396,1,dev,3
ددام|1396,ددام,شرکت داروسازی زاگرس فارمد پارس,مواد و محصولات دارویی,1396,1396/12/29,میلیون ریال,1124297.0,1426780.0,-302483.0,106200.0,419303.0,934520.0,1152905.0,682644.0,234157.0,165420.0,-47535.0,138610.0,-214028.0,1.269041899071153,0.8105784951925787,-0.0422797534815088,0.1571493274002175,-0.2690418990711529,0.1232859288960123,-0.1903660687522959,-0.0696336597113576,0.2423224989892242,0.343014807132268,-0.0696336597113576,-0.3135279882339843,0.6071740830047576,0.2611614648187081,0.7956643969875168,0.2611614648187081,3.948239171374765,-4.716893180773796,1,1,1,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,0,0,ددام_۱۳۹۶_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,13.93266939885163,12.36375138016086,1396,1397,0,test,
ددام|1397,ددام,شرکت داروسازی زاگرس فارمد پارس,مواد و محصولات دارویی,1397,1397/12/29,میلیون ریال,1798713.0,1174059.0,624654.0,920223.0,306189.0,883537.0,751808.0,734579.0,269456.0,218564.0,113114.0,343430.0,-183189.0,0.6527216960126491,1.17521627862433,0.062886074654489,0.1810826473535749,0.3472783039873509,0.1909309600809023,-0.1018444854737804,0.1539847994565594,0.2975364120128672,0.366816911455405,0.1539847994565594,-0.2493795766010191,0.4083914443271383,0.07607918622298,3.379593983380667,0.07607918622298,0.3327334787328723,1.879534910526467,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,0,0,ددام_۱۳۹۷_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,14.402582523084893,12.504164101869994,1397,1398,0,test,
ددام|1398,ددام,شرکت داروسازی زاگرس فارمد پارس,مواد و محصولات دارویی,1398,1398/12/29,میلیون ریال,1914176.0,812929.0,1101247.0,920223.0,0.0,1043148.0,630666.0,1377782.0,720477.0,658533.0,488149.0,584882.0,-119030.0,0.424688743354843,1.654041917591879,0.2550178249022033,0.4432693119708839,0.5753112566451569,0.3055528854191046,-0.06218341469123,0.35430060778846,0.4779660352653758,0.5229252523258396,0.35430060778846,-0.0863924771843441,0.7197781186265004,0.8756076609867693,3.315548915253638,0.8756076609867693,0.0,0.7381895251474011,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,0,0,ددام_۱۳۹۸_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,14.464798323208377,13.487670159604386,1398,1399,0,unused_no_positive_post_test,
ددام|1399,ددام,شرکت داروسازی زاگرس فارمد پارس,مواد و محصولات دارویی,1399,1399/12/30,میلیون ریال,3893403.0,1931853.0,1961550.0,920223.0,0.0,3069237.0,1859259.0,2500044.0,1409382.0,1336724.0,990975.0,-523206.0,-130224.0,0.4961862411879787,1.650785070826603,0.25452669554115,0.5051999694119447,0.5038137588120213,-0.1343826981178162,-0.0334473467041557,0.3963830236587836,0.5346801896286625,0.563742878125345,0.3963830236587836,-0.0520886832391749,0.6421230989959169,0.8145425038213593,1.0300666394891724,0.8145425038213593,0.0,0.9848604419974,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,1,1,ددام_۱۳۹۹_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,15.174794397216456,14.158662577932015,1399,1400,0,unused_no_positive_post_test,
ددام|1400,ددام,شرکت داروسازی زاگرس فارمد پارس,مواد و محصولات دارویی,1400,1400/12/29,میلیون ریال,4814205.0,2454808.0,2359397.0,1150000.0,0.0,4016181.0,2377064.0,4011017.0,1917156.0,1810381.0,1225808.0,1052371.0,-286849.0,0.5099093204381616,1.689555266496821,0.2546231413078587,0.5195429171097531,0.4900906795618383,0.21859704769531,-0.0595838772964591,0.3056102729058491,0.4513521134415536,0.4779725441203565,0.3056102729058491,-0.0715152790426966,0.8331629002088611,0.6043785629372923,0.236971669315573,0.6043785629372923,0.0,1.040438722266749,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,1,1,ددام_۱۴۰۰_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,15.387081688266692,14.466353917474466,1400,1401,0,unused_no_positive_post_test,
ددام|1401,ددام,شرکت داروسازی زاگرس فارمد پارس,مواد و محصولات دارویی,1401,1401/12/29,میلیون ریال,6328378.0,4285992.0,2042386.0,1150000.0,0.0,5582515.0,4155548.0,4160295.0,1556469.0,1223454.0,819359.0,584463.0,-245089.0,0.6772654857216178,1.343388405091218,0.1294737766928587,0.4011773484542099,0.3227345142783822,0.0923558927737881,-0.0387285652026475,0.1969473318598801,0.2940786650946627,0.3741246714475776,0.1969473318598801,-0.0589114473853416,0.6574030501970647,0.0372169950912698,-0.3315763969561301,0.0372169950912698,0.0,2.098522022771406,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,1,1,ددام_۱۴۰۱_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,15.660554679177228,14.257930994665847,1401,1402,0,unused_no_positive_post_test,
دیران|1392,دیران,ایران دارو,مواد و محصولات دارویی,1392,1392/12/29,میلیون ریال,455777.0,256012.0,199765.0,70000.0,0.0,412066.0,249425.0,461304.0,227727.0,202913.0,151816.0,104718.0,-49104.0,0.5617045177795281,1.65206374661722,0.3330927185882569,0.7599729682376792,0.4382954822204719,0.2297570961237622,-0.1077368976495084,0.3291018504066733,0.4398682864228361,0.4936592789136881,0.3291018504066733,-0.1064460746058997,1.0121265443407632,,,,0.0,1.281565839861838,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,,audited_indicated,separate_or_parent_only_indicated,0,0,0,ديران_۱۳۹۲_۱۲_۲۹_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۲_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,13.029761127845164,12.335907213310406,1392,1393,0,dev,
دیران|1393,دیران,ایران دارو,مواد و محصولات دارویی,1393,1393/12/29,میلیون ریال,578003.0,327005.0,250998.0,110000.0,0.0,524231.0,317721.0,529940.0,211396.0,184335.0,144081.0,95808.0,-47026.0,0.5657496587387955,1.649972774855927,0.2492737926965777,0.574032462410059,0.4342503412612045,0.1657569251370667,-0.0813594393108686,0.2718817224591463,0.3478412650488734,0.3989055364758274,0.2718817224591463,-0.0887383477374797,0.9168464523540536,0.1487869170872136,-0.0509498340095905,0.1487869170872136,0.0,1.302819145969291,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,,audited_indicated,separate_or_parent_only_indicated,0,0,0,ديران_۱۳۹۳_۱۲_۲۹_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,13.267336068045793,12.261493161210673,1393,1394,0,dev,1
دیران|1394,دیران,ایران دارو,مواد و محصولات دارویی,1394,1394/12/29,میلیون ریال,828845.0,523538.0,305307.0,110000.0,0.0,741264.0,501828.0,635046.0,245988.0,203902.0,164856.0,43990.0,-64420.0,0.631647654265876,1.477127621416103,0.1988984671440377,0.5399679666696146,0.368352345734124,0.0530738557872702,-0.0777226139989986,0.2595969425836869,0.3210822523092815,0.3873546168309067,0.2595969425836869,-0.1014414703816731,0.7661818554735808,0.1983356606408272,0.144189726612114,0.1983356606408272,0.0,1.714791996252952,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,,audited_indicated,separate_or_parent_only_indicated,0,0,0,ديران_۱۳۹۴_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,13.627789650877682,12.41304209846758,1394,1395,0,dev,2
دیران|1395,دیران,ایران دارو,مواد و محصولات دارویی,1395,1395/12/30,میلیون ریال,1286153.0,889747.0,396406.0,240000.0,0.0,1133764.0,830454.0,739007.0,309238.0,269939.0,136744.0,-93825.0,-96816.0,0.6917893905312976,1.365233956366036,0.1063201656412573,0.3449594607548826,0.3082106094687024,-0.0729501078021044,-0.0752756476095767,0.1850374894960399,0.3652725887576166,0.4184507047971129,0.1850374894960399,-0.1310082313158062,0.5745871603145194,0.1637062512007004,-0.1705245790265444,0.1637062512007004,0.0,2.244534643774312,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,,audited_indicated,separate_or_parent_only_indicated,0,1,1,ديران_۱۳۹۵_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,14.06716692777651,12.641869719694865,1395,1396,0,dev,3
دیران|1396,دیران,ایران دارو,مواد و محصولات دارویی,1396,1396/12/29,میلیون ریال,1360790.0,990523.0,370267.0,300000.0,0.0,1181655.0,927373.0,725615.0,232592.0,176441.0,47861.0,98998.0,-123105.0,0.7279029093394278,1.274196035467929,0.0351714812719082,0.1292607766827721,0.2720970906605722,0.0727503876424723,-0.0904658323473864,0.0659592207989085,0.2431606292593179,0.320544641442087,0.0659592207989085,-0.1696560848383785,0.5332306968746096,-0.0181216145449231,-0.6499956122389282,-0.0181216145449231,0.0,2.675158736803442,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,,audited_indicated,separate_or_parent_only_indicated,0,1,1,ديران_۱۳۹۶_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,14.123576706285304,12.357045424030876,1396,1397,0,test,
دیران|1397,دیران,ایران دارو,مواد و محصولات دارویی,1397,1397/12/29,میلیون ریال,1531821.0,909128.0,622693.0,530000.0,0.0,1365039.0,600132.0,789436.0,401232.0,311474.0,67426.0,152711.0,-159935.0,0.5934949318490869,2.274564595788926,0.0440168923131358,0.108281287889859,0.4065050681509132,0.0996924575390988,-0.1044084132545512,0.0854103435870672,0.3945525666425144,0.5082514605363829,0.0854103435870672,-0.202594003820449,0.5153578649202485,0.0879543559601166,0.4087879484340068,0.0879543559601166,0.0,1.459993929592913,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,,audited_indicated,separate_or_parent_only_indicated,0,0,0,ديران_۱۳۹۷_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,14.24196843454277,12.902297584927584,1397,1398,0,test,
دیران|1398,دیران,ایران دارو,مواد و محصولات دارویی,1398,1398/09/30,میلیون ریال,1905859.0,1119010.0,786849.0,530000.0,0.0,1744623.0,812119.0,981294.0,519152.0,440409.0,227756.0,123825.0,,0.5871420708457447,2.148235664970282,0.1195030692197061,0.2894532496069767,0.4128579291542554,0.0649707034990521,,0.2320976180431145,0.4488043338693602,0.5290483789771465,0.2320976180431145,,0.5148827903848081,0.2430317340481052,2.3778661050633287,0.2430317340481052,0.0,1.42214071569005,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,,audited_indicated,separate_or_parent_only_indicated,0,0,0,ديران_۱۳۹۹_۰۹_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۰۹_۳۰ (حسابرسی شده).xlsx,,observed_or_verified,observed_or_verified,14.460443908242501,13.159953916391586,1398,1399,0,unused_no_positive_post_test,
دیران|1399,دیران,ایران دارو,مواد و محصولات دارویی,1399,1399/09/30,میلیون ریال,3410602.0,2071371.0,1339231.0,580000.0,0.0,3257537.0,1854018.0,2203331.0,1195479.0,1188721.0,709082.0,-288595.0,-213054.0,0.607332957642082,1.757014764689447,0.2079052319795742,0.5294695239282842,0.3926670423579181,-0.0846170265542564,-0.0624681507839378,0.3218227311284596,0.5395108587860834,0.5425780329873269,0.3218227311284596,-0.0966963202532892,0.6460240743423009,1.2453321838307378,2.113340592563972,1.2453321838307378,0.0,1.546686867314153,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,user_confirmed_correct_source,audited_indicated,separate_or_parent_only_indicated,0,1,1,Archive(16).zip / Codal audited Diran income statements 1399-1400,,observed_or_verified,observed_or_verified,15.042399666471189,13.994058336338654,1399,1400,0,unused_no_positive_post_test,
دیران|1400,دیران,ایران دارو,مواد و محصولات دارویی,1400,1400/09/30,میلیون ریال,4744599.0,3162597.0,1582002.0,880000.0,0.0,4590183.0,3058360.0,2838181.0,1281726.0,1172428.0,662803.0,29910.0,-347721.0,0.6665678174277742,1.500864188650126,0.1396963157476533,0.4189647042165559,0.3334321825722258,0.0063040100965329,-0.0732877530851395,0.2335309129333189,0.4130913426592595,0.4516012192316135,0.2335309129333189,-0.1225154421088718,0.5981919652219292,0.2881319238915987,-0.0652660764199345,0.2881319238915987,0.0,1.9991106205934,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,user_confirmed_correct_source,audited_indicated,separate_or_parent_only_indicated,0,1,1,Archive(16).zip / Codal audited Diran income statements 1399-1400,,observed_or_verified,observed_or_verified,15.3725176872104,14.063718945268057,1400,1401,0,unused_no_positive_post_test,
دیران|1401,دیران,ایران دارو,مواد و محصولات دارویی,1401,1401/09/30,میلیون ریال,5092960.0,3510103.0,1582857.0,880000.0,0.0,4933747.0,3398969.0,3494713.0,1257261.0,1137222.0,599256.0,378968.0,-453172.0,0.6892068659482894,1.451542217654824,0.1176635983789387,0.3785913699089684,0.3107931340517106,0.0744101661901919,-0.088980082309698,0.1714750252738923,0.3254121296941981,0.3597608730674021,0.1714750252738923,-0.129673595514138,0.6861850475951117,0.2313213991637601,-0.0958761502286501,0.2313213991637601,0.0,2.217574297615009,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,user_confirmed_correct_source,audited,separate_parent_only_user_confirmed,0,1,1,52a8979a-4efd-4f9a-afe6-3f01afecec7e.zip | file_0.pdf نظر حسابرس; file_2.pdf صورت سود و زیان; file_4.pdf سود و زیان جامع; file_6.pdf صورت وضعیت مالی; file_8.pdf تغییرات حقوق مالکانه; file_10.pdf جریان نقدی,https://www.codal.ir/Reports/Decision.aspx?LetterSerial=Hr25CiSGJzOKbDJZrjc9rg%3d%3d&rt=0&let=6&ct=0&ft=-1,observed_or_verified,observed_or_verified,15.44336994826821,14.044446898629744,1401,1402,0,unused_no_positive_post_test,
درازک|1393,درازک,لابراتوارهای رازک,مواد و محصولات دارویی,1393,1393/12/29,میلیون ریال,2876043.0,1798424.0,1077619.0,205000.0,0.0,2725943.0,1754191.0,2003918.0,995668.0,821910.0,625531.0,201675.0,-259079.0,0.6253119303153674,1.553960201597204,0.2174970958361888,0.580475102981666,0.3746880696846327,0.0701223869045073,-0.0900817546886468,0.3121539903329378,0.4101515131856693,0.4968606499866761,0.3121539903329378,-0.1292862282788018,0.6967621833192341,,,,0.0,1.668886684440419,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,1,1,,,observed_or_verified,observed_or_verified,14.871926296732472,13.81117015201584,1393,1394,0,dev,1
درازک|1394,درازک,لابراتوارهای رازک,مواد و محصولات دارویی,1394,1394/12/29,میلیون ریال,3604127.0,2503780.0,1100347.0,205000.0,0.0,3241083.0,2455946.0,2300062.0,1144984.0,716687.0,702347.0,479416.0,-354725.0,0.6946980503184266,1.319688217900556,0.1948729886599445,0.6382959193781598,0.3053019496815734,0.1330186200430784,-0.0984218924582846,0.3053600294252938,0.3115946439704669,0.4978057113243034,0.3053600294252938,-0.1542241035241658,0.6381745149380141,0.1477824940940697,0.1228012680426709,0.1477824940940697,0.0,2.275445836631536,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,1,1,,,observed_or_verified,observed_or_verified,15.097590413172913,13.950902094447985,1394,1395,0,dev,2
درازک|1395,درازک,لابراتوارهای رازک,مواد و محصولات دارویی,1395,1395/12/30,میلیون ریال,4186740.0,3016043.0,1170697.0,410000.0,0.0,3779542.0,2964149.0,2340831.0,1277403.0,915383.0,605044.0,576332.0,-394422.0,0.720379818187898,1.275085024403294,0.1445143476786234,0.5168237383370761,0.279620181812102,0.1376565060166143,-0.0942074263030424,0.2584740205508214,0.391050443197309,0.5457049227389761,0.2584740205508214,-0.1684965723710938,0.5591058914573153,0.0177251743648649,-0.1385397816179182,0.0177251743648649,0.0,2.576279771794068,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,1,1,,,observed_or_verified,observed_or_verified,15.247433184955673,14.060340451465299,1395,1396,0,dev,3
درازک|1396,درازک,لابراتوارهای رازک,مواد و محصولات دارویی,1396,1396/12/29,میلیون ریال,4947325.0,3718053.0,1229272.0,410000.0,0.0,4558888.0,3658002.0,2421593.0,1158248.0,1011463.0,673794.0,524851.0,-395681.0,0.7515279469208107,1.246278159497999,0.1361935995714856,0.5481244183549288,0.2484720530791893,0.1060878353453634,-0.0799787764094738,0.2782441145147017,0.4176849701828507,0.4783000281219842,0.2782441145147017,-0.1633969870246569,0.4894752214580606,0.034501422785327,0.1136280997745618,0.034501422785327,0.0,3.024597485340917,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,0,0,,,observed_or_verified,observed_or_verified,15.414357786562991,13.962419939907056,1396,1397,0,test,
درازک|1397,درازک,لابراتوارهای رازک,مواد و محصولات دارویی,1397,1397/12/29,میلیون ریال,5011500.0,3271090.0,1740410.0,593000.0,0.0,4642118.0,3199876.0,3171089.0,1782648.0,1624192.0,1044138.0,1068563.0,-453028.0,0.6527167514716152,1.450718090326,0.208348398683029,0.5999379456564833,0.3472832485283847,0.2132221889653796,-0.0903976853237553,0.3292679581052439,0.5121874535845572,0.5621564074675923,0.3292679581052439,-0.142861963193086,0.6327624463733413,0.3095053545331523,0.5496398008886989,0.3095053545331523,0.0,1.879493912353986,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,0,0,,,observed_or_verified,observed_or_verified,15.427246028988094,14.393611018239934,1397,1398,0,test,
درازک|1398,درازک,لابراتوارهای رازک,مواد و محصولات دارویی,1398,1398/12/29,میلیون ریال,6495450.0,4063937.0,2431513.0,593000.0,0.0,6078676.0,3970160.0,4678524.0,2319303.0,2148117.0,1631006.0,30503.0,-378778.0,0.6256590382498518,1.531090938400467,0.2510997698388872,0.6707782356088575,0.3743409617501482,0.0046960564702984,-0.0583143585124972,0.3486155035220509,0.4591441659805528,0.4957339109514026,0.3486155035220509,-0.080961003940559,0.7202771170588643,0.475368241004904,0.562059804355363,0.475368241004904,0.0,1.671361411598457,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,ok,audit_status_unknown,separate_or_parent_only_indicated,0,0,0,,,observed_or_verified,observed_or_verified,15.686612643705383,14.65677769863349,1398,1399,0,unused_no_positive_post_test,
درازک|1399,درازک,لابراتوارهای رازک,مواد و محصولات دارویی,1399,1399/12/30,میلیون ریال,11006138.0,7177556.0,3828582.0,889500.0,0.0,10227273.0,7053498.0,7486054.0,3823947.0,3577196.0,2825721.0,-578486.0,-765777.0,0.652141196121655,1.449957595507931,0.2567404660926475,0.7380594172986239,0.347858803878345,-0.0525603077119331,-0.0695772667942197,0.3774646829958747,0.4778480091113422,0.5108094331138942,0.3774646829958747,-0.1022938119334966,0.6801708283141643,0.6000888314348714,0.7325019037330335,0.6000888314348714,0.0,1.874729599627225,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,user_confirmed_audited_parent_section_from_consolidated_report_stage33,audited,parent_company_section_user_confirmed,0,0,0,16a052bc-e8b4-4da9-9fce-92366048ea4b.xls,,observed_or_verified,observed_or_verified,16.213963765996922,15.156793954734612,1399,1400,0,unused_no_positive_post_test,
درازک|1400,درازک,لابراتوارهای رازک,مواد و محصولات دارویی,1400,1400/12/29,میلیون ریال,15690080.0,9358242.0,6331838.0,889500.0,0.0,14537137.0,9172004.0,10642416.0,4368362.0,3984493.0,4074450.0,160125.0,-1301672.0,0.5964432303723117,1.584946648518688,0.2596831883585042,0.6434861409909729,0.4035567696276883,0.010205492897423,-0.082961463548943,0.382850097195975,0.3743974112645098,0.4104671345303547,0.382850097195975,-0.1223098213789049,0.6782894669753118,0.4216322778328876,0.4419151784624172,0.4216322778328876,0.0,1.477966113472897,0,0,0,1,complete_canonical_stage106,canonical_formula_stage106,user_confirmed_audited_parent_section_from_consolidated_report_stage32,audited,parent_company_section_user_confirmed,0,0,0,6fd0c429-4a3f-4afc-a6e1-a26f3803f7c8.xls,,observed_or_verified,observed_or_verified,16.56853928721979,15.289898897349504,1400,1401,0,unused_no_positive_post_test,
