ticker,fiscal_year_t,target_year,temporal_folds,pair_cutoff_date,window_start_calendar_date,window_first_trading_date,window_last_trading_date,t_star,window_trading_day_count,usable_daily_return_count,usable_amihud_day_count,missing_price_day_count,zero_traded_value_day_count,d2_start_trading_date,d2_end_trading_date,d2_effective_span_days,d2_status,equity_return_d2,d2_no_start_boundary_price,d2_no_end_boundary_price,d2_start_adjusted_close_is_zero,fewer_than_126_valid_returns,realized_volatility,amihud_illiquidity,equity_return_window_d0_historical,in_three_variable_common_sample,m2_value_status
ددام,1393,1394,"fold1_train,fold2_train",2015-07-20,2014-07-19,2014-07-20,2015-07-19,2015-07-19,241,205,205,24,24,2014-07-20,2015-07-15,360,OBSERVED_COMPLETE,0.3089430894308942,False,False,False,False,0.01488563366923558,4.647198507468108e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
ددام,1394,1395,"fold1_train,fold2_train",2016-07-19,2015-07-18,2015-07-19,2016-07-18,2016-07-18,247,136,136,92,92,2015-07-20,2016-07-18,364,OBSERVED_COMPLETE,-0.3190184049079755,False,False,False,False,0.017100017373074632,6.289796236938554e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ددام,1395,1396,"fold1_validation,fold2_train",2017-07-21,2016-07-19,2016-07-19,2017-07-19,2017-07-19,243,145,145,90,90,2016-07-19,2017-07-19,365,OBSERVED_COMPLETE,-0.03539823008849563,False,False,False,False,0.02373191055165901,5.912947208830321e-11,-0.03539823008849563,True,OBSERVED_COMPLETE
ددام,1396,1397,"fold1_validation,fold2_train",2018-07-20,2017-07-18,2017-07-18,2018-07-18,2018-07-18,242,200,200,25,25,2017-07-18,2018-07-18,365,OBSERVED_COMPLETE,-0.4954128440366973,False,False,False,False,0.010429042771004643,5.033648430391869e-11,-0.4954128440366973,True,OBSERVED_COMPLETE
ددام,1397,1398,fold2_validation,2019-07-20,2018-07-17,2018-07-17,2019-07-17,2019-07-17,246,196,196,41,41,2018-07-17,2019-07-17,365,OBSERVED_COMPLETE,21.363636363636363,False,False,False,False,0.033815803624904626,2.060956073969028e-11,21.363636363636363,True,OBSERVED_COMPLETE
ددام,1398,1399,fold2_validation,2020-07-19,2019-07-18,2019-07-20,2020-07-18,2020-07-18,240,228,228,7,7,2019-07-20,2020-07-18,364,OBSERVED_COMPLETE,2.747892074198988,False,False,False,False,0.034016613300067174,1.3429909604726765e-12,2.747892074198988,True,OBSERVED_COMPLETE
دروز,1392,1393,"fold1_train,fold2_train",2014-07-20,2013-07-16,2013-07-16,2014-07-16,2014-07-16,245,54,54,164,164,2013-07-16,,,UNAVAILABLE: usable_daily_return_count=54 < 126; no valid adjusted_close in end-boundary month,,False,True,False,True,,,,False,OBSERVED_INCOMPLETE: usable_daily_return_count=54 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=54 < 126
دروز,1393,1394,"fold1_train,fold2_train",2015-07-20,2014-07-19,2014-07-20,2015-07-19,2015-07-19,241,97,97,136,136,,2015-07-15,,UNAVAILABLE: usable_daily_return_count=97 < 126; no valid adjusted_close in start-boundary month,,True,False,False,True,,,,False,OBSERVED_INCOMPLETE: usable_daily_return_count=97 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=97 < 126
دروز,1394,1395,"fold1_train,fold2_train",2016-07-19,2015-07-18,2015-07-19,2016-07-18,2016-07-18,247,179,179,47,47,2015-07-20,2016-07-11,357,OBSERVED_COMPLETE,-0.02270663033605813,False,False,False,False,0.016694528734279266,4.686459648127519e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
دروز,1395,1396,"fold1_validation,fold2_train",2017-07-21,2016-07-19,2016-07-19,2017-07-19,2017-07-19,243,147,147,65,65,2016-07-19,2017-07-19,365,OBSERVED_COMPLETE,-0.028810408921933095,False,False,False,False,0.015725083778680024,5.599160307490842e-11,-0.028810408921933095,True,OBSERVED_COMPLETE
دروز,1396,1397,"fold1_validation,fold2_train",2018-07-20,2017-07-18,2017-07-18,2018-07-18,2018-07-18,242,155,155,55,55,2017-07-18,2018-07-17,364,OBSERVED_COMPLETE,0.10556621880998085,False,False,False,False,0.013857864143471642,4.863019087926835e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
دروز,1397,1398,fold2_validation,2019-07-20,2018-07-17,2018-07-17,2019-07-17,2019-07-17,246,224,224,15,15,2018-07-17,2019-07-16,364,OBSERVED_COMPLETE,0.8385416666666667,False,False,False,False,0.03286164371342729,4.190098817155908e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
دروز,1398,1399,fold2_validation,2020-07-19,2019-07-18,2019-07-20,2020-07-18,2020-07-18,240,231,231,6,6,2019-07-23,2020-07-18,361,OBSERVED_COMPLETE,5.365527488855869,False,False,False,False,0.026982724825722476,4.5107581264610536e-12,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دسبحا,1392,1393,"fold1_train,fold2_train",2014-07-20,2013-07-16,2013-07-16,2014-07-16,2014-07-16,245,231,231,11,11,2013-07-17,2014-07-16,364,OBSERVED_COMPLETE,0.423913043478261,False,False,False,False,0.025465751347072647,9.807056110321996e-12,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دسبحا,1393,1394,"fold1_train,fold2_train",2015-07-20,2014-07-19,2014-07-20,2015-07-19,2015-07-19,241,223,223,15,15,2014-07-20,2015-07-15,360,OBSERVED_COMPLETE,0.5572519083969465,False,False,False,False,0.013517873910813234,6.847120753209295e-12,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
دسبحا,1394,1395,"fold1_train,fold2_train",2016-07-19,2015-07-18,2015-07-19,2016-07-18,2016-07-18,247,236,236,8,8,2015-07-20,2016-07-18,364,OBSERVED_COMPLETE,0.6213592233009708,False,False,False,False,0.011627108958278072,5.083828199590588e-12,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دسبحا,1395,1396,"fold1_validation,fold2_train",2017-07-21,2016-07-19,2016-07-19,2017-07-19,2017-07-19,243,225,225,13,13,2016-07-19,2017-07-19,365,OBSERVED_COMPLETE,-0.014970059880239472,False,False,False,False,0.0071252975124905145,4.33032436799103e-12,-0.014970059880239472,True,OBSERVED_COMPLETE
دسبحا,1396,1397,"fold1_validation,fold2_train",2018-07-20,2017-07-18,2017-07-18,2018-07-18,2018-07-18,242,223,223,15,15,2017-07-18,2018-07-18,365,OBSERVED_COMPLETE,-0.015197568389057725,False,False,False,False,0.008775724527679179,6.923024778892211e-12,-0.015197568389057725,True,OBSERVED_COMPLETE
دسبحا,1397,1398,fold2_validation,2019-07-20,2018-07-17,2018-07-17,2019-07-17,2019-07-17,246,231,231,11,11,2018-07-17,2019-07-17,365,OBSERVED_COMPLETE,1.4629629629629628,False,False,False,False,0.02577000302012522,4.490793888146362e-12,1.4629629629629628,True,OBSERVED_COMPLETE
دسبحا,1398,1399,fold2_validation,2020-07-19,2019-07-18,2019-07-20,2020-07-18,2020-07-18,240,228,228,8,8,2019-07-20,2020-07-18,364,OBSERVED_COMPLETE,5.386940749697702,False,False,False,False,0.031137161543330866,1.2644302391575817e-12,5.386940749697702,True,OBSERVED_COMPLETE
دسینا,1393,1394,"fold1_train,fold2_train",2015-07-20,2014-07-19,2014-07-20,2015-07-19,2015-07-19,241,216,216,16,16,2014-07-20,2015-07-15,360,OBSERVED_COMPLETE,0.22535211267605626,False,False,False,False,0.009169967189038659,1.4187559793330745e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
دسینا,1394,1395,"fold1_train,fold2_train",2016-07-19,2015-07-18,2015-07-19,2016-07-18,2016-07-18,247,202,202,27,27,2015-07-20,2016-07-18,364,OBSERVED_COMPLETE,1.0186915887850465,False,False,False,False,0.014395044921464725,1.6922075281881983e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دسینا,1395,1396,"fold1_validation,fold2_train",2017-07-21,2016-07-19,2016-07-19,2017-07-19,2017-07-19,243,211,211,20,20,2016-07-19,2017-07-18,364,OBSERVED_COMPLETE,0.6162361623616237,False,False,False,False,0.008213633594939198,7.863657132979438e-12,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
دسینا,1396,1397,"fold1_validation,fold2_train",2018-07-20,2017-07-18,2017-07-18,2018-07-18,2018-07-18,242,220,220,16,16,2017-07-18,2018-07-18,365,OBSERVED_COMPLETE,-0.24543378995433784,False,False,False,False,0.007712472663635714,7.797558315666131e-12,-0.24543378995433784,True,OBSERVED_COMPLETE
دسینا,1397,1398,fold2_validation,2019-07-20,2018-07-17,2018-07-17,2019-07-17,2019-07-17,246,228,228,14,14,2018-07-17,2019-07-13,361,OBSERVED_COMPLETE,1.3126419379258136,False,False,False,False,0.017351847954280627,6.790659737236792e-12,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
دسینا,1398,1399,fold2_validation,2020-07-19,2019-07-18,2019-07-20,2020-07-18,2020-07-18,240,226,226,10,10,2019-07-23,2020-07-18,361,OBSERVED_COMPLETE,2.1032346868547833,False,False,False,False,0.030136183697634926,1.8183868169927064e-12,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دشیمی,1393,1394,"fold1_train,fold2_train",2015-07-20,2014-07-19,2014-07-20,2015-07-19,2015-07-19,241,157,157,54,54,2014-07-21,2015-07-15,359,OBSERVED_COMPLETE,0.12916666666666665,False,False,False,False,0.01511293666659164,7.085451442583921e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
دشیمی,1394,1395,"fold1_train,fold2_train",2016-07-19,2015-07-18,2015-07-19,2016-07-18,2016-07-18,247,163,163,61,61,2015-07-20,2016-07-17,363,OBSERVED_COMPLETE,-0.1333333333333333,False,False,False,False,0.013115091347315493,5.905526534463205e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
دشیمی,1395,1396,"fold1_validation,fold2_train",2017-07-21,2016-07-19,2016-07-19,2017-07-19,2017-07-19,243,173,173,50,50,2016-07-20,2017-07-19,364,OBSERVED_COMPLETE,0.6495726495726495,False,False,False,False,0.017896199244797042,5.210535583876959e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دشیمی,1396,1397,"fold1_validation,fold2_train",2018-07-20,2017-07-18,2017-07-18,2018-07-18,2018-07-18,242,173,173,40,40,2017-07-19,2018-07-18,364,OBSERVED_COMPLETE,-0.1424870466321243,False,False,False,False,0.009009891777567872,3.165454617285137e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دشیمی,1397,1398,fold2_validation,2019-07-20,2018-07-17,2018-07-17,2019-07-17,2019-07-17,246,230,230,10,10,2018-07-17,2019-07-17,365,OBSERVED_COMPLETE,4.332326283987915,False,False,False,False,0.03038344714121492,2.906633224685186e-11,4.332326283987915,True,OBSERVED_COMPLETE
دشیمی,1398,1399,fold2_validation,2020-07-19,2019-07-18,2019-07-20,2020-07-18,2020-07-18,240,226,226,9,9,2019-07-20,2020-07-18,364,OBSERVED_COMPLETE,4.178492239467849,False,False,False,False,0.0343048347191362,2.0187955120433697e-12,4.178492239467849,True,OBSERVED_COMPLETE
دیران,1392,1393,"fold1_train,fold2_train",2014-07-20,2013-07-16,2013-07-16,2014-07-16,2014-07-16,245,213,213,27,27,2013-07-17,2014-07-16,364,OBSERVED_COMPLETE,0.10593220338983045,False,False,False,False,0.025845803931560662,4.275038420440977e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دیران,1393,1394,"fold1_train,fold2_train",2015-07-20,2014-07-19,2014-07-20,2015-07-19,2015-07-19,241,224,224,13,13,2014-07-20,2015-07-15,360,OBSERVED_COMPLETE,0.22519083969465647,False,False,False,False,0.021527321975734277,2.488321741835924e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
دیران,1394,1395,"fold1_train,fold2_train",2016-07-19,2015-07-18,2015-07-19,2016-07-18,2016-07-18,247,231,231,13,13,2015-07-20,2016-07-18,364,OBSERVED_COMPLETE,0.25159235668789814,False,False,False,False,0.016275196188477607,2.3845219550635247e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دیران,1395,1396,"fold1_validation,fold2_train",2017-07-21,2016-07-19,2016-07-19,2017-07-19,2017-07-19,243,210,210,26,26,2016-07-19,2017-07-19,365,OBSERVED_COMPLETE,0.4365482233502538,False,False,False,False,0.017040702014486632,3.382498598668149e-11,0.4365482233502538,True,OBSERVED_COMPLETE
دیران,1396,1397,"fold1_validation,fold2_train",2018-07-20,2017-07-18,2017-07-18,2018-07-18,2018-07-18,242,211,211,19,19,2017-07-18,2018-07-18,365,OBSERVED_COMPLETE,-0.5,False,False,False,False,0.009107894771021889,3.513280677043347e-11,-0.5,True,OBSERVED_COMPLETE
دیران,1397,1398,fold2_validation,2019-07-20,2018-07-17,2018-07-17,2019-07-17,2019-07-17,246,227,227,13,13,2018-07-18,2019-07-17,364,OBSERVED_COMPLETE,3.954225352112676,False,False,False,False,0.029141391986496124,2.939718169042775e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دیران,1398,1399,fold2_validation,2020-04-18,2019-04-15,2019-04-15,2020-04-15,2020-04-15,241,222,222,12,12,2019-04-15,2020-04-15,366,OBSERVED_COMPLETE,7.38474025974026,False,False,False,False,0.03618807147452426,3.1718157446358804e-12,7.38474025974026,True,OBSERVED_COMPLETE
رانفور,1392,1393,"fold1_train,fold2_train",2014-07-20,2013-07-16,2013-07-16,2014-07-16,2014-07-16,245,235,235,6,6,2013-07-16,2014-07-16,365,OBSERVED_COMPLETE,1.1355932203389831,False,False,False,False,0.012668367072766548,2.48706302891736e-12,1.1355932203389831,True,OBSERVED_COMPLETE
رانفور,1393,1394,"fold1_train,fold2_train",2015-07-20,2014-07-19,2014-07-20,2015-07-19,2015-07-19,241,233,233,6,6,2014-07-20,2015-07-15,360,OBSERVED_COMPLETE,0.30434782608695654,False,False,False,False,0.0073844876610230014,1.7781591765899214e-12,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
رانفور,1394,1395,"fold1_train,fold2_train",2016-07-19,2015-07-18,2015-07-19,2016-07-18,2016-07-18,247,240,240,5,5,2015-07-20,2016-07-18,364,OBSERVED_COMPLETE,0.509090909090909,False,False,False,False,0.01360794749144071,2.0135819511848897e-12,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
رانفور,1395,1396,"fold1_validation,fold2_train",2017-07-21,2016-07-19,2016-07-19,2017-07-19,2017-07-19,243,226,226,10,10,2016-07-19,2017-07-19,365,OBSERVED_COMPLETE,0.5803212851405624,False,False,False,False,0.008754410317189447,1.6265546864216213e-12,0.5803212851405624,True,OBSERVED_COMPLETE
رانفور,1396,1397,"fold1_validation,fold2_train",2018-07-20,2017-07-18,2017-07-18,2018-07-18,2018-07-18,242,235,235,4,4,2017-07-18,2018-07-18,365,OBSERVED_COMPLETE,0.15929203539823011,False,False,False,False,0.007835209092337246,1.829843751044234e-12,0.15929203539823011,True,OBSERVED_COMPLETE
رانفور,1397,1398,fold2_validation,2019-07-20,2018-07-17,2018-07-17,2019-07-17,2019-07-17,246,232,232,10,10,2018-07-17,2019-07-17,365,OBSERVED_COMPLETE,0.5278080697928027,False,False,False,False,0.01836072223600483,1.1900759647796542e-12,0.5278080697928027,True,OBSERVED_COMPLETE
رانفور,1398,1399,fold2_validation,2020-07-19,2019-07-18,2019-07-20,2020-07-18,2020-07-18,240,232,232,4,4,2019-07-20,2020-07-18,364,OBSERVED_COMPLETE,2.393833216538192,False,False,False,False,0.027945700230782185,5.452630875548096e-13,2.393833216538192,True,OBSERVED_COMPLETE
رمپنا,1397,1398,fold2_validation,2018-08-22,2017-08-21,2017-08-21,2018-08-21,2018-08-21,245,171,171,67,67,2017-08-26,2018-08-21,360,OBSERVED_COMPLETE,0.13856068743286798,False,False,False,False,0.01776569852015385,9.856285475542576e-13,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
رمپنا,1398,1399,fold2_validation,2019-08-22,2018-08-21,2018-08-21,2019-08-21,2019-08-21,242,217,217,18,18,2018-08-21,2019-08-19,363,OBSERVED_COMPLETE,1.8754716981132074,False,False,False,False,0.028393108787463126,3.1301987005878374e-13,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
زمگسا,1392,1393,"fold1_train,fold2_train",2014-07-20,2013-07-16,2013-07-16,2014-07-16,2014-07-16,245,229,229,12,12,2013-07-16,2014-07-16,365,OBSERVED_COMPLETE,0.3116554054054055,False,False,False,False,0.02381289331191558,3.6002679376184424e-11,0.3116554054054055,True,OBSERVED_COMPLETE
زمگسا,1393,1394,"fold1_train,fold2_train",2015-07-20,2014-07-19,2014-07-20,2015-07-19,2015-07-19,241,196,196,33,33,2014-07-20,2015-07-15,360,OBSERVED_COMPLETE,0.11818778726198298,False,False,False,False,0.020028192608142956,3.306086908250641e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
زمگسا,1394,1395,"fold1_train,fold2_train",2016-07-19,2015-07-18,2015-07-19,2016-07-18,2016-07-18,247,233,233,10,10,2015-07-20,2016-07-18,364,OBSERVED_COMPLETE,0.049736688121708506,False,False,False,False,0.02332282857635019,2.926017368974994e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
زمگسا,1395,1396,"fold1_validation,fold2_train",2017-07-21,2016-07-19,2016-07-19,2017-07-19,2017-07-19,243,220,220,17,17,2016-07-19,2017-07-18,364,OBSERVED_COMPLETE,-0.09325287986834885,False,False,False,False,0.023502768581283057,2.6129085159811565e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
زمگسا,1396,1397,"fold1_validation,fold2_train",2018-07-20,2017-07-18,2017-07-18,2018-07-18,2018-07-18,242,226,226,12,12,2017-07-18,2018-07-17,364,OBSERVED_COMPLETE,-0.2419842710223835,False,False,False,False,0.017836326190036656,2.5418956864099996e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
زمگسا,1397,1398,fold2_validation,2019-07-20,2018-07-17,2018-07-17,2019-07-17,2019-07-17,246,222,222,15,15,2018-07-17,2019-07-17,365,OBSERVED_COMPLETE,2.479648842777334,False,False,False,False,0.032155324595383686,1.2066924015064361e-11,2.479648842777334,True,OBSERVED_COMPLETE
زمگسا,1398,1399,fold2_validation,2020-07-19,2019-07-18,2019-07-20,2020-07-18,2020-07-18,240,225,225,9,9,2019-07-20,2020-07-18,364,OBSERVED_COMPLETE,7.10360254297151,False,False,False,False,0.03280269368404142,2.744022924543403e-12,7.10360254297151,True,OBSERVED_COMPLETE
زپارس,1397,1398,fold2_validation,2019-04-19,2018-04-17,2018-05-05,2019-04-17,2019-04-17,234,114,114,118,118,,2019-04-15,,UNAVAILABLE: usable_daily_return_count=114 < 126; no valid adjusted_close in start-boundary month,,True,False,False,True,,,,False,OBSERVED_INCOMPLETE: usable_daily_return_count=114 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=114 < 126
زپارس,1398,1399,fold2_validation,2020-04-18,2019-04-15,2019-04-15,2020-04-15,2020-04-15,241,229,229,9,9,2019-04-15,2020-04-14,365,OBSERVED_COMPLETE,4.870405278039585,False,False,False,False,0.03167931732049614,1.5948593485696716e-12,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
ساراب,1392,1393,"fold1_train,fold2_train",2014-07-20,2013-07-16,2013-07-16,2014-07-16,2014-07-16,245,233,233,9,9,2013-07-16,2014-07-16,365,OBSERVED_COMPLETE,-0.2517006802721088,False,False,False,False,0.024031951699522453,1.467922028806389e-11,-0.2517006802721088,True,OBSERVED_COMPLETE
ساراب,1393,1394,"fold1_train,fold2_train",2015-07-20,2014-07-19,2014-07-20,2015-07-19,2015-07-19,241,211,211,25,25,2014-07-20,2015-07-15,360,OBSERVED_COMPLETE,-0.27938931297709924,False,False,False,False,0.014114171768990632,2.3866797327230334e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
ساراب,1394,1395,"fold1_train,fold2_train",2016-07-19,2015-07-18,2015-07-19,2016-07-18,2016-07-18,247,224,224,15,15,2015-07-20,2016-07-12,358,OBSERVED_COMPLETE,-0.16916488222698067,False,False,False,False,0.01661129065983196,3.7014984610144587e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
ساراب,1395,1396,"fold1_validation,fold2_train",2017-07-21,2016-07-19,2016-07-19,2017-07-19,2017-07-19,243,230,230,9,9,2016-07-19,2017-07-12,358,OBSERVED_COMPLETE,0.29123711340206193,False,False,False,False,0.023927136873527256,2.335737668678526e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
ساراب,1396,1397,"fold1_validation,fold2_train",2018-07-20,2017-07-18,2017-07-18,2018-07-18,2018-07-18,242,230,230,8,8,2017-07-22,2018-07-18,361,OBSERVED_COMPLETE,-0.25886524822695034,False,False,False,False,0.017145704503824948,2.8271626795842343e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ساراب,1397,1398,fold2_validation,2019-07-20,2018-07-17,2018-07-17,2019-07-17,2019-07-17,246,238,238,5,5,2018-07-17,2019-07-15,363,OBSERVED_COMPLETE,2.684085510688836,False,False,False,False,0.029421329635844727,1.1752990123056985e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
ساراب,1398,1399,fold2_validation,2020-07-19,2019-07-18,2019-07-20,2020-07-18,2020-07-18,240,233,233,4,4,2019-07-21,2020-07-18,363,OBSERVED_COMPLETE,5.223631123919309,False,False,False,False,0.03167549029071503,2.135578656789484e-12,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ساربیل,1393,1394,"fold1_train,fold2_train",2015-04-19,2014-04-18,2014-04-19,2015-04-18,2015-04-18,242,60,60,144,144,2014-04-20,2015-04-15,360,UNAVAILABLE: usable_daily_return_count=60 < 126,,False,False,False,True,,,,False,OBSERVED_INCOMPLETE: usable_daily_return_count=60 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=60 < 126
ساربیل,1394,1395,"fold1_train,fold2_train",2016-04-18,2015-04-17,2015-04-18,2016-04-17,2016-04-17,246,13,13,216,216,2015-04-21,,,UNAVAILABLE: usable_daily_return_count=13 < 126; no valid adjusted_close in end-boundary month,,False,True,False,True,,,,False,OBSERVED_INCOMPLETE: usable_daily_return_count=13 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=13 < 126
ساربیل,1395,1396,"fold1_validation,fold2_train",2017-04-19,2016-04-18,2016-04-18,2017-04-18,2017-04-18,244,17,17,202,202,2016-04-18,2017-04-18,365,UNAVAILABLE: usable_daily_return_count=17 < 126,,False,False,False,True,,,,False,OBSERVED_INCOMPLETE: usable_daily_return_count=17 < 126; usable_amihud_day_count=17 < 126
ساربیل,1396,1397,"fold1_validation,fold2_train",2018-04-19,2017-04-18,2017-04-18,2018-04-18,2018-04-18,243,33,33,169,169,2017-04-18,2018-04-07,354,UNAVAILABLE: usable_daily_return_count=33 < 126,,False,False,False,True,,,,False,OBSERVED_INCOMPLETE: usable_daily_return_count=33 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=33 < 126
ساربیل,1397,1398,fold2_validation,2019-04-19,2018-04-17,2018-04-17,2019-04-17,2019-04-17,245,134,134,79,79,2018-04-30,2019-04-17,352,OBSERVED_COMPLETE,1.5281385281385282,False,False,False,False,0.024389153638702372,6.153707590009479e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ساربیل,1398,1399,fold2_validation,2020-04-18,2019-04-15,2019-04-15,2020-04-15,2020-04-15,241,233,233,5,5,2019-04-15,2020-04-15,366,OBSERVED_COMPLETE,1.7855440826052424,False,False,False,False,0.030297259902353,5.720992527999128e-12,1.7855440826052424,True,OBSERVED_COMPLETE
ساروم,1393,1394,"fold1_train,fold2_train",2015-07-20,2014-07-19,2014-07-20,2015-07-19,2015-07-19,241,134,134,70,70,2014-07-20,2015-07-15,360,OBSERVED_COMPLETE,-0.06365503080082136,False,False,False,False,0.012738738337276807,1.5840820715947847e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
ساروم,1394,1395,"fold1_train,fold2_train",2016-07-19,2015-07-18,2015-07-19,2016-07-18,2016-07-18,247,103,103,103,103,2015-07-20,2016-07-18,364,UNAVAILABLE: usable_daily_return_count=103 < 126,,False,False,False,True,,,,False,OBSERVED_INCOMPLETE: usable_daily_return_count=103 < 126; adjusted_close missing at window start t0; usable_amihud_day_count=103 < 126
ساروم,1395,1396,"fold1_validation,fold2_train",2017-07-21,2016-07-19,2016-07-19,2017-07-19,2017-07-19,243,185,185,39,39,2016-07-20,2017-07-19,364,OBSERVED_COMPLETE,0.7294832826747721,False,False,False,False,0.02150307847149973,3.086954373929087e-11,,True,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
ساروم,1396,1397,"fold1_validation,fold2_train",2018-07-20,2017-07-18,2017-07-18,2018-07-18,2018-07-18,242,223,223,12,12,2017-07-18,2018-07-18,365,OBSERVED_COMPLETE,0.1339285714285714,False,False,False,False,0.018188119179793162,2.01425073075498e-11,0.1339285714285714,True,OBSERVED_COMPLETE
ساروم,1397,1398,fold2_validation,2019-07-20,2018-07-17,2018-07-17,2019-07-17,2019-07-17,246,237,237,6,6,2018-07-17,2019-07-17,365,OBSERVED_COMPLETE,1.0393700787401574,False,False,False,False,0.029603438030183143,8.62899745563375e-12,1.0393700787401574,True,OBSERVED_COMPLETE
ساروم,1398,1399,fold2_validation,2020-07-19,2019-07-18,2019-07-20,2020-07-18,2020-07-18,240,225,225,10,10,2019-07-20,2020-07-18,364,OBSERVED_COMPLETE,8.282407407407407,False,False,False,False,0.032495695152606065,1.731741376653969e-12,8.282407407407407,True,OBSERVED_COMPLETE
سبجنو,1393,1394,"fold1_train,fold2_train",2015-07-20,2014-07-19,2014-07-20,2015-07-19,2015-07-19,241,47,47,154,154,2014-07-21,2015-07-15,359,UNAVAILABLE: usable_daily_return_count=47 < 126,,False,False,False,True,,,,False,OBSERVED_INCOMPLETE: usable_daily_return_count=47 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=47 < 126
سبجنو,1394,1395,"fold1_train,fold2_train",2016-07-19,2015-07-18,2015-07-19,2016-07-18,2016-07-18,247,52,52,162,162,2015-07-22,2016-07-02,346,UNAVAILABLE: usable_daily_return_count=52 < 126,,False,False,False,True,,,,False,OBSERVED_INCOMPLETE: usable_daily_return_count=52 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=52 < 126
سبجنو,1395,1396,"fold1_validation,fold2_train",2017-07-21,2016-07-19,2016-07-19,2017-07-19,2017-07-19,243,105,105,111,111,2016-07-19,2017-07-19,365,UNAVAILABLE: usable_daily_return_count=105 < 126,,False,False,False,True,,,,False,OBSERVED_INCOMPLETE: usable_daily_return_count=105 < 126; usable_amihud_day_count=105 < 126
سبجنو,1396,1397,"fold1_validation,fold2_train",2018-07-20,2017-07-18,2017-07-18,2018-07-18,2018-07-18,242,119,119,90,90,2017-07-18,2018-07-18,365,UNAVAILABLE: usable_daily_return_count=119 < 126,,False,False,False,True,,,,False,OBSERVED_INCOMPLETE: usable_daily_return_count=119 < 126; usable_amihud_day_count=119 < 126
سبجنو,1397,1398,fold2_validation,2019-07-20,2018-07-17,2018-07-17,2019-07-17,2019-07-17,246,230,230,9,9,2018-07-17,2019-07-17,365,OBSERVED_COMPLETE,2.02803738317757,False,False,False,False,0.032797967371010255,2.1346715851484762e-11,2.02803738317757,True,OBSERVED_COMPLETE
