ticker,fiscal_year_t,pair_cutoff_date,t0_trading_date,tN_trading_date,window_trading_day_count,usable_daily_return_count,d0_equity_return_window_usable,realized_volatility_usable,amihud_illiquidity_usable,in_three_variable_common_sample,m2_value_status
بترانس,1395,2017-07-21,2016-07-19,2017-07-19,243,221,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
بموتو,1395,2017-01-19,2016-01-18,2017-01-18,246,204,True,True,True,True,OBSERVED_COMPLETE
بکاب,1395,2017-01-19,2016-01-18,2017-01-18,246,226,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
بکام,1395,2017-07-21,2016-07-19,2017-07-19,243,200,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
تپمپی,1395,2016-10-21,2015-10-19,2016-10-19,245,180,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
تکمبا,1395,2017-07-21,2016-07-19,2017-07-19,243,225,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
ثشرق,1395,2017-01-19,2016-01-18,2017-01-18,246,229,True,True,True,True,OBSERVED_COMPLETE
ثنوسا,1395,2017-01-19,2016-01-18,2017-01-18,246,204,True,True,True,True,OBSERVED_COMPLETE
جم,1395,2017-07-21,2016-07-19,2017-07-19,243,225,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
حپترو,1395,2017-07-21,2016-07-19,2017-07-19,243,205,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
حکشتی,1395,2016-10-21,2015-10-19,2016-10-19,245,233,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
خاذین,1395,2017-07-21,2016-07-19,2017-07-19,243,208,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
خبهمن,1395,2017-07-21,2016-07-19,2017-07-19,243,210,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
ختوقا,1395,2017-07-21,2016-07-19,2017-07-19,243,228,True,True,True,True,OBSERVED_COMPLETE
خرینگ,1395,2017-07-21,2016-07-19,2017-07-19,243,204,True,True,True,True,OBSERVED_COMPLETE
خمحور,1395,2017-07-21,2016-07-19,2017-07-19,243,198,True,True,True,True,OBSERVED_COMPLETE
خمهر,1395,2017-07-21,2016-07-19,2017-07-19,243,233,True,True,True,True,OBSERVED_COMPLETE
خنصیر,1395,2017-07-21,2016-07-19,2017-07-19,243,192,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
خوساز,1395,2017-07-21,2016-07-19,2017-07-19,243,130,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
خچرخش,1395,2017-07-21,2016-07-19,2017-07-19,243,232,True,True,True,True,OBSERVED_COMPLETE
خکمک,1395,2017-07-21,2016-07-19,2017-07-19,243,133,True,True,True,True,OBSERVED_COMPLETE
ددام,1395,2017-07-21,2016-07-19,2017-07-19,243,145,True,True,True,True,OBSERVED_COMPLETE
دروز,1395,2017-07-21,2016-07-19,2017-07-19,243,147,True,True,True,True,OBSERVED_COMPLETE
دسبحا,1395,2017-07-21,2016-07-19,2017-07-19,243,225,True,True,True,True,OBSERVED_COMPLETE
دسینا,1395,2017-07-21,2016-07-19,2017-07-19,243,211,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
دشیمی,1395,2017-07-21,2016-07-19,2017-07-19,243,173,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
دیران,1395,2017-07-21,2016-07-19,2017-07-19,243,210,True,True,True,True,OBSERVED_COMPLETE
رانفور,1395,2017-07-21,2016-07-19,2017-07-19,243,226,True,True,True,True,OBSERVED_COMPLETE
زمگسا,1395,2017-07-21,2016-07-19,2017-07-19,243,220,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
ساراب,1395,2017-07-21,2016-07-19,2017-07-19,243,230,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
ساربیل,1395,2017-04-19,2016-04-18,2017-04-18,244,17,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=17 < 126; usable_amihud_day_count=17 < 126
ساروم,1395,2017-07-21,2016-07-19,2017-07-19,243,185,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
سبجنو,1395,2017-07-21,2016-07-19,2017-07-19,243,105,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=105 < 126; usable_amihud_day_count=105 < 126
سبهان,1395,2017-07-21,2016-07-19,2017-07-19,243,177,True,True,True,True,OBSERVED_COMPLETE
ستران,1395,2017-07-21,2016-07-19,2017-07-19,243,187,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
سخاش,1395,2017-07-21,2016-07-19,2017-07-19,243,105,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=105 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=105 < 126
سخزر,1395,2017-07-21,2016-07-19,2017-07-19,243,98,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=98 < 126; usable_amihud_day_count=98 < 126
سخوز,1395,2017-07-21,2016-07-19,2017-07-19,243,198,True,True,True,True,OBSERVED_COMPLETE
سدشت,1395,2017-01-19,2016-01-18,2017-01-18,246,42,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=42 < 126; adjusted_close missing at window start t0; usable_amihud_day_count=42 < 126
سدور,1395,2017-07-21,2016-07-19,2017-07-19,243,204,True,True,True,True,OBSERVED_COMPLETE
سرود,1395,2017-07-21,2016-07-19,2017-07-19,243,213,True,True,True,True,OBSERVED_COMPLETE
سشرق,1395,2017-01-19,2016-01-18,2017-01-18,246,205,True,True,True,True,OBSERVED_COMPLETE
سصفها,1395,2017-07-21,2016-07-19,2017-07-19,243,79,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=79 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=79 < 126
سغرب,1395,2017-07-21,2016-07-19,2017-07-19,243,217,True,True,True,True,OBSERVED_COMPLETE
سقاین,1395,2017-07-21,2016-07-19,2017-07-19,243,147,True,True,True,True,OBSERVED_COMPLETE
سمازن,1395,2017-04-19,2016-04-18,2017-04-18,244,53,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=53 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=53 < 126
سنیر,1395,2017-07-21,2016-07-19,2017-07-19,243,9,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=9 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=9 < 126
سهگمت,1395,2017-05-20,2016-05-17,2017-05-17,243,169,True,True,True,True,OBSERVED_COMPLETE
سپاها,1395,2017-01-19,2016-01-18,2017-01-18,246,223,True,True,True,True,OBSERVED_COMPLETE
سکرد,1395,2017-01-19,2016-01-18,2017-01-18,246,184,True,True,True,True,OBSERVED_COMPLETE
سیلام,1395,2017-05-20,2016-05-17,2017-05-17,243,55,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=55 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=55 < 126
شاراک,1395,2017-07-21,2016-07-19,2017-07-19,243,220,True,True,True,True,OBSERVED_COMPLETE
شبریز,1395,2017-07-21,2016-07-19,2017-07-19,243,182,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
شبندر,1395,2017-07-21,2016-07-19,2017-07-19,243,194,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
شدوص,1395,2017-07-21,2016-07-19,2017-07-19,243,60,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=60 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=60 < 126
شفارس,1395,2017-07-21,2016-07-19,2017-07-19,243,226,True,True,True,True,OBSERVED_COMPLETE
شلعاب,1395,2017-07-21,2016-07-19,2017-07-19,243,215,True,True,True,True,OBSERVED_COMPLETE
شپارس,1395,2017-01-19,2016-01-18,2017-01-18,246,179,True,True,True,True,OBSERVED_COMPLETE
شپنا,1395,2017-07-21,2016-07-19,2017-07-19,243,213,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
شکربن,1395,2017-07-21,2016-07-19,2017-07-19,243,221,True,True,True,True,OBSERVED_COMPLETE
شکلر,1395,2017-01-19,2016-01-18,2017-01-18,246,227,True,True,True,True,OBSERVED_COMPLETE
شیران,1395,2017-04-19,2016-04-18,2017-04-18,244,223,True,True,True,True,OBSERVED_COMPLETE
غبهنوش,1395,2017-07-21,2016-07-19,2017-07-19,243,151,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
غدام,1395,2017-04-19,2016-04-18,2017-04-18,244,24,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=24 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=24 < 126
غسالم,1395,2017-07-21,2016-07-19,2017-07-19,243,89,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=89 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=89 < 126
غشان,1395,2017-07-21,2016-07-19,2017-07-19,243,183,True,True,True,True,OBSERVED_COMPLETE
غشهد,1395,2017-07-21,2016-07-19,2017-07-19,243,113,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=113 < 126; adjusted_close missing at window end T*; usable_amihud_day_count=113 < 126
غنوش,1395,2017-07-21,2016-07-19,2017-07-19,243,6,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=6 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=6 < 126
غگل,1395,2017-01-19,2016-01-18,2017-01-18,246,221,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فاذر,1395,2017-07-21,2016-07-19,2017-07-19,243,208,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فایرا,1395,2017-07-21,2016-07-19,2017-07-19,243,0,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=0 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=0 < 126
فباهنر,1395,2017-07-21,2016-07-19,2017-07-19,243,192,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
فجام,1395,2017-07-21,2016-07-19,2017-07-19,243,148,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
فجر,1395,2017-07-21,2016-07-19,2017-07-19,243,159,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
فخوز,1395,2017-07-21,2016-07-19,2017-07-19,243,205,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
فرآور,1395,2017-07-21,2016-07-19,2017-07-19,243,208,True,True,True,True,OBSERVED_COMPLETE
فسرب,1395,2017-07-21,2016-07-19,2017-07-19,243,217,True,True,True,True,OBSERVED_COMPLETE
فسپا,1395,2017-07-21,2016-07-19,2017-07-19,243,94,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=94 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=94 < 126
فمراد,1395,2017-07-21,2016-07-19,2017-07-19,243,174,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فملی,1395,2017-07-21,2016-07-19,2017-07-19,243,204,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فنورد,1395,2017-07-21,2016-07-19,2017-07-19,243,103,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=103 < 126; adjusted_close missing at window start t0; adjusted_close missing at window end T*; usable_amihud_day_count=103 < 126
فولاژ,1395,2017-07-21,2016-07-19,2017-07-19,243,225,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
فپنتا,1395,2017-07-21,2016-07-19,2017-07-19,243,162,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
لابسا,1395,2017-07-21,2016-07-19,2017-07-19,243,219,True,True,True,True,OBSERVED_COMPLETE
لبوتان,1395,2017-07-21,2016-07-19,2017-07-19,243,224,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
لخزر,1395,2017-07-21,2016-07-19,2017-07-19,243,231,True,True,True,True,OBSERVED_COMPLETE
لسرما,1395,2017-07-21,2016-07-19,2017-07-19,243,191,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
همراه,1395,2017-07-21,2016-07-19,2017-07-19,243,226,True,True,True,True,OBSERVED_COMPLETE
پدرخش,1395,2017-07-21,2016-07-19,2017-07-19,243,229,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
پسهند,1395,2017-07-21,2016-07-19,2017-07-19,243,211,True,True,True,True,OBSERVED_COMPLETE
پلاسک,1395,2017-07-21,2016-07-19,2017-07-19,243,215,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
چافست,1395,2017-01-19,2016-01-18,2017-01-18,246,224,True,True,True,True,OBSERVED_COMPLETE
چکارن,1395,2017-07-21,2016-07-19,2017-07-19,243,189,True,True,True,True,OBSERVED_COMPLETE
کبافق,1395,2017-07-21,2016-07-19,2017-07-19,243,202,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
کرازی,1395,2017-07-21,2016-07-19,2017-07-19,243,220,True,True,True,True,OBSERVED_COMPLETE
کفرا,1395,2017-07-21,2016-07-19,2017-07-19,243,195,True,True,True,True,OBSERVED_COMPLETE
کفپارس,1395,2017-04-19,2016-04-18,2017-04-18,244,230,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
کهمدا,1395,2016-10-21,2015-10-19,2016-10-19,245,232,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
کگاز,1395,2017-07-21,2016-07-19,2017-07-19,243,95,False,False,False,False,OBSERVED_INCOMPLETE: usable_daily_return_count=95 < 126; usable_amihud_day_count=95 < 126
کگل,1395,2017-07-21,2016-07-19,2017-07-19,243,211,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window end T*
بالبر,1396,2018-01-20,2017-01-17,2018-01-17,245,221,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
بترانس,1396,2018-07-20,2017-07-18,2018-07-18,242,229,True,True,True,True,OBSERVED_COMPLETE
بموتو,1396,2018-01-20,2017-01-17,2018-01-17,245,231,True,True,True,True,OBSERVED_COMPLETE
بکاب,1396,2018-01-20,2017-01-17,2018-01-17,245,227,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
بکام,1396,2018-07-20,2017-07-18,2018-07-18,242,180,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
تپمپی,1396,2017-10-22,2016-10-22,2017-10-21,242,204,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0
تکمبا,1396,2018-07-20,2017-07-18,2018-07-18,242,212,True,True,True,True,OBSERVED_COMPLETE
ثشرق,1396,2018-01-20,2017-01-17,2018-01-17,245,228,True,True,True,True,OBSERVED_COMPLETE
ثنوسا,1396,2018-01-20,2017-01-17,2018-01-17,245,210,True,True,True,True,OBSERVED_COMPLETE
جم,1396,2018-07-20,2017-07-18,2018-07-18,242,227,True,True,True,True,OBSERVED_COMPLETE
حپترو,1396,2018-07-20,2017-07-18,2018-07-18,242,226,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
حکشتی,1396,2017-10-22,2016-10-22,2017-10-21,242,220,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
خاذین,1396,2018-07-20,2017-07-18,2018-07-18,242,228,True,True,True,True,OBSERVED_COMPLETE
خبهمن,1396,2018-07-20,2017-07-18,2018-07-18,242,210,False,True,True,False,OBSERVED_INCOMPLETE: adjusted_close missing at window start t0; adjusted_close missing at window end T*
ختوقا,1396,2018-07-20,2017-07-18,2018-07-18,242,234,True,True,True,True,OBSERVED_COMPLETE
