outer_archive,nested_archive,relative_path,filename,actual_file_type,extension,byte_size,sha256,parse_status,error_status,cell_count,payload_verdict,payload_verdict_reason,ticker_inferred,fiscal_year_inferred,fiscal_year_end_from_filename,scope_inferred,audited_marker,correction_marker,auditor_block_status,auditor_block_sheet,auditor_block_start,auditor_block_end,fye_content,fye_loc,opinion_category,opinion_evidence_kind,opinion_heading_location,opinion_paragraph_location,opinion_conflict,opinion_reject_reason,auditor_report_date,auditor_report_date_location,report_date_reject_reason,company_name
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تاپيكو.zip,تاپيكو.zip!تاپيكو_۱۳۹۴_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۰۲_۳۱ (حسابرسی شده)(اصلاحیه).xlsx,تاپيكو_۱۳۹۴_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۰۲_۳۱ (حسابرسی شده)(اصلاحیه).xlsx,OLE2_LEGACY_EXCEL,.xlsx,106496,61a1643d092e021e33f17ecf9dd14a83bcf1e8adee94acdfecd82e14ebf72d09,OK,,1200,PAYLOAD_SUBSTANTIVE,,تاپیکو,1394,1394/02/31,separate,audited,correction,DETECTED,Sheet1,9,94,1394/02/31,Sheet1!R6C4,مشروط,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,Sheet1!R31C14,Sheet1!R33C2,,,1394/06/07,Sheet1!R85C23,,سرمایه گذاری نفت و گاز و پتروشیمی تامین
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تاپيكو.zip,تاپيكو.zip!تاپيكو_۱۳۹۵_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۰۲_۳۱ (حسابرسی شده).xlsx,تاپيكو_۱۳۹۵_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۰۲_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,137216,4fc3a3e2a0c75a6752091ce0843e19bee5d9492d16a3e3c520860923666bbb21,OK,,1442,PAYLOAD_SUBSTANTIVE,,تاپیکو,1395,1395/02/31,separate,audited,original,DETECTED,Sheet1,9,101,1395/02/31,Sheet1!R6C4,مشروط,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,Sheet1!R40C14,Sheet1!R41C2,,,1395/06/20,Sheet1!R92C23,,سرمایه گذاری نفت و گاز و پتروشیمی تامین
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تاپيكو.zip,تاپيكو.zip!تاپيكو_۱۳۹۶_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۰۲_۳۱ (حسابرسی شده).xlsx,تاپيكو_۱۳۹۶_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۰۲_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,129536,b1a09734b240f41e12169328e74f1f33f89886523a99cdd23faa3a7ee01b2416,OK,,1262,PAYLOAD_SUBSTANTIVE,,تاپیکو,1396,1396/02/31,separate,audited,original,DETECTED,Sheet1,11,123,1396/02/31,Sheet1!R8C4,مشروط,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,Sheet1!R39C12,Sheet1!R40C2,,,1396/06/21,Sheet1!R114C20,,سرمایه گذاری نفت و گاز و پتروشیمی تامین
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تاپيكو.zip,تاپيكو.zip!تاپيكو_۱۳۹۷_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۰۲_۳۱ (حسابرسی شده).xlsx,تاپيكو_۱۳۹۷_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۰۲_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,126976,ec7a6da8442dd0148a72564336ef0a4ed83dca4f7f826cbfe86d14f350bddcee,OK,,1361,PAYLOAD_SUBSTANTIVE,,تاپیکو,1397,1397/02/31,separate,audited,original,DETECTED,Sheet1,11,108,1397/02/31,Sheet1!R8C4,مشروط,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,Sheet1!R40C12,Sheet1!R41C2,,,1397/05/15,Sheet1!R99C20,,سرمایه گذاری نفت و گاز و پتروشیمی تامین
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تاپيكو.zip,تاپيكو.zip!تاپيكو_۱۳۹۸_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۰۲_۳۱ (حسابرسی شده).xlsx,تاپيكو_۱۳۹۸_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۰۲_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,212497,877d02b52c9e857589f396b252bd79977f2f4aa0dad212f4bf73fbc2a5ae1c35,OK,,1451,PAYLOAD_SUBSTANTIVE,,تاپیکو,1398,1398/02/31,separate,audited,original,NOT_DETECTED,,,,1398/02/31,HTML_TABLE_1!R1C2,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تاپيكو.zip,تاپيكو.zip!تاپيكو_۱۳۹۹_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۰۲_۳۱ (حسابرسی شده).xlsx,تاپيكو_۱۳۹۹_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۰۲_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,265445,a642df2f84710140371efac9f9382373aff177fe996ce8bfb8a26d4286459807,OK,,1762,PAYLOAD_SUBSTANTIVE,,تاپیکو,1399,1399/02/31,separate,audited,original,NOT_DETECTED,,,,1399/02/31,HTML_TABLE_1!R1C2,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تاپيكو.zip,تاپيكو.zip!تاپيكو_۱۴۰۰_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۰۲_۳۱ (حسابرسی شده).xlsx,تاپيكو_۱۴۰۰_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۰۲_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,360741,cc0449d0490109596c996096aaf72fae1634515051540626451e25bb20f08be6,OK,,1928,PAYLOAD_SUBSTANTIVE,,تاپیکو,1400,1400/02/31,separate,audited,original,NOT_DETECTED,,,,1400/02/31,HTML_TABLE_2!R1C3,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تاپيكو.zip,تاپيكو.zip!تاپيكو_۱۴۰۱_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۰۲_۳۱ (حسابرسی شده).xlsx,تاپيكو_۱۴۰۱_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۰۲_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,309713,454d40cd6880fe528c815dc385f97ac3eba864f74059fbde017ec83ef5c6ada5,OK,,1601,PAYLOAD_SUBSTANTIVE,,تاپیکو,1401,1401/02/31,separate,audited,original,NOT_DETECTED,,,,1401/02/31,HTML_TABLE_2!R1C3,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تاپيكو.zip,تاپيكو.zip!تاپيكو_۱۴۰۲_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۰۲_۳۱ (حسابرسی شده).xlsx,تاپيكو_۱۴۰۲_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۰۲_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,3553,6e539a02e0c3cef16fb40bd9f4888e4cc03db137c589b97ef42e645c33fa0c44,OK,,1,PAYLOAD_NON_SUBSTANTIVE,SUSPICIOUS_SMALL_PAYLOAD:3553_bytes,تاپیکو,1402,1402/02/31,separate,audited,original,NOT_DETECTED,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تاپيكو.zip,تاپيكو.zip!تاپيكو_۱۴۰۳_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۳_۰۲_۳۱ (حسابرسی شده).xlsx,تاپيكو_۱۴۰۳_۰۲_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۳_۰۲_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,434019,2545e17f8c6b0f0b32a0e8fa8b885fe6bbf380890b0688087127e779354afb70,OK,,2283,PAYLOAD_SUBSTANTIVE,,تاپیکو,1403,1403/02/31,separate,audited,original,NOT_DETECTED,,,,1403/02/31,HTML_TABLE_2!R1C3,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۳۹۲_۰۳_۳۱_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۲_۰۳_۳۱ (حسابرسی شده).xlsx,تپمپي_۱۳۹۲_۰۳_۳۱_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۲_۰۳_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,118784,6efcfac5e624fbb2816d52a05f6b30d70f4ee9127cb07eaec49fd17c09986158,OK,,1646,PAYLOAD_SUBSTANTIVE,,تپمپی,1392,1392/03/31,separate,audited,original,DETECTED,Sheet1,9,75,1392/03/31,Sheet1!R6C4,مشروط,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,Sheet1!R39C14,Sheet1!R40C2,,,1392/07/14,Sheet1!R67C23,,گروه صنایع پمپ سازی ایران
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۳۹۳_۰۳_۳۱_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۰۳_۳۱ (حسابرسی شده).xlsx,تپمپي_۱۳۹۳_۰۳_۳۱_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۰۳_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,119808,ba4e3d27cdb2a32903df24a114a30f09c8758e8736d8090803df9a6b16caf89f,OK,,1671,PAYLOAD_SUBSTANTIVE,,تپمپی,1393,1393/03/31,separate,audited,original,DETECTED,Sheet1,9,69,1393/03/31,Sheet1!R6C4,مشروط,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,Sheet1!R36C14,Sheet1!R37C2,,,1393/07/08,Sheet1!R60C23,,گروه صنایع پمپ سازی ایران
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۳۹۴_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۰۳_۳۱ (حسابرسی شده).xlsx,تپمپي_۱۳۹۴_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۰۳_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,95232,719a6a59a533c42f6b39f533b10ff86e44b1e23b67b1d42714d65fb6a23629e7,OK,,1152,PAYLOAD_SUBSTANTIVE,,تپمپی,1394,1394/03/31,separate,audited,original,DETECTED,Sheet1,9,74,1394/03/31,Sheet1!R6C4,مشروط,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,Sheet1!R44C14,Sheet1!R45C2,,,1394/07/08,Sheet1!R66C23,,گروه صنایع پمپ سازی ایران
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۳۹۴_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۰۳_۳۱ (حسابرسی شده)(اصلاحیه).xlsx,تپمپي_۱۳۹۴_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۰۳_۳۱ (حسابرسی شده)(اصلاحیه).xlsx,OLE2_LEGACY_EXCEL,.xlsx,95232,8147c7b2414c002c57b610d341eeee62cd3acf9feeb73894b7f63af7bd8b6271,OK,,1152,PAYLOAD_SUBSTANTIVE,,تپمپی,1394,1394/03/31,separate,audited,correction,DETECTED,Sheet1,9,74,1394/03/31,Sheet1!R6C4,مشروط,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,Sheet1!R44C14,Sheet1!R45C2,,,1394/07/08,Sheet1!R66C23,,گروه صنایع پمپ سازی ایران
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۳۹۵_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۰۳_۳۱ (حسابرسی شده).xlsx,تپمپي_۱۳۹۵_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۰۳_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,119296,430e25288f84435b49b81b0ef6dd5b872999e13cb93ec9fdb8996648e396ac56,OK,,1415,PAYLOAD_SUBSTANTIVE,,تپمپی,1395,1395/03/31,separate,audited,original,DETECTED,Sheet1,9,70,1395/03/31,Sheet1!R6C4,مشروط,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,Sheet1!R44C14,Sheet1!R45C2,,,1395/07/12,Sheet1!R62C23,,گروه صنایع پمپ سازی ایران
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۳۹۶_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۰۳_۳۱ (حسابرسی شده).xlsx,تپمپي_۱۳۹۶_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۰۳_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,115200,53619782e4a522acb20b98b5bd401e5c77a170995ecc6a7072fbf8853d448273,OK,,1404,PAYLOAD_SUBSTANTIVE,,تپمپی,1396,1396/03/31,separate,audited,original,DETECTED,Sheet1,11,76,1396/03/31,Sheet1!R8C4,مشروط,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,Sheet1!R45C12,Sheet1!R46C2,,,1396/06/15,Sheet1!R68C20,,گروه صنایع پمپ سازی ایران
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۳۹۷_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۰۳_۳۱ (حسابرسی شده).xlsx,تپمپي_۱۳۹۷_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۰۳_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,123392,4e9a37b4b13151ffb78c575eda46647ce5eba252abaab5c1a6ef1079c6466813,OK,,1524,PAYLOAD_SUBSTANTIVE,,تپمپی,1397,1397/03/31,separate,audited,original,DETECTED,Sheet1,11,77,1397/03/31,Sheet1!R8C4,مشروط,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,Sheet1!R42C12,Sheet1!R43C2,,,1397/07/04,Sheet1!R69C20,,گروه صنایع پمپ سازی ایران
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۳۹۸_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۰۳_۳۱ (حسابرسی شده).xlsx,تپمپي_۱۳۹۸_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۰۳_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,212192,e12ca221ffc1b6fe107db61fcdd8d80796fc9503edeabbbedce89812b3c3482b,OK,,1500,PAYLOAD_SUBSTANTIVE,,تپمپی,1398,1398/03/31,separate,audited,original,NOT_DETECTED,,,,1398/03/31,HTML_TABLE_1!R1C2,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۳۹۹_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۰۳_۳۱ (حسابرسی شده).xlsx,تپمپي_۱۳۹۹_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۰۳_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,255866,5b9dae6c0b5b5a46e4c26fc48d809a4cb0f6f41e1dd5b11b65f987cc4421547d,OK,,1709,PAYLOAD_SUBSTANTIVE,,تپمپی,1399,1399/03/31,separate,audited,original,NOT_DETECTED,,,,1399/03/31,HTML_TABLE_1!R1C2,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۴۰۰_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۰۳_۳۱ (حسابرسی شده).xlsx,تپمپي_۱۴۰۰_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۰۳_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,277439,c80eb9747b1a4d85cb67ba4966c86b46882bc865ec48597af1d40e3655698f23,OK,,1424,PAYLOAD_SUBSTANTIVE,,تپمپی,1400,1400/03/31,separate,audited,original,NOT_DETECTED,,,,1400/03/31,HTML_TABLE_2!R1C3,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۴۰۱_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۰۳_۳۱ (حسابرسی شده).xlsx,تپمپي_۱۴۰۱_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۰۳_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,279399,b0f930844249bab62fb95411f9e78f81521b82eee0c83ef1e733e3b267ae27bb,OK,,1429,PAYLOAD_SUBSTANTIVE,,تپمپی,1401,1401/03/31,separate,audited,original,NOT_DETECTED,,,,1401/03/31,HTML_TABLE_2!R1C3,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۴۰۲_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۰۳_۳۱ (حسابرسی شده).xlsx,تپمپي_۱۴۰۲_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۰۳_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,323279,e52943a58fad0fb43cfce7f67845efd39b3092f96b8d27501e9c047a53deb422,OK,,1644,PAYLOAD_SUBSTANTIVE,,تپمپی,1402,1402/03/31,separate,audited,original,NOT_DETECTED,,,,1402/03/31,HTML_TABLE_2!R1C3,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,تپمپي.zip,تپمپي.zip!تپمپي_۱۴۰۳_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۳_۰۳_۳۱ (حسابرسی شده).xlsx,تپمپي_۱۴۰۳_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۳_۰۳_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,301671,2c517a388d80907229932163e4fdf89ac51a8ea6bc745ad27dbccb9ba449cba5,OK,,1510,PAYLOAD_SUBSTANTIVE,,تپمپی,1403,1403/03/31,separate,audited,original,NOT_DETECTED,,,,1403/03/31,HTML_TABLE_2!R1C3,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,ثشرق.zip,ثشرق.zip!ثشرق_۱۳۹۲_۰۶_۳۱_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۲_۰۶_۳۱ (حسابرسی شده).xlsx,ثشرق_۱۳۹۲_۰۶_۳۱_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۲_۰۶_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,48640,1bbfe4da1fd813022691eb6034a61e68bb7f8e0660e18877940838d1aa20a357,OK,,352,PAYLOAD_SUBSTANTIVE,,ثشرق,1392,1392/06/31,separate,audited,original,DETECTED,Sheet1,9,66,1392/06/31,Sheet1!R6C4,مقبول,UNQUALIFIED_FAIR_FORMULA|HEADING_CELL,Sheet1!R28C14,Sheet1!R29C2,,,1392/09/16,Sheet1!R57C23,,سرمایه گذاری مسکن شمال شرق
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,ثشرق.zip,ثشرق.zip!ثشرق_۱۳۹۳_۰۶_۳۱_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۰۶_۳۱ (حسابرسی شده).xlsx,ثشرق_۱۳۹۳_۰۶_۳۱_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۰۶_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,46080,c9f84e024c57ff576fd835fc51b0d6caceb1415d2971d31da747c5578b8c7ed4,OK,,320,PAYLOAD_SUBSTANTIVE,,ثشرق,1393,1393/06/31,separate,audited,original,DETECTED,Sheet1,9,60,1393/06/31,Sheet1!R6C4,مقبول,UNQUALIFIED_FAIR_FORMULA|HEADING_CELL,Sheet1!R28C14,Sheet1!R29C2,,,1393/08/27,Sheet1!R51C23,,سرمایه گذاری مسکن شمال شرق
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,ثشرق.zip,ثشرق.zip!ثشرق_۱۳۹۴_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۰۶_۳۱ (حسابرسی شده).xlsx,ثشرق_۱۳۹۴_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۰۶_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,47104,9a1379015181dc3754b1363a87678b388d80ef1fa72ca77db3c1220c6e9cb320,OK,,329,PAYLOAD_SUBSTANTIVE,,ثشرق,1394,1394/06/31,separate,audited,original,DETECTED,Sheet1,9,63,1394/06/31,Sheet1!R6C4,مقبول,UNQUALIFIED_FAIR_FORMULA|HEADING_CELL,Sheet1!R28C14,Sheet1!R29C2,,,1394/09/08,Sheet1!R54C23,,سرمایه گذاری مسکن شمال شرق
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,ثشرق.zip,ثشرق.zip!ثشرق_۱۳۹۵_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۰۶_۳۱ (حسابرسی شده).xlsx,ثشرق_۱۳۹۵_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۰۶_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,73216,3d53dca7762f944c0e7209360dedd0c4a67c2214d112163c7516ef2180bbc5b5,OK,,567,PAYLOAD_SUBSTANTIVE,,ثشرق,1395,1395/06/31,separate,audited,original,DETECTED,Sheet1,9,66,1395/06/31,Sheet1!R6C4,مقبول,UNQUALIFIED_FAIR_FORMULA|HEADING_CELL,Sheet1!R28C14,Sheet1!R29C2,,,1395/08/29,Sheet1!R57C23,,سرمایه گذاری مسکن شمال شرق
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,ثشرق.zip,ثشرق.zip!ثشرق_۱۳۹۶_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۰۶_۳۱ (حسابرسی شده).xlsx,ثشرق_۱۳۹۶_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۰۶_۳۱ (حسابرسی شده).xlsx,OLE2_LEGACY_EXCEL,.xlsx,69632,81bfa6abfbbdf669ecd971f08d1fa65b4df47b9f4eebc19a17244e0d9ace76b9,OK,,567,PAYLOAD_SUBSTANTIVE,,ثشرق,1396,1396/06/31,separate,audited,original,DETECTED,Sheet1,11,64,1396/06/31,Sheet1!R8C4,مقبول,UNQUALIFIED_FAIR_FORMULA|HEADING_CELL,Sheet1!R29C12,Sheet1!R30C2,,,1396/10/07,Sheet1!R55C20,,سرمایه گذاری مسکن شمال شرق
اکسل های صورت مالی کل زیپ ۱۳۹۲-۱۴۰۲.zip,ثشرق.zip,ثشرق.zip!ثشرق_۱۳۹۷_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۰۶_۳۱ (حسابرسی شده).xlsx,ثشرق_۱۳۹۷_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۰۶_۳۱ (حسابرسی شده).xlsx,HTML_MISLABELED_XLSX,.xlsx,113253,8fa6b623b61e65a6168c9586105afbaff8e3be99843f8dc27afe87a335376942,OK,,499,PAYLOAD_SUBSTANTIVE,,ثشرق,1397,1397/06/31,separate,audited,original,NOT_DETECTED,,,,1397/06/31,HTML_TABLE_1!R1C2,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,NO_AUDITOR_BLOCK_DETECTED,
