row_key,ticker,fiscal_year,missing_field,coverage_status,source_file_type,source_relative_path,reason,required_next_document
فجر|1398,فجر,1398,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فجر.zip!فجر_۱۳۹۸_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فجر|1398,فجر,1398,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فجر.zip!فجر_۱۳۹۸_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فجر|1399,فجر,1399,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فجر.zip!فجر_۱۳۹۹_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فجر|1399,فجر,1399,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فجر.zip!فجر_۱۳۹۹_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فجر|1400,فجر,1400,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فجر.zip!فجر_۱۴۰۰_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فجر|1400,فجر,1400,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فجر.zip!فجر_۱۴۰۰_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فجر|1401,فجر,1401,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فجر.zip!فجر_۱۴۰۱_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فجر|1401,فجر,1401,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فجر.zip!فجر_۱۴۰۱_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فجر|1402,فجر,1402,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فجر.zip!فجر_۱۴۰۲_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فجر|1402,فجر,1402,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فجر.zip!فجر_۱۴۰۲_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فرآور|1397,فرآور,1397,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فرآور.zip!فرآور_۱۳۹۷_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فرآور|1397,فرآور,1397,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فرآور.zip!فرآور_۱۳۹۷_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فرآور|1398,فرآور,1398,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فرآور.zip!فرآور_۱۳۹۸_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فرآور|1398,فرآور,1398,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فرآور.zip!فرآور_۱۳۹۸_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فرآور|1399,فرآور,1399,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فرآور.zip!فرآور_۱۳۹۹_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فرآور|1399,فرآور,1399,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فرآور.zip!فرآور_۱۳۹۹_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فرآور|1400,فرآور,1400,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فرآور.zip!فرآور_۱۴۰۰_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فرآور|1400,فرآور,1400,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فرآور.zip!فرآور_۱۴۰۰_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فرآور|1401,فرآور,1401,auditor_opinion_type,MATCHED_SEPARATE_CORRECTION_SELECTED,HTML_MISLABELED_XLSX,فرآور.zip!فرآور_۱۴۰۱_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده)(اصلاحیه).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فرآور|1401,فرآور,1401,auditor_report_date,MATCHED_SEPARATE_CORRECTION_SELECTED,HTML_MISLABELED_XLSX,فرآور.zip!فرآور_۱۴۰۱_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده)(اصلاحیه).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فرآور|1402,فرآور,1402,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فرآور.zip!فرآور_۱۴۰۲_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فرآور|1402,فرآور,1402,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فرآور.zip!فرآور_۱۴۰۲_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فارس|1398,فارس,1398,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فارس.zip!فارس_۱۳۹۸_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۰۳_۳۱ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فارس|1398,فارس,1398,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فارس.zip!فارس_۱۳۹۸_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۰۳_۳۱ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فارس|1399,فارس,1399,auditor_opinion_type,MATCHED_SEPARATE_CORRECTION_SELECTED,HTML_MISLABELED_XLSX,فارس.zip!فارس_۱۳۹۹_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۰۳_۳۱ (حسابرسی شده)(اصلاحیه).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فارس|1399,فارس,1399,auditor_report_date,MATCHED_SEPARATE_CORRECTION_SELECTED,HTML_MISLABELED_XLSX,فارس.zip!فارس_۱۳۹۹_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۰۳_۳۱ (حسابرسی شده)(اصلاحیه).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فارس|1400,فارس,1400,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فارس.zip!فارس_۱۴۰۰_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۰۳_۳۱ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فارس|1400,فارس,1400,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فارس.zip!فارس_۱۴۰۰_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۰۳_۳۱ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فارس|1401,فارس,1401,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فارس.zip!فارس_۱۴۰۱_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۰۳_۳۱ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فارس|1401,فارس,1401,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فارس.zip!فارس_۱۴۰۱_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۰۳_۳۱ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فارس|1402,فارس,1402,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فارس.zip!فارس_۱۴۰۲_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۰۳_۳۱ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فارس|1402,فارس,1402,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فارس.zip!فارس_۱۴۰۲_۰۳_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۰۳_۳۱ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فاذر|1394,فاذر,1394,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1394,فاذر,1394,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1394,فاذر,1394,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1395,فاذر,1395,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1395,فاذر,1395,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1395,فاذر,1395,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1396,فاذر,1396,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1396,فاذر,1396,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1396,فاذر,1396,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1397,فاذر,1397,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1397,فاذر,1397,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1397,فاذر,1397,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1398,فاذر,1398,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1398,فاذر,1398,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1398,فاذر,1398,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1399,فاذر,1399,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1399,فاذر,1399,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1399,فاذر,1399,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1400,فاذر,1400,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1400,فاذر,1400,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1400,فاذر,1400,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1401,فاذر,1401,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1401,فاذر,1401,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1401,فاذر,1401,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1402,فاذر,1402,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1402,فاذر,1402,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فاذر|1402,فاذر,1402,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فباهنر|1397,فباهنر,1397,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فباهنر.zip!فباهنر_۱۳۹۷_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فباهنر|1397,فباهنر,1397,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فباهنر.zip!فباهنر_۱۳۹۷_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فباهنر|1398,فباهنر,1398,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فباهنر.zip!فباهنر_۱۳۹۸_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فباهنر|1398,فباهنر,1398,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فباهنر.zip!فباهنر_۱۳۹۸_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فباهنر|1399,فباهنر,1399,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فباهنر.zip!فباهنر_۱۳۹۹_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فباهنر|1399,فباهنر,1399,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فباهنر.zip!فباهنر_۱۳۹۹_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فباهنر|1400,فباهنر,1400,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فباهنر.zip!فباهنر_۱۴۰۰_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فباهنر|1400,فباهنر,1400,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فباهنر.zip!فباهنر_۱۴۰۰_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فباهنر|1401,فباهنر,1401,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فباهنر.zip!فباهنر_۱۴۰۱_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فباهنر|1401,فباهنر,1401,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فباهنر.zip!فباهنر_۱۴۰۱_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فباهنر|1402,فباهنر,1402,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فباهنر.zip!فباهنر_۱۴۰۲_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فباهنر|1402,فباهنر,1402,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فباهنر.zip!فباهنر_۱۴۰۲_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فسپا|1397,فسپا,1397,auditor_opinion_type,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فسپا.zip!فسپا_۱۳۹۷_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فسپا|1397,فسپا,1397,auditor_report_date,MATCHED_SEPARATE_VALID,HTML_MISLABELED_XLSX,فسپا.zip!فسپا_۱۳۹۷_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,AUDITOR_REPORT_ABSENT_FROM_PAYLOAD,CODAL auditor report (گزارش حسابرس مستقل) for this ticker|fiscal_year
فسپا|1398,فسپا,1398,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1398,فسپا,1398,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1398,فسپا,1398,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1399,فسپا,1399,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1399,فسپا,1399,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1399,فسپا,1399,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1400,فسپا,1400,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1400,فسپا,1400,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1400,فسپا,1400,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1401,فسپا,1401,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1401,فسپا,1401,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1401,فسپا,1401,auditor_report_date,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1402,فسپا,1402,fiscal_year_end,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
فسپا|1402,فسپا,1402,auditor_opinion_type,ONLY_CONSOLIDATED_AVAILABLE,,,ONLY_CONSOLIDATED_AVAILABLE,CODAL separate audited financial statements + auditor report
