unique_request_id,request_type,InsCode,ISIN,ticker,endpoint_date,range_start_date,range_end_date,occurrence_count,evidence_reason,qTotCap,qTotTran5J,zTotTran,raw_close
UNQ0338,POINT_DATE,53113471126689455,IRO1KRTI0001,چکارن,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2540.0
UNQ0339,POINT_DATE,53113471126689455,IRO1KRTI0001,چکارن,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6379.0
UNQ0340,POINT_DATE,53113471126689455,IRO1KRTI0001,چکارن,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,39161.0
UNQ0341,POINT_DATE,54277068923045214,IRO1SORB0001,فسرب,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1160.0
UNQ0342,POINT_DATE,55897939403232751,IRO1SRMA0001,لسرما,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2515.0
UNQ0343,POINT_DATE,55897939403232751,IRO1SRMA0001,لسرما,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2084.0
UNQ0344,POINT_DATE,55897939403232751,IRO1SRMA0001,لسرما,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1779.0
UNQ0345,POINT_DATE,55897939403232751,IRO1SRMA0001,لسرما,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1779.0
UNQ0346,POINT_DATE,55897939403232751,IRO1SRMA0001,لسرما,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5638.0
UNQ0347,POINT_DATE,55897939403232751,IRO1SRMA0001,لسرما,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5638.0
UNQ0348,POINT_DATE,55897939403232751,IRO1SRMA0001,لسرما,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2547.0
UNQ0349,POINT_DATE,55897939403232751,IRO1SRMA0001,لسرما,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5656.0
UNQ0350,POINT_DATE,55897939403232751,IRO1SRMA0001,لسرما,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5516.0
UNQ0351,POINT_DATE,56324206651661881,IRO1NGFO0001,فنورد,2014-07-20,,,1,BOTH,0.0,0.0,0.0,7438.0
UNQ0352,POINT_DATE,56324206651661881,IRO1NGFO0001,فنورد,2015-07-19,,,2,BOTH,0.0,0.0,0.0,3924.0
UNQ0353,POINT_DATE,56324206651661881,IRO1NGFO0001,فنورد,2016-07-19,,,1,BOTH,0.0,0.0,0.0,4813.0
UNQ0354,POINT_DATE,56324206651661881,IRO1NGFO0001,فنورد,2017-07-19,,,1,BOTH,0.0,0.0,0.0,5076.0
UNQ0355,POINT_DATE,56324206651661881,IRO1NGFO0001,فنورد,2018-07-17,,,1,BOTH,0.0,0.0,0.0,7931.0
UNQ0356,POINT_DATE,56324206651661881,IRO1NGFO0001,فنورد,2018-07-18,,,1,BOTH,0.0,0.0,0.0,7931.0
UNQ0357,POINT_DATE,57086055330734195,IRO1TSRZ0001,کرازی,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,8099.0
UNQ0358,POINT_DATE,57722642338781674,IRO1PLKK0001,پلاسک,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1320.0
UNQ0359,POINT_DATE,57722642338781674,IRO1PLKK0001,پلاسک,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1681.0
UNQ0360,POINT_DATE,60350996279289099,IRO1KVEH0001,کاوه,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1000.0
UNQ0361,POINT_DATE,60350996279289099,IRO1KVEH0001,کاوه,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4756.0
UNQ0362,POINT_DATE,60350996279289099,IRO1KVEH0001,کاوه,2020-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,20010.0
UNQ0363,POINT_DATE,6043384171800349,IRO1PMSZ0001,ثشرق,2014-05-11,,,1,BOTH,0.0,0.0,0.0,1000.0
UNQ0364,POINT_DATE,60610861509165508,IRO1KSHJ0001,حکشتی,2012-10-21,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,991.0
UNQ0365,POINT_DATE,60610861509165508,IRO1KSHJ0001,حکشتی,2013-10-21,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1746.0
UNQ0366,POINT_DATE,60610861509165508,IRO1KSHJ0001,حکشتی,2014-10-21,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3588.0
UNQ0367,POINT_DATE,60610861509165508,IRO1KSHJ0001,حکشتی,2015-10-21,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5582.0
UNQ0368,POINT_DATE,60610861509165508,IRO1KSHJ0001,حکشتی,2016-10-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4905.0
UNQ0369,POINT_DATE,60610861509165508,IRO1KSHJ0001,حکشتی,2016-10-22,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4905.0
UNQ0370,POINT_DATE,60610861509165508,IRO1KSHJ0001,حکشتی,2017-10-21,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4261.0
UNQ0371,POINT_DATE,60610861509165508,IRO1KSHJ0001,حکشتی,2019-10-21,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5827.0
UNQ0372,POINT_DATE,60654872678917533,IRO1SGEN0001,سقاین,2015-07-19,,,2,BOTH,0.0,0.0,0.0,24941.0
UNQ0373,POINT_DATE,6110133418282108,IRO1PARS0001,پارس,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,49306.0
UNQ0374,POINT_DATE,6110133418282108,IRO1PARS0001,پارس,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,40006.0
UNQ0375,POINT_DATE,61102694810476197,IRO1BMPS0001,شپارس,2015-01-19,,,2,BOTH,0.0,0.0,0.0,5436.0
UNQ0376,POINT_DATE,61102694810476197,IRO1BMPS0001,شپارس,2016-01-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4721.0
UNQ0377,POINT_DATE,61102694810476197,IRO1BMPS0001,شپارس,2018-01-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1758.0
UNQ0378,POINT_DATE,61102694810476197,IRO1BMPS0001,شپارس,2018-01-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1758.0
UNQ0379,POINT_DATE,62346804681275278,IRO1SGAZ0001,کگاز,2013-07-16,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5078.0
UNQ0380,POINT_DATE,62346804681275278,IRO1SGAZ0001,کگاز,2014-07-16,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4746.0
UNQ0381,POINT_DATE,62346804681275278,IRO1SGAZ0001,کگاز,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4746.0
UNQ0382,POINT_DATE,62346804681275278,IRO1SGAZ0001,کگاز,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3717.0
UNQ0383,POINT_DATE,62346804681275278,IRO1SGAZ0001,کگاز,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,8218.0
UNQ0384,POINT_DATE,62952165421099192,IRO1KALZ0001,بالبر,2014-01-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2858.0
UNQ0385,POINT_DATE,62952165421099192,IRO1KALZ0001,بالبر,2015-01-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3082.0
UNQ0386,POINT_DATE,62952165421099192,IRO1KALZ0001,بالبر,2017-01-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2756.0
UNQ0387,POINT_DATE,62952165421099192,IRO1KALZ0001,بالبر,2017-01-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2756.0
UNQ0388,POINT_DATE,62952165421099192,IRO1KALZ0001,بالبر,2019-01-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2278.0
UNQ0389,POINT_DATE,63363116407864462,IRO1ASAL0001,لابسا,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2381.0
UNQ0390,POINT_DATE,63363116407864462,IRO1ASAL0001,لابسا,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2113.0
UNQ0391,POINT_DATE,63363116407864462,IRO1ASAL0001,لابسا,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3014.0
UNQ0392,POINT_DATE,63363116407864462,IRO1ASAL0001,لابسا,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1866.0
UNQ0393,POINT_DATE,65004959184388996,IRO1ALIR0001,فایرا,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4809.0
UNQ0394,POINT_DATE,65004959184388996,IRO1ALIR0001,فایرا,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5662.0
UNQ0395,POINT_DATE,65004959184388996,IRO1ALIR0001,فایرا,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2828.0
UNQ0396,POINT_DATE,65004959184388996,IRO1ALIR0001,فایرا,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2828.0
UNQ0397,POINT_DATE,65004959184388996,IRO1ALIR0001,فایرا,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,330.0
UNQ0398,POINT_DATE,65004959184388996,IRO1ALIR0001,فایرا,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,330.0
UNQ0399,POINT_DATE,65321970913593427,IRO1SKOR0001,سکرد,2014-01-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,9096.0
UNQ0400,POINT_DATE,65321970913593427,IRO1SKOR0001,سکرد,2014-01-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,9096.0
UNQ0401,POINT_DATE,65414507129586385,IRO1KHAZ0001,لخزر,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,11128.0
UNQ0402,POINT_DATE,65414507129586385,IRO1KHAZ0001,لخزر,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6305.0
UNQ0403,POINT_DATE,66295665969375744,IRO1SBOJ0001,سبجنو,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5411.0
UNQ0404,POINT_DATE,66295665969375744,IRO1SBOJ0001,سبجنو,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3866.0
UNQ0405,POINT_DATE,66295665969375744,IRO1SBOJ0001,سبجنو,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2838.0
UNQ0406,POINT_DATE,66450490505950110,IRO1DAML0001,ددام,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,7251.0
UNQ0407,POINT_DATE,66772024744156373,IRO1BAHN0001,فباهنر,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1421.0
UNQ0408,POINT_DATE,66772024744156373,IRO1BAHN0001,فباهنر,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4325.0
UNQ0409,POINT_DATE,66772024744156373,IRO1BAHN0001,فباهنر,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4325.0
UNQ0410,POINT_DATE,67126881188552864,IRO1MAPN0001,رمپنا,2017-08-21,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,7116.0
UNQ0411,POINT_DATE,67126881188552864,IRO1MAPN0001,رمپنا,2019-08-21,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,8180.0
UNQ0412,POINT_DATE,67206358287598044,IRO1SHMD0001,کهمدا,2015-10-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5465.0
UNQ0413,POINT_DATE,67206358287598044,IRO1SHMD0001,کهمدا,2017-10-21,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,7502.0
UNQ0414,POINT_DATE,67327029014085707,IRO1SKAZ0001,سخزر,2014-07-16,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5539.0
UNQ0415,POINT_DATE,67327029014085707,IRO1SKAZ0001,سخزر,2015-07-19,,,2,BOTH,0.0,0.0,0.0,4301.0
UNQ0416,POINT_DATE,67327029014085707,IRO1SKAZ0001,سخزر,2018-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3657.0
UNQ0417,POINT_DATE,67327029014085707,IRO1SKAZ0001,سخزر,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3657.0
UNQ0418,POINT_DATE,68488673556087148,IRO1SPTA0001,فپنتا,2014-07-20,,,1,BOTH,0.0,0.0,0.0,9893.0
UNQ0419,POINT_DATE,68488673556087148,IRO1SPTA0001,فپنتا,2015-07-19,,,2,BOTH,0.0,0.0,0.0,11496.0
UNQ0420,POINT_DATE,68488673556087148,IRO1SPTA0001,فپنتا,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,15238.0
UNQ0421,POINT_DATE,68488673556087148,IRO1SPTA0001,فپنتا,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,13886.0
UNQ0422,POINT_DATE,68488673556087148,IRO1SPTA0001,فپنتا,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,13886.0
UNQ0423,POINT_DATE,68488673556087148,IRO1SPTA0001,فپنتا,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,14086.0
UNQ0424,POINT_DATE,68488673556087148,IRO1SPTA0001,فپنتا,2020-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,243200.0
UNQ0425,POINT_DATE,68635710163497089,IRO1HMRZ0001,همراه,2015-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,26842.0
UNQ0426,POINT_DATE,69090868458637360,IRO1IRDR0001,دیران,2013-07-16,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,7599.0
UNQ0427,POINT_DATE,69090868458637360,IRO1IRDR0001,دیران,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5559.0
UNQ0428,POINT_DATE,69090868458637360,IRO1IRDR0001,دیران,2018-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1572.0
UNQ0429,POINT_DATE,70219663893822560,IRO1JOSH0001,بکاب,2014-01-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,10712.0
UNQ0430,POINT_DATE,70219663893822560,IRO1JOSH0001,بکاب,2015-01-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,8490.0
UNQ0431,POINT_DATE,70219663893822560,IRO1JOSH0001,بکاب,2016-01-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,8291.0
UNQ0432,POINT_DATE,70219663893822560,IRO1JOSH0001,بکاب,2016-01-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,8291.0
UNQ0433,POINT_DATE,70219663893822560,IRO1JOSH0001,بکاب,2017-01-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,12351.0
UNQ0434,POINT_DATE,70219663893822560,IRO1JOSH0001,بکاب,2017-01-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,12351.0
UNQ0435,POINT_DATE,70219663893822560,IRO1JOSH0001,بکاب,2020-01-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,58692.0
UNQ0436,POINT_DATE,70289374539527245,IRO1GHAT0001,ختوقا,2013-07-16,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1126.0
UNQ0437,POINT_DATE,70289374539527245,IRO1GHAT0001,ختوقا,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3241.0
UNQ0438,POINT_DATE,7457232989848872,IRO1TMKH0001,خمحور,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1733.0
UNQ0439,POINT_DATE,7711282667602555,IRO1PARK0001,شاراک,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,5614.0
UNQ0440,POINT_DATE,7745894403636165,IRO1PNES0001,شپنا,2014-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,11251.0
UNQ0441,POINT_DATE,7745894403636165,IRO1PNES0001,شپنا,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,6252.0
UNQ0442,POINT_DATE,7745894403636165,IRO1PNES0001,شپنا,2016-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2794.0
UNQ0443,POINT_DATE,7745894403636165,IRO1PNES0001,شپنا,2017-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3046.0
UNQ0444,POINT_DATE,7745894403636165,IRO1PNES0001,شپنا,2017-07-19,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,3046.0
UNQ0445,POINT_DATE,7745894403636165,IRO1PNES0001,شپنا,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4233.0
UNQ0446,POINT_DATE,7745894403636165,IRO1PNES0001,شپنا,2019-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,11715.0
UNQ0447,POINT_DATE,7745894403636165,IRO1PNES0001,شپنا,2019-07-20,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,10915.0
UNQ0448,POINT_DATE,7745894403636165,IRO1PNES0001,شپنا,2020-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,37620.0
UNQ0449,POINT_DATE,8977441217024425,IRO1SEPA0001,فسپا,2015-07-19,,,2,ENDPOINT_SEMANTICS,0.0,0.0,0.0,4713.0
UNQ0450,POINT_DATE,8977441217024425,IRO1SEPA0001,فسپا,2016-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,2805.0
UNQ0451,POINT_DATE,8977441217024425,IRO1SEPA0001,فسپا,2016-07-19,,,1,BOTH,0.0,0.0,0.0,2805.0
UNQ0452,POINT_DATE,8977441217024425,IRO1SEPA0001,فسپا,2017-07-19,,,1,BOTH,0.0,0.0,0.0,2891.0
UNQ0453,POINT_DATE,8977441217024425,IRO1SEPA0001,فسپا,2018-07-17,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1683.0
UNQ0454,POINT_DATE,8977441217024425,IRO1SEPA0001,فسپا,2018-07-18,,,1,ENDPOINT_SEMANTICS,0.0,0.0,0.0,1683.0
