row_key,ticker,fiscal_year,fiscal_year_end,confirmed_public_entry_date_jalali,confirmed_public_entry_date_gregorian,eligible_listing_stage123_proxy,verification_status,listed_by_fiscal_year_end_verified,eligible_listing_financial_verified,listing_eligibility_status_verified,days_listed_before_fiscal_year_end,eligibility_changed_vs_stage123_proxy,change_direction
کیمیاتک|1401,کیمیاتک,1401,1401-12-29,1400-06-17,2021-09-08,1,verified_user_confirmed,1,1,eligible_verified_public_entry,558,0,unchanged_1
کیمیاتک|1402,کیمیاتک,1402,1402-12-29,1400-06-17,2021-09-08,1,verified_user_confirmed,1,1,eligible_verified_public_entry,923,0,unchanged_1
کویر|1393,کویر,1393,1393-12-29,1398-07-17,2019-10-09,0,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,0,unchanged_0
کویر|1394,کویر,1394,1394-12-29,1398-07-17,2019-10-09,0,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,0,unchanged_0
کویر|1395,کویر,1395,1395-12-30,1398-07-17,2019-10-09,0,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,0,unchanged_0
کویر|1396,کویر,1396,1396-12-29,1398-07-17,2019-10-09,0,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,0,unchanged_0
کویر|1397,کویر,1397,1397-12-29,1398-07-17,2019-10-09,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
کویر|1398,کویر,1398,1398-12-29,1398-07-17,2019-10-09,1,verified_user_confirmed,1,1,eligible_verified_public_entry,162,0,unchanged_1
کویر|1399,کویر,1399,1399-12-30,1398-07-17,2019-10-09,1,verified_user_confirmed,1,1,eligible_verified_public_entry,528,0,unchanged_1
کویر|1400,کویر,1400,1400-12-29,1398-07-17,2019-10-09,1,verified_user_confirmed,1,1,eligible_verified_public_entry,893,0,unchanged_1
کویر|1401,کویر,1401,1401-12-29,1398-07-17,2019-10-09,1,verified_user_confirmed,1,1,eligible_verified_public_entry,1258,0,unchanged_1
کویر|1402,کویر,1402,1402-12-29,1398-07-17,2019-10-09,1,verified_user_confirmed,1,1,eligible_verified_public_entry,1623,0,unchanged_1
نوری|1393,نوری,1393,1393-12-29,1398-04-22,2019-07-13,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
نوری|1394,نوری,1394,1394-12-29,1398-04-22,2019-07-13,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
نوری|1395,نوری,1395,1395-12-30,1398-04-22,2019-07-13,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
نوری|1396,نوری,1396,1396-12-29,1398-04-22,2019-07-13,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
نوری|1397,نوری,1397,1397-12-29,1398-04-22,2019-07-13,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
نوری|1398,نوری,1398,1398-12-29,1398-04-22,2019-07-13,1,verified_user_confirmed,1,1,eligible_verified_public_entry,250,0,unchanged_1
