row_key,ticker,fiscal_year,company_name,eligible_listing,eligible_statement_type,statement_scope_canonical,statement_scope_display_fa,statement_scope_display_en,eligible_annual_period,eligible_source_quality,eligible_accounting_quality,eligible_company_main,eligible_company_expanded,eligible_target,predictor_eligible_main,predictor_eligible_expanded,model_exclusion_reason_main,model_exclusion_reason_expanded
لسرما|1400,لسرما,1400,شرکت صنایع سرماآفرین ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
لسرما|1401,لسرما,1401,شرکت صنایع سرماآفرین ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
لسرما|1402,لسرما,1402,شرکت صنایع سرماآفرین ایران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
لخزر|1393,لخزر,1393,شرکت صنعتی پارس خزر,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
لخزر|1394,لخزر,1394,شرکت صنعتی پارس خزر,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
لخزر|1395,لخزر,1395,شرکت صنعتی پارس خزر,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
لخزر|1396,لخزر,1396,شرکت صنعتی پارس خزر,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
لخزر|1397,لخزر,1397,شرکت صنعتی پارس خزر,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
لخزر|1398,لخزر,1398,شرکت صنعتی پارس خزر,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
لخزر|1399,لخزر,1399,شرکت صنعتی پارس خزر,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
لخزر|1400,لخزر,1400,شرکت صنعتی پارس خزر,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
لخزر|1401,لخزر,1401,شرکت صنعتی پارس خزر,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
لخزر|1402,لخزر,1402,شرکت صنعتی پارس خزر,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
نوری|1393,نوری,1393,شرکت پتروشیمی نوری,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
نوری|1394,نوری,1394,شرکت پتروشیمی نوری,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
نوری|1395,نوری,1395,شرکت پتروشیمی نوری,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
نوری|1396,نوری,1396,شرکت پتروشیمی نوری,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
نوری|1397,نوری,1397,شرکت پتروشیمی نوری,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
نوری|1398,نوری,1398,شرکت پتروشیمی نوری,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
نوری|1399,نوری,1399,شرکت پتروشیمی نوری,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
نوری|1400,نوری,1400,شرکت پتروشیمی نوری,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
نوری|1401,نوری,1401,شرکت پتروشیمی نوری,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
نوری|1402,نوری,1402,شرکت پتروشیمی نوری,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پرداخت|1394,پرداخت,1394,به پرداخت ملت,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پرداخت|1395,پرداخت,1395,به پرداخت ملت,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پرداخت|1396,پرداخت,1396,به پرداخت ملت,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پرداخت|1397,پرداخت,1397,به پرداخت ملت,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پرداخت|1398,پرداخت,1398,به پرداخت ملت,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پرداخت|1399,پرداخت,1399,به پرداخت ملت,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پرداخت|1400,پرداخت,1400,به پرداخت ملت,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پرداخت|1401,پرداخت,1401,به پرداخت ملت,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,0,1,1,1,1,1,0,0,non_12_month_period,non_12_month_period
پرداخت|1402,پرداخت,1402,به پرداخت ملت,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پارس|1396,پارس,1396,شرکت پتروشیمی پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پارس|1397,پارس,1397,شرکت پتروشیمی پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پارس|1398,پارس,1398,شرکت پتروشیمی پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پارس|1399,پارس,1399,شرکت پتروشیمی پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پارس|1400,پارس,1400,شرکت پتروشیمی پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پارس|1401,پارس,1401,شرکت پتروشیمی پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پارس|1402,پارس,1402,شرکت پتروشیمی پارس,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پدرخش|1393,پدرخش,1393,شرکت تولیدی و صنعتی درخشان تهران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پدرخش|1394,پدرخش,1394,شرکت تولیدی و صنعتی درخشان تهران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پدرخش|1395,پدرخش,1395,شرکت تولیدی و صنعتی درخشان تهران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پدرخش|1396,پدرخش,1396,شرکت تولیدی و صنعتی درخشان تهران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پدرخش|1397,پدرخش,1397,شرکت تولیدی و صنعتی درخشان تهران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پدرخش|1398,پدرخش,1398,شرکت تولیدی و صنعتی درخشان تهران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پدرخش|1399,پدرخش,1399,شرکت تولیدی و صنعتی درخشان تهران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پدرخش|1400,پدرخش,1400,شرکت تولیدی و صنعتی درخشان تهران,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پدرخش|1401,پدرخش,1401,تولیدی و صنعتی درخشان تهران,1,1,separate,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پدرخش|1402,پدرخش,1402,تولیدی و صنعتی درخشان تهران,1,1,separate,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پی‌پاد|1395,پی‌پاد,1395,پرداخت الکترونیک پاسارگاد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پی‌پاد|1396,پی‌پاد,1396,پرداخت الکترونیک پاسارگاد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پی‌پاد|1397,پی‌پاد,1397,پرداخت الکترونیک پاسارگاد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پی‌پاد|1398,پی‌پاد,1398,پرداخت الکترونیک پاسارگاد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پی‌پاد|1399,پی‌پاد,1399,پرداخت الکترونیک پاسارگاد,1,1,user_confirmed_correct_source,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پی‌پاد|1400,پی‌پاد,1400,پرداخت الکترونیک پاسارگاد,1,1,user_confirmed_correct_source,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پی‌پاد|1401,پی‌پاد,1401,پرداخت الکترونیک پاسارگاد,1,1,user_confirmed_correct_source,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,0,1,1,1,1,1,0,0,non_12_month_period,non_12_month_period
پی‌پاد|1402,پی‌پاد,1402,پرداخت الکترونیک پاسارگاد,1,1,user_confirmed_correct_source,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,0,1,1,1,1,1,0,0,non_12_month_period,non_12_month_period
پلاسک|1393,پلاسک,1393,کارخانجات پلاسکوکار سایپا,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پلاسک|1394,پلاسک,1394,کارخانجات پلاسکوکار سایپا,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پلاسک|1395,پلاسک,1395,کارخانجات پلاسکوکار سایپا,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پلاسک|1396,پلاسک,1396,کارخانجات پلاسکوکار سایپا,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پلاسک|1397,پلاسک,1397,کارخانجات پلاسکوکار سایپا,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پلاسک|1398,پلاسک,1398,کارخانجات پلاسکوکار سایپا,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پلاسک|1399,پلاسک,1399,کارخانجات پلاسکوکار سایپا,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پلاسک|1400,پلاسک,1400,کارخانجات پلاسکوکار سایپا,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پلاسک|1401,پلاسک,1401,کارخانجات پلاسکوکار سایپا,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
پلاسک|1402,پلاسک,1402,کارخانجات پلاسکوکار سایپا,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رمپنا|1392,رمپنا,1392,گروه مپنا (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,0,1,1,,
رمپنا|1393,رمپنا,1393,گروه مپنا (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,0,1,1,,
رمپنا|1394,رمپنا,1394,گروه مپنا (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,0,1,1,,
رمپنا|1395,رمپنا,1395,گروه مپنا (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,0,1,1,,
رمپنا|1396,رمپنا,1396,گروه مپنا (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,0,1,1,,
رمپنا|1397,رمپنا,1397,گروه مپنا (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رمپنا|1398,رمپنا,1398,گروه مپنا (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رمپنا|1399,رمپنا,1399,گروه مپنا (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رمپنا|1400,رمپنا,1400,گروه مپنا (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رمپنا|1401,رمپنا,1401,گروه مپنا (سهامی عام),1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رانفور|1392,رانفور,1392,خدمات انفورماتیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رانفور|1393,رانفور,1393,خدمات انفورماتیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رانفور|1394,رانفور,1394,خدمات انفورماتیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رانفور|1395,رانفور,1395,خدمات انفورماتیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رانفور|1396,رانفور,1396,خدمات انفورماتیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رانفور|1397,رانفور,1397,خدمات انفورماتیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رانفور|1398,رانفور,1398,خدمات انفورماتیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رانفور|1399,رانفور,1399,خدمات انفورماتیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رانفور|1400,رانفور,1400,خدمات انفورماتیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رانفور|1401,رانفور,1401,خدمات انفورماتیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
رانفور|1402,رانفور,1402,خدمات انفورماتیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سآبیک|1392,سآبیک,1392,سیمان آبیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سآبیک|1393,سآبیک,1393,سیمان آبیک,0,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,0,1,1,1,0,0,0,pre_listing | source_not_traceable,pre_listing | source_not_traceable
سآبیک|1394,سآبیک,1394,سیمان آبیک,0,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,0,1,1,1,0,0,0,pre_listing | source_not_traceable,pre_listing | source_not_traceable
سآبیک|1395,سآبیک,1395,سیمان آبیک,0,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,0,1,1,1,0,0,0,pre_listing | source_not_traceable,pre_listing | source_not_traceable
سآبیک|1396,سآبیک,1396,سیمان آبیک,0,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,0,1,1,1,0,0,0,pre_listing | source_not_traceable,pre_listing | source_not_traceable
سآبیک|1397,سآبیک,1397,سیمان آبیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سآبیک|1398,سآبیک,1398,سیمان آبیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سآبیک|1399,سآبیک,1399,سیمان آبیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سآبیک|1400,سآبیک,1400,سیمان آبیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سآبیک|1401,سآبیک,1401,سیمان آبیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سآبیک|1402,سآبیک,1402,سیمان آبیک,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سبجنو|1393,سبجنو,1393,شرکت سیمان بجنورد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سبجنو|1394,سبجنو,1394,شرکت سیمان بجنورد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سبجنو|1395,سبجنو,1395,شرکت سیمان بجنورد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سبجنو|1396,سبجنو,1396,شرکت سیمان بجنورد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سبجنو|1397,سبجنو,1397,شرکت سیمان بجنورد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سبجنو|1398,سبجنو,1398,شرکت سیمان بجنورد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سبجنو|1399,سبجنو,1399,شرکت سیمان بجنورد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سبجنو|1400,سبجنو,1400,شرکت سیمان بجنورد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سبجنو|1401,سبجنو,1401,شرکت سیمان بجنورد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سبجنو|1402,سبجنو,1402,شرکت سیمان بجنورد,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سفارس|1392,سفارس,1392,سیمان فارس و خوزستان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,0,1,1,0,1,financial_or_holding_company,
سفارس|1393,سفارس,1393,سیمان فارس و خوزستان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,0,1,1,0,1,financial_or_holding_company,
سفارس|1394,سفارس,1394,سیمان فارس و خوزستان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,0,1,1,0,1,financial_or_holding_company,
سفارس|1395,سفارس,1395,سیمان فارس و خوزستان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,0,1,1,0,1,financial_or_holding_company,
سفارس|1396,سفارس,1396,سیمان فارس و خوزستان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,0,1,1,0,1,financial_or_holding_company,
سفارس|1397,سفارس,1397,سیمان فارس و خوزستان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,0,1,1,0,1,financial_or_holding_company,
سفارس|1398,سفارس,1398,سیمان فارس و خوزستان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,0,1,1,0,1,financial_or_holding_company,
سفارس|1399,سفارس,1399,سیمان فارس و خوزستان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,0,1,1,0,1,financial_or_holding_company,
سفارس|1400,سفارس,1400,سیمان فارس و خوزستان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,0,1,1,0,1,financial_or_holding_company,
سفارس|1401,سفارس,1401,سیمان فارس و خوزستان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,0,1,1,0,1,financial_or_holding_company,
سفارس|1402,سفارس,1402,سیمان فارس و خوزستان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,0,1,1,0,1,financial_or_holding_company,
سهگمت|1392,سهگمت,1392,سیمان هگمتان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سهگمت|1393,سهگمت,1393,سیمان هگمتان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سهگمت|1394,سهگمت,1394,سیمان هگمتان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سهگمت|1395,سهگمت,1395,سیمان هگمتان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سهگمت|1396,سهگمت,1396,سیمان هگمتان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
سهگمت|1397,سهگمت,1397,سیمان هگمتان,1,1,separate_or_parent_only_indicated,صورت‌های مالی سالانه شرکت اصلی/جداگانه,annual separate financial statements of the company,1,1,1,1,1,1,1,1,,
